Gene = Nosip
index = 760
Annotated 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
Annotated 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
SMsplice 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
SMsplice 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
top_k =  500
Partition function (log Z): 15.917722331808788

Sorted 5' Splice Sites (High to Low Probability):
Position 14474: 0.9926845033742124
Position 11632: 0.9910618142005787
Position 14284: 0.9367659270985517
Position 11109: 0.932697226305028
Position 13973: 0.8791496359223161
Position 76: 0.8569064894233493
Position 13773: 0.8054985949628332
Position 12232: 0.5196579120530032
Position 12226: 0.4580204459711239
Position 12015: 0.36127283780011304
Position 90: 0.13875384233769378
Position 13718: 0.13751267833758585
Position 3606: 0.122925508730333
Position 314: 0.09164226200426202
Position 375: 0.08181512443205305
Position 13386: 0.07850269221188026
Position 3077: 0.06573838840027237
Position 4673: 0.061454358084648525
Position 3086: 0.05896348694544774
Position 11158: 0.048545441318631186
Position 14211: 0.038963128604237736
Position 9442: 0.03244826431298177
Position 13685: 0.01934196254476895
Position 15012: 0.012217380579150224
Position 12656: 0.00929972272347167
Position 11795: 0.00735678958601785
Position 13354: 0.007306228180510633
Position 14980: 0.005310585512394028
Position 12025: 0.004225458590259923
Position 149: 0.0032719997628473073
Position 14263: 0.0027401620250829457
Position 11153: 0.0025617379531643336
Position 12346: 0.0025267543419277786
Position 3065: 0.0025074655197392538
Position 14152: 0.002354289891012667
Position 14008: 0.0023059597417791826
Position 3392: 0.0022976503289740794
Position 14222: 0.0019381088778887088
Position 11662: 0.0019060161074081602
Position 11850: 0.0018957135716188994
Position 2588: 0.0014861955976425796
Position 14945: 0.0012863087208656676
Position 793: 0.0012659744327036195
Position 3423: 0.0012646114588347425
Position 14231: 0.0012380546123328502
Position 2058: 0.0012186539833338287
Position 2066: 0.001119611569232214
Position 356: 0.001027582585259719
Position 12669: 0.0009865148079392543
Position 13796: 0.0009817640934853356
Position 3406: 0.00091828185656227
Position 12544: 0.0009052580168424746
Position 12909: 0.0008993366047949733
Position 11736: 0.0008816151173306516
Position 14951: 0.0008799687551142017
Position 12931: 0.0008502260095321985
Position 14288: 0.0008035200478602675
Position 11790: 0.0007678187711303729
Position 14295: 0.0007667498960161386
Position 12566: 0.0006481673921677888
Position 12712: 0.0006377765093831768
Position 13202: 0.0006155677646871495
Position 9679: 0.0005013451720761221
Position 12505: 0.00046535485236883184
Position 14192: 0.00046118990167730577
Position 12309: 0.00046039666254324614
Position 12291: 0.0004471659521790715
Position 1664: 0.0004409249795212411
Position 7457: 0.0004342374565760342
Position 6777: 0.0004277059824851408
Position 12725: 0.0003564649112700044
Position 3460: 0.00032800928687011375
Position 14156: 0.0003259630531234343
Position 13044: 0.0003075279367879805
Position 110: 0.00030580131644782977
Position 11931: 0.0003053222637443219
Position 12552: 0.00028268479600868654
Position 15001: 0.00026866669032214676
Position 11627: 0.00026038047222149856
Position 14012: 0.00023610991852515242
Position 11957: 0.00022195671574268941
Position 12306: 0.00018226282440798666
Position 13550: 0.00017208743672193408
Position 12165: 0.00016514720799962762
Position 15079: 0.00014518866304071235
Position 13032: 0.00013873814404124273
Position 13801: 0.0001374638468513961
Position 13142: 0.0001360480027906175
Position 13986: 0.00012838413284937985
Position 11823: 8.410455449856259e-05
Position 102: 7.27112290163866e-05
Position 12738: 5.8813350665160443e-05
Position 11865: 5.550603566222959e-05
Position 11852: 5.3687028134723314e-05
Position 12075: 5.285333679462153e-05
Position 11668: 4.76430329526746e-05
Position 14478: 4.472946779230648e-05
Position 11595: 4.3190538386062835e-05
Position 15014: 3.741403778726831e-05
Position 97: 3.6158717794056494e-05
Position 14318: 3.140899935354901e-05
Position 11624: 2.8567303173963137e-05
Position 14277: 2.7512049895139673e-05
Position 14462: 1.9622255055856528e-05
Position 14903: 1.1369016760172142e-05
