Gene = Nmd3
index = 753
Annotated 5SS: [  138   482  2407  4473  7434  8549  9671 13140 14105 18053 19670 21644
 23301 24851 26384]
Annotated 3SS: [  423  2271  4375  7352  8419  9579 13060 14007 17934 19523 21530 23227
 24743 26312 26786]
SMsplice 5SS: [  138  4473  7434  8549  9671 14105 18053 19670 23301 24851 26384 26898]
SMsplice 3SS: [ 4375  7352  8419  9579 14007 17934 19588 23227 24743 26312 26786 28861]
top_k =  500
Partition function (log Z): 0.6634261861929005

Sorted 5' Splice Sites (High to Low Probability):
Position 19670: 0.9836105988157731
Position 18053: 0.9825688375355384
Position 7434: 0.9642440065024872
Position 8549: 0.9632800309618335
Position 26384: 0.924184304660827
Position 24851: 0.8573604889196157
Position 14105: 0.838136186456714
Position 9671: 0.8101275075965393
Position 26898: 0.7432832150180531
Position 4473: 0.6701762864854195
Position 23301: 0.5983695982656769
Position 138: 0.4965493407598449
Position 13140: 0.46618318789880875
Position 13429: 0.45371358578621535
Position 2407: 0.3693827694424399
Position 23869: 0.3414289006743922
Position 1970: 0.3126596820276828
Position 7014: 0.17921487045770904
Position 24041: 0.17133685312305913
Position 578: 0.16444488758539952
Position 547: 0.16097325832396042
Position 67: 0.1393689183361547
Position 482: 0.11524967105836721
Position 20822: 0.11170339444898705
Position 49: 0.08765745460905977
Position 26722: 0.08736811089515821
Position 23443: 0.08250572157303498
Position 21644: 0.0779779431044781
Position 8118: 0.07502122418239361
Position 12075: 0.07247185759142895
Position 735: 0.0713411705719755
Position 74: 0.07051456554451967
Position 11506: 0.05996390898241406
Position 13810: 0.05275324484413444
Position 8904: 0.05227451502319527
Position 3877: 0.04364799896216616
Position 566: 0.04265575136063768
Position 45: 0.04013285823770614
Position 4748: 0.03618969852109005
Position 26431: 0.03337451616410701
Position 20850: 0.031776683594344934
Position 8900: 0.03122724544800738
Position 12119: 0.02897333520775847
Position 26889: 0.02370022328108988
Position 27810: 0.020750249593365196
Position 8908: 0.018778852055927945
Position 21958: 0.017957006991981727
Position 4477: 0.017745766445645572
Position 20496: 0.01697274873239932
Position 21309: 0.013553047183396266
Position 13434: 0.013413279603528597
Position 77: 0.011297371535777197
Position 26152: 0.009833088989069956
Position 244: 0.00908905378379134
Position 8007: 0.009026813208400562
Position 21686: 0.008128927422517501
Position 28710: 0.008096359582699218
Position 591: 0.00701649458366134
Position 1041: 0.006781805484152521
Position 26419: 0.006035731558084422
Position 24879: 0.005817626773959736
Position 1534: 0.005653699020308026
Position 21636: 0.00544189130537796
Position 26710: 0.004811471233376968
Position 1540: 0.0047215636883124025
Position 20920: 0.004458463111402231
Position 23990: 0.003903639371531181
Position 248: 0.003723847145144914
Position 7975: 0.0036343393223188035
Position 1976: 0.003313938697404574
Position 20200: 0.003181690297911472
Position 2182: 0.0030802183828028402
Position 28648: 0.0027741600519440484
Position 26460: 0.0024765730601273234
Position 23682: 0.0019968464937749264
Position 1865: 0.0019048430015251821
Position 4468: 0.0018739467796719258
Position 24915: 0.001736837672838647
Position 26619: 0.0016544482248767678
Position 1999: 0.0012697171436273974
Position 11194: 0.001032237928597081
Position 53: 0.0009985416316036762
Position 26719: 0.0009559581854765962
Position 28691: 0.0008624027281865696
Position 105: 0.00084907887259196
Position 5351: 0.0008455533630699596
Position 26651: 0.0008215192918666976
Position 528: 0.0006400215255826994
Position 5220: 0.0006259157920885912
Position 694: 0.0005837111646348138
Position 2947: 0.0005508703705596164
Position 206: 0.0005393775603270683
Position 2600: 0.0004707951163631482
Position 18297: 0.0004228036280403989
Position 8537: 0.0004091745725752536
Position 142: 0.0003609681521271321
Position 21290: 0.00035874394766839365
Position 81: 0.00034584992400766
Position 149: 0.000341321594590402
Position 8569: 0.00028521297384940294
Position 338: 0.00025869193150164195
Position 26390: 0.00025321448300515744
Position 1227: 0.0002310772861364876
Position 18058: 0.00018057088788097462
Position 19835: 0.0001260209958403823
Position 20759: 0.00012008538676389252
Position 111: 9.00848257266313e-05
Position 95: 6.733816222721746e-05
Position 23: 6.662790967882498e-05
Position 340: 5.268757522841748e-05
Position 424: 5.0525353084872526e-05
Position 26407: 4.973880825259197e-05
Position 26404: 4.906906114397564e-05
Position 306: 3.318950383179509e-05
Position 403: 3.213011701691481e-05
Position 250: 3.0991580106071695e-05
Position 109: 2.894987562724291e-05
Position 357: 2.59124571545832e-05
Position 26388: 1.8486337376789346e-05
Position 8420: 1.8374369130069376e-05
Position 10930: 1.1105511272204028e-05
Position 394: 9.260957991999964e-06
Position 10517: 7.381964151556005e-06
Position 10948: 7.158799411807111e-06
Position 18110: 7.105332047829859e-06
Position 51: 6.573967899100791e-06
Position 443: 5.236942012651583e-06
Position 10925: 2.3154629245688037e-06
Position 455: 6.006478557670915e-07
Position 123: 5.289051795607837e-07
Position 9940: 8.25651756376496e-08
Position 614: 3.079717413291021e-08
Position 596: 2.2988730347327827e-08
Position 9298: 1.7748224723178473e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 17934: 0.9827565137554668
Position 26312: 0.9677971938954681
Position 7352: 0.9250666082396772
