Gene = Zwilch
index = 1210
Annotated 5SS: [  287  4492  7742  8758 10541 11734 12284 14410 17092 17941 19554 20220
 22949 23706 25835 26280 29025 33214]
Annotated 3SS: [ 4439  7645  8638 10340 11662 12127 14337 16997 17884 19453 20139 22791
 23676 25697 26183 28911 33087 35044]
SMsplice 5SS: [  287  4492  6309  7742  8758 10460 11734 12284 20220 22949 23231 26280
 33214]
SMsplice 3SS: [ 4439  6220  7645  8638 10340 11662 12127 20139 22791 23098 26183 33087
 35122]
top_k =  500
Partition function (log Z): 0.8935794104742689

Sorted 5' Splice Sites (High to Low Probability):
Position 7742: 0.9932542423535646
Position 8758: 0.9748894239308621
Position 12284: 0.9544469541162919
Position 22949: 0.8960866134851136
Position 33214: 0.8513835572394393
Position 26280: 0.8102274999985847
Position 11734: 0.7549949710909193
Position 287: 0.7474774168672085
Position 23231: 0.7221459227583445
Position 6309: 0.7046937058430677
Position 20220: 0.6381173263240445
Position 4492: 0.6302126645485581
Position 10460: 0.5266101908550691
Position 12464: 0.490363126343469
Position 5834: 0.3833002575726192
Position 17941: 0.37179694911766414
Position 20234: 0.31409376652047283
Position 29025: 0.2647937721698619
Position 232: 0.18512632395391979
Position 10541: 0.17754669032372786
Position 19558: 0.15580834264918925
Position 17842: 0.1478495338025811
Position 19554: 0.14147694099631722
Position 8475: 0.13094049706827623
Position 2798: 0.1291358567588227
Position 8536: 0.12867624103898156
Position 618: 0.11767809621669587
Position 1049: 0.10532316075522508
Position 14410: 0.08688072287002659
Position 8480: 0.05791060244250427
Position 8515: 0.047922959824900024
Position 2071: 0.036718238898528176
Position 4043: 0.03521229122844466
Position 6630: 0.03158543782026585
Position 5060: 0.027699556525132375
Position 10432: 0.027444308289272742
Position 10521: 0.02563508738569375
Position 10666: 0.017946163059084648
Position 19600: 0.013559846084716214
Position 8210: 0.013352699716125701
Position 8015: 0.012143884327180257
Position 7003: 0.010886430356112689
Position 12128: 0.010166268073617486
Position 8438: 0.009976439079238697
Position 8441: 0.008677644766885933
Position 9647: 0.008374449709506496
Position 4338: 0.00802525570057002
Position 10558: 0.007262520321437318
Position 8433: 0.007041491633274317
Position 7265: 0.006464459230297693
Position 2622: 0.006439430555092543
Position 476: 0.006175361831309564
Position 313: 0.005888885046999275
Position 10944: 0.005618812004843424
Position 5786: 0.005348811369883237
Position 3867: 0.005166515621323476
Position 8530: 0.004834092052494224
Position 22596: 0.004551663657167737
Position 1969: 0.003842777210915316
Position 8430: 0.0035881669487941898
Position 5799: 0.0033806024313133443
Position 3679: 0.003164466593425689
Position 8255: 0.0026818374145242355
Position 2766: 0.002613264344196424
Position 2210: 0.002478230183875658
Position 11765: 0.0023385763760709506
Position 7319: 0.002242457207060581
Position 8715: 0.0018936727749386808
Position 6964: 0.0016289540182459201
Position 11738: 0.0015917017834267406
Position 1664: 0.0014918674332504763
Position 11903: 0.0012815312047336183
Position 1533: 0.0012472708429738838
Position 7746: 0.0012385746305286706
Position 23839: 0.001182359832440434
Position 8158: 0.0011625148449083387
Position 4916: 0.0011396413450477723
Position 2162: 0.001093964853942464
Position 8895: 0.0010759698586295455
Position 7259: 0.0010643633257353682
Position 4930: 0.0010480923737721255
Position 4676: 0.0010292623425698269
Position 7964: 0.0009680866481823371
Position 1733: 0.0008227636136363981
Position 1265: 0.000805012354251066
Position 3255: 0.000769773199860377
Position 10252: 0.0007674965690957034
Position 9800: 0.0007570105049224875
Position 1856: 0.0006997336027214506
Position 4836: 0.0006984697928068518
Position 3711: 0.0006602638642769793
Position 277: 0.0005208751725513103
Position 297: 0.0004399856559161299
Position 9255: 0.0002639786391778229
Position 817: 0.000254153300156615
Position 379: 0.00022319660889909705
Position 9022: 0.00017503599880224567
