Gene = Sprr2f
index = 1020
Annotated 5SS: [42]
Annotated 3SS: [688]
SMsplice 5SS: [42]
SMsplice 3SS: [688]
top_k =  500
Partition function (log Z): -5.385991014940929

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.6070218483390388
Position 97: 0.33543525551224523
Position 443: 0.24084721469285586
Position 799: 0.23632091125460966
Position 294: 0.13340506923224799
Position 589: 0.09242657605307555
Position 366: 0.019942179833831526
Position 774: 0.01857442799384838
Position 210: 0.017457172625863684
Position 757: 0.013805629435524188
Position 85: 0.004055415514796641
Position 93: 0.0021717413439895647
Position 761: 0.0021296671256457646
Position 759: 0.0015440156078564788
Position 570: 0.0014054763251796956
Position 936: 0.0011256251402739575
Position 9: 0.0010762673245991378
Position 801: 0.0006808329362805816
Position 828: 0.0004681933754666219
Position 539: 0.00032721417339829587
Position 402: 0.0002674981319817617
Position 263: 0.00023746131642537043
Position 101: 0.000229046417578362
Position 788: 0.00022052111923973289
Position 1097: 0.00021261905256578107
Position 332: 0.00015802098921547915
Position 941: 0.00014191841029894097
Position 110: 0.00012893574229542632
Position 176: 0.00012867568168654082
Position 214: 0.00012596530698290575
Position 394: 0.00011966624962201174
Position 918: 0.00011411387070367913
Position 17: 8.828742396235385e-05
Position 115: 8.274756805219179e-05
Position 136: 7.339107442669696e-05
Position 644: 7.045993892816351e-05
Position 75: 6.352186999318691e-05
Position 594: 5.643588073317454e-05
Position 453: 3.1139214628050536e-05
Position 183: 1.5138816691454774e-05
Position 103: 1.264047665725764e-05
Position 46: 1.2236889695751915e-05
Position 297: 6.979516670555885e-06
Position 190: 6.276642667535248e-06
Position 488: 4.609171146460277e-06
Position 434: 4.532709556636338e-06
Position 48: 3.318964561461334e-06
Position 64: 2.8978678280511455e-06
Position 217: 2.589642289467753e-06
Position 138: 1.615285287072377e-06
Position 66: 1.4549314367175328e-06
Position 711: 2.1503884908355216e-08
Position 842: 4.599024477505554e-09
Position 815: 2.047440093344411e-09
Position 729: 5.07866887515764e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 688: 0.8984263745521027
Position 213: 0.29096264207040207
Position 873: 0.16647184291621991
Position 876: 0.12496351755176935
Position 343: 0.09791469979221273
Position 410: 0.07006786650549306
Position 276: 0.019486740592014
Position 915: 0.013262467893686127
Position 1001: 0.010175861856862495
Position 1025: 0.008630682938037565
Position 293: 0.008452627006821688
Position 507: 0.005867719788114941
Position 912: 0.005785792364820973
Position 355: 0.001838165985835146
Position 381: 0.0014903758390707636
Position 147: 0.0011767400371190842
Position 1244: 0.0009940483429325489
Position 418: 0.0009691642531523449
Position 828: 0.0009380377719937824
Position 442: 0.0008649491698352774
Position 1208: 0.0007478112467663127
Position 290: 0.0005737762919268597
Position 1080: 0.0003932001813484716
Position 150: 0.0003243889942295959
Position 558: 0.00021674356213059257
Position 84: 0.00021110261263052532
Position 534: 0.00020927671592460825
Position 721: 0.00019772369208541168
Position 1172: 0.0001923925287003635
Position 726: 0.00018121895154623913
Position 774: 0.00017179052308336444
Position 918: 0.00014844291516051664
Position 176: 0.0001379513808000973
Position 1041: 5.666378847903613e-05
Position 115: 5.5720663927882746e-05
Position 512: 4.928261895584055e-05
Position 539: 4.270619595628029e-05
Position 1137: 3.243761254754824e-05
Position 225: 2.9892155799159948e-05
Position 520: 2.7387561549450735e-05
Position 604: 2.4654281408736345e-05
Position 563: 2.052996936621557e-05
Position 547: 2.046986581265596e-05
Position 703: 8.285206368093873e-06
Position 297: 7.4587669448409445e-06
Position 696: 6.944269021021237e-06
Position 729: 5.201453266503408e-06
Position 366: 4.74418805402741e-06
Position 300: 3.2384207472268915e-06
Position 154: 1.878058754403552e-06
Position 227: 9.193672555109491e-07
Position 747: 7.018594634416597e-07
Position 190: 1.6670315992657466e-07
Position 93: 5.256141499622827e-08
Position 110: 5.1886811971572006e-09
Position 97: 5.639891916921861e-10
Position 426: 5.08050643180339e-10
Position 101: 1.8848991645312344e-11
