Gene = Noc4l
index = 756
Annotated 5SS: [ 195  407 1105 1739 2106 2306 2473 2884 3083 3346 3614 3885 4086 4352]
Annotated 3SS: [ 285  997 1630 1955 2205 2437 2832 2970 3284 3502 3723 4002 4237 4433]
SMsplice 5SS: [ 195  407 1105 1739 2106 2884 3083 3614 4086 4352]
SMsplice 3SS: [ 285  997 1630 1955 2832 2981 3502 4002 4237 4433]
top_k =  500
Partition function (log Z): 20.49716859105485

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.9905908103670948
Position 1105: 0.9877629689834464
Position 195: 0.9784058945811008
Position 3614: 0.9520035382108138
Position 407: 0.9244763216884485
Position 4352: 0.909488602900314
Position 2106: 0.87067849936063
Position 3083: 0.8706207877494578
Position 1739: 0.7330602361131842
Position 2884: 0.5780144899508599
Position 3346: 0.46533927898681204
Position 3885: 0.4041239689858994
Position 2306: 0.21943858790592669
Position 2473: 0.2177928190201639
Position 2894: 0.1295729566495294
Position 1875: 0.06896141908049364
Position 2061: 0.037070626709837205
Position 4313: 0.028249302454950463
Position 3420: 0.022304024572343976
Position 2045: 0.021520033610690013
Position 1750: 0.014048783300832621
Position 2017: 0.011717873218745215
Position 4295: 0.008888597139343197
Position 3079: 0.007760087895129764
Position 2763: 0.007362710536133714
Position 2621: 0.006235054892621314
Position 865: 0.005695229372957281
Position 228: 0.0056315552415027205
Position 2770: 0.0050602589816103015
Position 1099: 0.005008296303269814
Position 4528: 0.00429658751320744
Position 3566: 0.0040578886970843225
Position 2995: 0.003961150949343957
Position 341: 0.0023975206491127503
Position 4615: 0.002360043617079976
Position 968: 0.002279998922553258
Position 3392: 0.002216276789153629
Position 1841: 0.002199840491456386
Position 4469: 0.002179686506507994
Position 3371: 0.001942633220301995
Position 411: 0.0017619238781032469
Position 4715: 0.0017518384653681994
Position 3285: 0.0016382060930199198
Position 2898: 0.0016314108620657144
Position 430: 0.0016011274030882632
Position 3863: 0.0015261120864143308
Position 3646: 0.001220308068919533
Position 3253: 0.001182883562357865
Position 601: 0.001130670962278128
Position 4090: 0.0010889653964409655
Position 1767: 0.0009498431328542119
Position 366: 0.0009144525436464853
Position 453: 0.0008667073357069191
Position 1699: 0.0008302911064008938
Position 4621: 0.0007478785499036644
Position 587: 0.000743764408482575
Position 3809: 0.0007405310655370471
Position 3068: 0.0007173975515591019
Position 595: 0.0006211621832805561
Position 3448: 0.00048819911017689135
Position 940: 0.00046846475857890616
Position 927: 0.00042375490298403247
Position 2251: 0.00038394684456148035
Position 1657: 0.0003722908137875677
Position 1845: 0.0003720664215458274
Position 4099: 0.000359867124665334
Position 3897: 0.0003418015214040664
Position 4589: 0.00033601755372441976
Position 4821: 0.00033191301249401454
Position 2458: 0.00027903927610969465
Position 1872: 0.0002785683342466948
Position 558: 0.00024153766149189102
