Gene = Csde1
index = 297
Annotated 5SS: [  244  8787 18465 19617 20108 20817 22813 23260 23506 24416 26500 26753
 29303 30048 30727 32506 34408 35087 36052]
Annotated 3SS: [ 8362 18265 19506 20014 20718 22730 23130 23379 24202 26358 26587 29194
 29871 30613 32385 34228 34922 35918 36459]
SMsplice 5SS: [  244  8787 16296 18465 19617 22813 23260 23506 23759 24416 26500 26753
 29303 30727 32506 34408 35087 36052]
SMsplice 3SS: [ 8701 16148 18265 19506 22730 23130 23379 23627 24202 26358 26587 29194
 30613 32385 34228 34922 35918 36459]
top_k =  500
Partition function (log Z): 12.750540763842805

Sorted 5' Splice Sites (High to Low Probability):
Position 18465: 0.999999999999996
Position 8787: 0.9999999999999948
Position 19617: 0.9998326124286122
Position 23506: 0.9805117752060506
Position 32506: 0.9606948167342066
Position 34408: 0.9497748548977404
Position 36052: 0.9453815831433399
Position 244: 0.9453522492190485
Position 26500: 0.921788616806019
Position 35087: 0.913277043619835
Position 24416: 0.8979692016300481
Position 23260: 0.8667620167690971
Position 22813: 0.8654828068985096
Position 30727: 0.6980278392438369
Position 16296: 0.6835241622978618
Position 23759: 0.5982669977860222
Position 30048: 0.4660408173466513
Position 19860: 0.4308579662378553
Position 29332: 0.3255459802824932
Position 29339: 0.30983141224122474
Position 26764: 0.21463006897924156
Position 26776: 0.20439090795066125
Position 2382: 0.15614923999320995
Position 34141: 0.11602519159269198
Position 24303: 0.09219788908797885
Position 30826: 0.08048169450921919
Position 35396: 0.07237677195909982
Position 28545: 0.0598542543708185
Position 466: 0.04416520412388801
Position 35838: 0.0434463099927873
Position 24834: 0.04096933179254631
Position 23771: 0.03882181373225778
Position 32003: 0.03704118644617582
Position 36562: 0.031344091368949396
Position 31998: 0.030163904157592465
Position 25959: 0.0298627712232732
Position 26780: 0.025936712716176234
Position 24622: 0.023432233157771935
Position 24939: 0.02213022144300096
Position 36071: 0.01857211610529698
Position 28531: 0.01710616716033339
Position 34742: 0.01621884134577547
Position 28570: 0.013910349229276335
Position 26248: 0.0130749222410842
Position 68: 0.012099247389288862
Position 33427: 0.011735915016734174
Position 36364: 0.009197813816973825
Position 32801: 0.008977369650206759
Position 1295: 0.008840412912732286
Position 25170: 0.0068748769535251445
Position 33771: 0.006820750646633584
Position 36284: 0.006620593902588584
Position 25526: 0.006404855369695493
Position 36321: 0.006213739029821343
Position 1967: 0.006108496055449497
Position 32760: 0.005962357300050029
Position 32748: 0.00593670237302118
Position 36016: 0.005719740765807695
Position 20190: 0.005606486831006648
Position 28573: 0.005303311924890992
Position 35958: 0.005273168414006536
Position 26529: 0.0052641529843510705
Position 28120: 0.0051892048007377185
Position 27375: 0.005130531659792579
Position 25280: 0.004503730479514241
Position 23201: 0.004399626910706284
Position 31069: 0.004224552496966233
Position 4844: 0.004176045545364173
Position 32716: 0.003999019685017975
Position 36542: 0.003979780803837088
Position 35344: 0.0037330770158696324
Position 26970: 0.003658677873482126
Position 32751: 0.0034114634528287138
Position 27122: 0.0033954191344876235
Position 36817: 0.0032774287126026264
Position 27218: 0.003189350763419995
Position 26479: 0.0031071967575119755
Position 26830: 0.0030879413297713026
Position 2750: 0.0030030743067717834
Position 36080: 0.002833928025969294
Position 32711: 0.0027458652077960713
Position 23467: 0.002723498852576238
Position 30693: 0.0026481699081948337
Position 36023: 0.0024745473376136685
Position 24371: 0.0022001663587997303
Position 28584: 0.0021618527021594535
Position 27370: 0.0021348713160943863
Position 23912: 0.0021055115365730625
Position 3028: 0.0020421069274954655
Position 23574: 0.002027625933408918
Position 4848: 0.0019441241438338725
Position 36791: 0.0018633701685082996
Position 1874: 0.0018627162570181205
Position 248: 0.0017850286381701876
Position 6989: 0.0017032678621160702
Position 24896: 0.0016920174519418157
Position 23488: 0.0015949860034576585
Position 33984: 0.0015761694960495453
Position 26016: 0.0015127731215871646
Position 32955: 0.0014914712386617523
Position 577: 0.0014227528726060985
Position 34636: 0.001190975272127824
Position 35019: 0.0011717574715603793
Position 32428: 0.0011368562500586488
Position 4257: 0.0010136775599777006
Position 35068: 0.0009814603512305008
Position 27415: 0.0008725814410182938
Position 36112: 0.0008537867356440857
Position 35417: 0.0007576262129657667
Position 381: 0.0007214080461436568
Position 35851: 0.0007112264724891319
Position 288: 0.0005772909584688052
Position 23917: 0.0005546476037934296
Position 34832: 0.0005451167638799945
Position 35445: 0.0005008709011685301
Position 26420: 0.0004958149287023407
Position 34173: 0.00048806307452814966
Position 34648: 0.0004861167040559019
Position 26438: 0.00045993861514265623
Position 34688: 0.00045269067514285097
Position 313: 0.0004183512520090315
Position 678: 0.00035762362099088377
Position 26504: 0.0003305282508650332
Position 485: 0.00018215632151962646
Position 273: 0.0001783988613920294
Position 25226: 0.00015277162594182382
Position 26533: 0.0001475473656078505
Position 35110: 0.0001374822372455006
Position 35031: 0.00012271227154067344
Position 479: 0.0001224305349804868
Position 26484: 8.757936194776439e-05
Position 26494: 4.1311888925044066e-05
Position 24978: 2.866622694655137e-05
Position 23495: 2.3693630697064573e-05
Position 267: 1.4435011352320481e-05
Position 189: 1.2767643499870548e-05
Position 30708: 1.0528989927562121e-05
Position 23763: 9.413043729004727e-06
Position 36008: 9.196548174715765e-06
Position 35962: 8.316875141929134e-06
Position 35999: 8.308620585609593e-06
Position 1040: 7.498616991296077e-06
Position 23943: 7.226582759354985e-06
Position 24874: 5.30770792882168e-06
Position 32549: 1.5718403090129509e-06
Position 105: 1.4728933991717772e-06
Position 261: 5.648870287176308e-07
Position 199: 4.175661661660542e-07
Position 26: 1.1291333978312624e-07
Position 238: 8.807405719172918e-08
Position 342: 6.533744960015756e-08
Position 259: 5.018948155610865e-08
Position 81: 4.0198845648994244e-08
Position 374: 3.7976639701805096e-08
Position 336: 3.481541185622409e-08
Position 458: 2.440710344856626e-08
Position 334: 1.3383867972835443e-08
Position 54: 1.2879094501335382e-08
Position 135: 1.236378328738505e-08
Position 52: 4.885836674400285e-09
Position 39: 1.0143099605894642e-09
Position 496: 9.448690788415324e-10
Position 426: 7.528912747799676e-10
Position 494: 3.4899210202060924e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18265: 0.9999999999999961
Position 19506: 0.9998326124286107
Position 23379: 0.9967004645184485
Position 35918: 0.9630391681293581
Position 32385: 0.9528022223223352
Position 34228: 0.9205879319488031
Position 36459: 0.8670513485832922
Position 22730: 0.8654828068985096
Position 34922: 0.8599608420874572
