Gene = Odr4
index = 779
Annotated 5SS: [  391  2845  4558  6723  8652 10023 10813 11582 12769 17585 18286 21052
 29590]
Annotated 3SS: [ 2723  4422  6626  8544  9985 10671 11485 12702 17455 18194 20880 29481
 30191]
SMsplice 5SS: [  391  2845  4558  6723  8676 11582 17585 21052 29590]
SMsplice 3SS: [ 2723  4460  6626  8544 11485 17455 20880 29481 30191]
top_k =  500
Partition function (log Z): -2.224237047086176

Sorted 5' Splice Sites (High to Low Probability):
Position 21052: 0.9971811554765814
Position 4558: 0.9915219583520535
Position 2845: 0.9714776062986479
Position 6723: 0.9568518760243766
Position 17585: 0.9350184389929339
Position 8676: 0.8511212274943605
Position 29590: 0.7115189166918665
Position 11582: 0.7077220032171919
Position 653: 0.36744881417921016
Position 391: 0.35093135900560596
Position 10023: 0.3450803221236238
Position 18286: 0.2618069290302236
Position 14271: 0.23022681624459307
Position 981: 0.22710884101487328
Position 18335: 0.19121271329646022
Position 17855: 0.1795906758454848
Position 12769: 0.154712423662543
Position 91: 0.09881096011995229
Position 3906: 0.09665345538772374
Position 24891: 0.09469363675065556
Position 132: 0.0918552244374785
Position 26467: 0.08881760180878413
Position 12969: 0.07099746442837104
Position 8652: 0.0700424195741068
Position 7920: 0.06931732555664143
Position 898: 0.05398470879441124
Position 11784: 0.05137738734243432
Position 4763: 0.04168973534572633
Position 18660: 0.03103247246171724
Position 23636: 0.0295851911611346
Position 1864: 0.023676197772523076
Position 251: 0.01858911030713914
Position 4209: 0.01774716640304657
Position 190: 0.017391094883032632
Position 10813: 0.016593004967011358
Position 5483: 0.014289566491347274
Position 21604: 0.012249977479008314
Position 566: 0.010565420094062606
Position 11870: 0.010144431163138574
Position 477: 0.010006766321359637
Position 7157: 0.009582009149764937
Position 5229: 0.009516832451746893
Position 1660: 0.009194050107152605
Position 11840: 0.009043474778369453
Position 626: 0.00842034343792464
Position 19: 0.007863403956519563
Position 8194: 0.007602384458611138
Position 309: 0.006789481911568681
Position 4138: 0.006477054950140583
Position 3768: 0.005863135657012102
Position 7597: 0.005805152242861542
Position 4809: 0.0054716586049885435
Position 1958: 0.0042526627840973824
Position 2114: 0.003960931885517713
Position 4338: 0.003396761390766002
Position 8041: 0.003259473500501502
Position 6546: 0.0031772181774336905
Position 4317: 0.003010769107688783
Position 3788: 0.0029226121775789357
Position 12062: 0.0028631367314539548
Position 735: 0.0026835364500316433
Position 17567: 0.0025046629022389554
Position 7043: 0.002457609965903033
Position 1718: 0.0024574507104503955
Position 8080: 0.0022986069795990706
Position 3873: 0.0022962403468285977
