Gene = Ctu1
index = 306
Annotated 5SS: [  60 3631]
Annotated 3SS: [3087 4410]
SMsplice 5SS: [60]
SMsplice 3SS: [3087]
top_k =  500
Partition function (log Z): -8.29473032303601

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.7800376621797368
Position 3234: 0.4877319210069634
Position 3631: 0.40342307583176945
Position 4065: 0.20383900031295993
Position 1125: 0.1930515813863727
Position 5692: 0.14252930540382167
Position 4529: 0.10051785090078859
Position 124: 0.03771430816705775
Position 3595: 0.03472519502138048
Position 4255: 0.033949866641894234
Position 226: 0.030901520229588596
Position 4514: 0.030606273650454575
Position 583: 0.02835843006503524
Position 4462: 0.0279344910269432
Position 3181: 0.02773015344978116
Position 3197: 0.02498772606342591
Position 614: 0.0222428811090357
Position 4486: 0.020988346842925935
Position 4616: 0.019908066107142627
Position 4610: 0.014245754036555895
Position 2385: 0.012907533634485028
Position 4320: 0.011487364842779095
Position 4156: 0.011161085200541768
Position 3001: 0.010304284018677433
Position 2288: 0.009062853449216517
Position 2679: 0.008958439877211568
Position 548: 0.008147569892469862
Position 434: 0.008082968589862903
Position 3337: 0.007992714032216195
Position 2315: 0.005998295885669612
Position 779: 0.005986726646582743
Position 3288: 0.00577405695957969
Position 5793: 0.005223004913934235
Position 1377: 0.004846795604279373
Position 3172: 0.004592211511968199
Position 4491: 0.0038813768969171397
Position 2082: 0.003471061728812065
Position 1731: 0.0028509427895778124
Position 1146: 0.0026319962568449335
Position 4174: 0.0024059823086948874
Position 5814: 0.002309616075904488
Position 3214: 0.002210231267195979
Position 271: 0.0021297899877714154
Position 2270: 0.002109472621392694
Position 4041: 0.002063896173856415
Position 2041: 0.0016078516826513512
Position 194: 0.0015376205200229216
Position 1776: 0.0014507491763400902
Position 2037: 0.0013931966025871921
Position 3957: 0.0011766747374751902
Position 713: 0.0010418168369992241
Position 104: 0.0007576040056449984
Position 799: 0.0006901192481129616
Position 1737: 0.0006387026537900162
Position 3426: 0.0006108436290926027
Position 2348: 0.0004980995469723313
Position 445: 0.0004043667269351478
Position 879: 0.0003760843253218199
Position 169: 0.0003493648946902823
Position 2435: 0.00034475384922599557
Position 2604: 0.00033532400735269605
Position 419: 0.0003289537038812892
Position 2456: 0.00029424332505050585
Position 580: 0.0002624134146163882
Position 223: 0.00026219210488601856
Position 449: 0.0002559144415237574
Position 716: 0.00024717487005438885
Position 81: 0.00019070573056803166
Position 2321: 0.00018984945515129666
Position 1271: 0.0001805730809241413
Position 814: 0.00017954933688006119
Position 256: 0.00015940506915573113
Position 2185: 0.00013975385509495952
Position 38: 0.00013532730389231756
Position 513: 0.00013271619112448338
Position 606: 0.0001300941549629378
Position 893: 0.00012816078754831288
Position 1982: 0.00012151223773712773
Position 3657: 9.666202296448176e-05
Position 706: 8.762790049047908e-05
Position 869: 7.986712280712412e-05
Position 1320: 7.738769163541022e-05
Position 4440: 7.02424945867481e-05
Position 3567: 6.619193598718669e-05
Position 504: 6.463605597142369e-05
Position 3246: 6.392300304468391e-05
Position 3137: 6.363029518671063e-05
Position 3292: 6.050981613811145e-05
Position 403: 5.745981371263174e-05
Position 3330: 5.5978507899159563e-05
Position 388: 5.44335368772694e-05
Position 3160: 5.0986200223801226e-05
Position 189: 1.1821313408716801e-05
Position 214: 6.541856246181384e-06
Position 159: 6.047793842226831e-06
Position 333: 9.982812072308488e-07
Position 64: 6.757157388956997e-07
Position 66: 5.839553991329811e-07
Position 26: 5.558761765431872e-07
Position 386: 5.283108205125994e-07
Position 265: 5.079334494448041e-07
Position 298: 2.3914120033464437e-07
Position 328: 9.941842597371103e-08
Position 49: 6.231056079376123e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4410: 0.7687553586522571
Position 3087: 0.7469635828731036
Position 3520: 0.25513168973875655
Position 3860: 0.1685573252946537
Position 6012: 0.16017244840550743
Position 5622: 0.14419914718606694
Position 3931: 0.07371383465730351
Position 3480: 0.06824506483360843
Position 5556: 0.05375565599086043
Position 293: 0.03900368199648724
Position 1010: 0.03479777380674232
Position 4174: 0.02663758023706213
Position 2093: 0.024540983176643567
Position 3967: 0.02032907978024434
Position 4938: 0.019291770601825405
Position 477: 0.014348511629949198
Position 851: 0.013656014128103003
Position 4556: 0.01364471897583969
Position 5813: 0.012777332079594077
Position 3047: 0.010472017044187758
Position 336: 0.01033132169739903
Position 1036: 0.009485487080546669
Position 1038: 0.008102327708292445
Position 1043: 0.00751601738370168
Position 2507: 0.007434357371838741
Position 3541: 0.007234740185559314
Position 2842: 0.007119481956598479
Position 3893: 0.00702751014459163
Position 3122: 0.006767918122542018
Position 3528: 0.0064862860257306745
