Gene = Sympk
index = 1052
Annotated 5SS: [  130  4611  4804  6220  6376 10157 11699 12456 13723 15868 16316 18406
 19199 20794 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070
 29266 29922]
Annotated 3SS: [ 4486  4737  6165  6301 10029 11448 12284 13482 15712 16164 18200 19047
 20557 21254 21470 22377 23072 24071 24462 25002 25560 27989 28892 29169
 29537 30011]
SMsplice 5SS: [  130  4611  4804  6220  6376 10157 12456 13515 13723 15868 16316 18406
 19199 21337 21585 22526 23234 24181 24564 25094 25663 28178 29070 29266
 29922]
SMsplice 3SS: [ 4486  4737  6165  6301 10029 12284 13482 13631 15712 16164 18200 19047
 21254 21470 22377 23143 24071 24462 25002 25560 27989 28892 29169 29537
 30011]
top_k =  500
Partition function (log Z): 50.62754750909083

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9956073899936781
Position 24564: 0.9860154233991791
Position 29266: 0.9840435979114869
Position 21585: 0.9804785798953177
Position 10157: 0.9781484845287481
Position 23234: 0.9757000742589346
Position 29070: 0.9692873103603953
Position 19199: 0.9680160361581287
Position 16316: 0.965477862195238
Position 6220: 0.9558696933524408
Position 25663: 0.9448062217138133
Position 6376: 0.9221036707103313
Position 25094: 0.902656959874536
Position 15868: 0.8994487237556875
Position 18406: 0.8990056661626539
Position 4611: 0.8878048633135978
Position 28178: 0.86388056364167
Position 29922: 0.8601165795379483
Position 13723: 0.8428206705023558
Position 24181: 0.7918864432911419
Position 12456: 0.7550412474774382
Position 4804: 0.7409558691194454
Position 21337: 0.7168581335656158
Position 11699: 0.6026800956769961
Position 22526: 0.5887655546218303
Position 13515: 0.48724172755553086
Position 3646: 0.43622586379316136
Position 23918: 0.2872374205410566
Position 1873: 0.2582707558273561
Position 15429: 0.24354606569585305
Position 12428: 0.22271418139295987
Position 26060: 0.18581885854397015
Position 4815: 0.18415689640139318
Position 21377: 0.16478900933587157
Position 11896: 0.1629906665319579
Position 18604: 0.1538048363972386
