Gene = Sprr2k
index = 1023
Annotated 5SS: [40]
Annotated 3SS: [746]
SMsplice 5SS: [40]
SMsplice 3SS: [746]
top_k =  500
Partition function (log Z): -7.786156914367486

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.9790680071127486
Position 540: 0.10337172903701118
Position 646: 0.026468605780215315
Position 785: 0.01505298627524667
Position 652: 0.007371124644115314
Position 125: 0.004182330833153349
Position 406: 0.0034601265839086697
Position 271: 0.0018911905259921266
Position 648: 0.0017771632192541862
Position 966: 0.0010089520479973954
Position 1214: 0.0005780168963351835
Position 161: 0.0005384924143267554
Position 715: 0.000463188802713419
Position 544: 0.0004437286852705648
Position 567: 0.0004092448292276842
Position 111: 0.00032661779702168126
Position 10: 0.00031146396897480545
Position 154: 0.0002112482069935451
Position 66: 0.00019999680167561971
Position 604: 0.0001322837123091335
Position 309: 0.00011147677169549924
Position 331: 7.966588405164088e-05
Position 177: 7.921052980387838e-05
Position 145: 6.990237570460134e-05
Position 650: 6.808405653658464e-05
Position 169: 6.727300620212886e-05
Position 412: 5.406019093766445e-05
Position 846: 4.9757166590186265e-05
Position 217: 4.160937480558352e-05
Position 44: 3.55723695177535e-05
Position 59: 3.556515660883504e-05
Position 97: 2.8564659906318927e-05
Position 719: 2.6196228263208775e-05
Position 525: 2.0152370384312955e-05
Position 256: 1.531513939676301e-05
Position 106: 1.3973604848719358e-05
Position 873: 6.934590707878101e-06
Position 813: 4.5299857891505515e-06
Position 172: 1.8559871542582537e-06
Position 290: 1.7082142873164306e-06
Position 52: 1.3850488672797578e-06
Position 209: 1.3609311403282255e-06
Position 189: 5.127856111274514e-07
Position 354: 4.6154135982280743e-07
Position 219: 4.152267515600194e-07
Position 480: 2.941891757647462e-07
Position 368: 1.8576318176707107e-07
Position 512: 1.6988820199892311e-07
Position 507: 1.4227573600759954e-07
Position 797: 4.078414422469211e-08
Position 811: 1.620213725133002e-08
Position 415: 5.153130931968976e-09
Position 197: 8.811966115176276e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 746: 0.7454218897537803
Position 405: 0.10476394555777854
Position 216: 0.08313095539372597
Position 873: 0.04554475200393583
Position 520: 0.041292663880631665
Position 365: 0.033127472053986015
Position 846: 0.02025215188091517
Position 445: 0.012907010855645265
Position 556: 0.012817117706059705
Position 522: 0.006093793124680552
Position 828: 0.006002650003119126
Position 1338: 0.005798422499222197
Position 1202: 0.004228681766527731
Position 897: 0.003028208718329419
Position 175: 0.002505911181709675
Position 1288: 0.0023689142979474035
Position 1167: 0.0023030491514080065
Position 1110: 0.0020239105664967717
Position 930: 0.0018787632934635851
Position 453: 0.0016583608527649266
Position 368: 0.0015797948448502985
Position 775: 0.0013381346405099087
Position 340: 0.0013141021055219128
Position 232: 0.0011249463561934239
Position 1070: 0.0008873954325524943
Position 780: 0.0006904027918855464
Position 337: 0.0006042426390994017
Position 324: 0.0005846604637056112
Position 942: 0.00031698370092582103
Position 622: 0.00027233411614842426
Position 1131: 0.00026374628248679495
Position 906: 0.0002483934711842505
Position 145: 0.00019617678131011676
Position 1254: 0.00018137375576860568
Position 945: 0.0001707882291204517
Position 777: 0.00012596304420714143
Position 962: 0.00010509886501028617
Position 573: 0.00010170504194755393
Position 380: 9.210918638297854e-05
Position 783: 8.497817659904375e-05
Position 412: 7.069843583631896e-05
Position 703: 6.048453883917078e-05
Position 270: 4.4945205023757334e-05
Position 1073: 4.333192510349277e-05
Position 966: 4.082010627635878e-05
Position 882: 4.0576261074028335e-05
Position 690: 3.8976695307088416e-05
Position 1225: 3.655749367955696e-05
Position 723: 3.432075982107829e-05
Position 177: 3.347367682082478e-05
Position 103: 3.152856949398346e-05
Position 1291: 1.8808638827881758e-05
Position 1268: 1.785134501772011e-05
Position 972: 1.560380411314143e-05
Position 249: 1.527279607400904e-05
Position 754: 1.4280545230542837e-05
Position 855: 1.3901028682943385e-05
Position 277: 1.2242845304381346e-05
Position 627: 1.1897491036736432e-05
Position 609: 1.1782164381331103e-05
Position 106: 1.1520347875636309e-05
Position 801: 1.0449580876705215e-05
Position 1295: 9.809879058113955e-06
Position 1221: 6.749663970421171e-06
Position 567: 2.556450389358385e-06
Position 347: 1.6082475722667503e-06
Position 658: 4.137401325155562e-07
Position 630: 3.6003050067681335e-07
Position 242: 3.812103441605207e-08
Position 100: 3.562268090811077e-08
Position 266: 2.7926243261898418e-08
Position 254: 1.5987910561082574e-08
Position 284: 1.323518004674529e-09
