Gene = Crcp
index = 294
Annotated 5SS: [  118  5659  8629 13011 19694]
Annotated 3SS: [ 5621  8529 12915 19635 30414]
SMsplice 5SS: [  627  5659  8629 13011 17572 19214 19694]
SMsplice 3SS: [ 5621  8529 12915 17474 19117 19635 30414]
top_k =  500
Partition function (log Z): -3.663195033368084

Sorted 5' Splice Sites (High to Low Probability):
Position 8629: 0.9993352530237307
Position 19694: 0.9945857886765169
Position 5659: 0.9331736748836426
Position 17572: 0.8572445513940654
Position 13011: 0.5799865348584872
Position 627: 0.5304322312024675
Position 205: 0.4230744790612615
Position 13040: 0.3224622260566413
Position 22506: 0.24460446383719586
Position 15892: 0.2399273231653865
Position 1562: 0.2007406266080189
Position 2298: 0.18589992989842788
Position 18174: 0.1332855168680274
Position 4954: 0.13327355842905617
Position 19465: 0.12212389662365174
Position 118: 0.11561297554001508
Position 11462: 0.09545588982410269
Position 22156: 0.09534597768674505
Position 13015: 0.09416008966977346
Position 39: 0.09179595440907472
Position 12737: 0.08458127248431993
Position 13312: 0.08175116511891596
Position 12129: 0.07990536804535602
Position 3536: 0.0773168073758779
Position 19481: 0.07552940590539435
Position 9724: 0.06438413528077741
Position 9988: 0.05862593080959203
Position 2144: 0.05567943354721504
Position 1570: 0.04041680244394461
Position 2654: 0.04031174245010343
Position 64: 0.03774139697803269
Position 2199: 0.03629345327122028
Position 6119: 0.035652046260297755
Position 7180: 0.03367657772368085
Position 21504: 0.029925626265927513
Position 19488: 0.02865392293382731
Position 2951: 0.02437770298043358
Position 12239: 0.0210247835691103
Position 4960: 0.020506506095404137
Position 10872: 0.019764257644342014
Position 89: 0.01955461092307413
Position 1469: 0.018521041918114645
Position 2161: 0.015750994736493683
Position 5754: 0.0146226896716031
Position 12541: 0.013720102384086056
Position 19218: 0.012598747736179831
Position 5842: 0.012025355658099642
Position 6623: 0.008382367057666191
Position 17952: 0.007895066366449863
Position 10123: 0.006492878833812869
Position 1318: 0.0064115988496131196
Position 20558: 0.005989480926597396
Position 15513: 0.005699856184974433
Position 2209: 0.005233484099186484
Position 22360: 0.004917025338191052
Position 15563: 0.004173553264501521
Position 2139: 0.003695360763454262
Position 12771: 0.0035689950829630637
Position 239: 0.0033718381772557555
Position 2458: 0.003189651778212454
