Gene = Taldo1
index = 1057
Annotated 5SS: [  120  3974  6404  8221  9558  9871 10131]
Annotated 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
SMsplice 5SS: [  120  3974  6404  8221  9558  9871 10131]
SMsplice 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
top_k =  500
Partition function (log Z): 14.286163811362547

Sorted 5' Splice Sites (High to Low Probability):
Position 10131: 0.9987623217155958
Position 8221: 0.983829373086902
Position 9871: 0.9830917404628656
Position 9558: 0.9307540177244998
Position 120: 0.9125907913821538
Position 3974: 0.8337358120304224
Position 6404: 0.6732566138852425
Position 3546: 0.35684558607171313
Position 7531: 0.1696750280305929
Position 5900: 0.11065202513094412
Position 8639: 0.10919829788428101
Position 6413: 0.0697021093567986
Position 307: 0.05803209632913951
Position 8868: 0.04915587248843442
Position 3970: 0.03803862142708301
Position 8414: 0.03790207711609598
Position 232: 0.03440349121307766
Position 9575: 0.03247183185192241
Position 9257: 0.032135529034473746
Position 6381: 0.030239963518717935
Position 7267: 0.024488185974382952
Position 4408: 0.019830948661741322
Position 7332: 0.01843127913104715
Position 9069: 0.015011996163351745
Position 9889: 0.013713786985257196
Position 3765: 0.013061766133490553
Position 2372: 0.012639800309071686
Position 4688: 0.011938645304715013
Position 9604: 0.009998464515788848
Position 8826: 0.009364984663960137
Position 3936: 0.00860591943379675
Position 891: 0.007161132213531404
Position 317: 0.007108178298199013
Position 5368: 0.006707385690368525
Position 7812: 0.006424671202598481
Position 108: 0.005524638848250339
Position 5870: 0.005466618927997536
Position 1539: 0.00488078091640056
Position 4072: 0.00478841293827866
Position 9587: 0.004719787619017181
Position 714: 0.004212808186441387
Position 2380: 0.004161449341102153
Position 38: 0.003733408684860855
Position 766: 0.0035373169309340043
Position 8348: 0.0030683946158258073
Position 7289: 0.0027314989181147628
Position 8931: 0.0026095733252354627
Position 3283: 0.002581538123674482
Position 695: 0.0024021723409674476
Position 2339: 0.0020537115250606314
Position 9592: 0.0020490711300839674
Position 2494: 0.00171077040945894
Position 731: 0.00170945086560819
Position 3978: 0.0016126144849263311
Position 7705: 0.0014316801053515886
Position 8483: 0.0011795824288753488
Position 7514: 0.00111823375501704
Position 2185: 0.0011111382649549894
Position 8185: 0.0010237282321703823
Position 8159: 0.0010158600889714903
Position 613: 0.0010137071711386033
Position 812: 0.0009697354284535585
Position 6432: 0.0009161513532577836
Position 9883: 0.0009005172164961754
Position 8398: 0.0008934664751048514
Position 10302: 0.0007265051400592593
Position 9467: 0.0006893446620293346
Position 6417: 0.0006621575280494644
Position 7563: 0.00043105517027333066
Position 10147: 0.0003254386986108561
Position 8403: 0.00029691988162804887
Position 9610: 0.00023920483201541497
Position 8225: 0.0001983332062759447
Position 10143: 0.00018690794248692698
Position 5675: 0.00018403807587747038
Position 10112: 0.00011120522384569
Position 133: 9.535664843566118e-05
Position 10643: 8.755129292144666e-05
Position 9784: 5.456544139749786e-05
Position 311: 4.669494797043225e-05
Position 185: 4.151581262778575e-05
Position 10663: 3.4968816743973215e-05
Position 9488: 3.467837121810893e-05
Position 10574: 2.957422934039592e-05
Position 9453: 2.8726974015612125e-05
Position 10306: 2.2230172851539165e-05
Position 10689: 1.9859810250253397e-05
Position 10597: 1.9203319523793965e-05
Position 9938: 1.3027306588444062e-05
Position 92: 1.1328302607922548e-05
Position 10135: 9.03181926188469e-06
Position 277: 7.341389688637233e-06
Position 858: 2.930219367120922e-06
Position 95: 2.120960710465608e-06
Position 58: 1.7365049874266433e-06
Position 10273: 1.4804173937976322e-06
Position 187: 1.3800849375583288e-06
Position 472: 1.2577810480440435e-06
Position 82: 6.579958641317015e-07
Position 330: 2.4861635839294016e-07
Position 25: 2.450557441055175e-07
Position 31: 2.3855931028720354e-07
Position 346: 1.5824024712354244e-07
Position 15: 9.855291977678282e-08
Position 489: 8.078176284651679e-08
Position 454: 7.773240992542676e-08
Position 538: 7.729452584364192e-08
Position 507: 4.7756299361068646e-08
Position 9: 2.2239524327841548e-08
Position 191: 7.85005865461251e-09
Position 236: 4.3710354844122905e-09
Position 320: 1.8331380453238493e-09
Position 193: 1.076988181862449e-09
Position 9861: 9.182943473891271e-10
Position 10260: 2.391687554460611e-10
Position 10283: 8.794376074083889e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10544: 0.9959568447476578
Position 9672: 0.9873026216650255
Position 8088: 0.9721509948035603
Position 9381: 0.9490978206027357
Position 6295: 0.7559646703113965
Position 3849: 0.7007323359677965
Position 9984: 0.697262175833098
Position 9989: 0.2570005487232996
Position 3410: 0.20246758159828848
Position 7405: 0.12883806898444025
Position 5813: 0.1144477769978004
Position 3799: 0.10133551073782579
Position 8511: 0.07127396960789968
Position 7141: 0.06281345841516456
Position 3909: 0.05053057826131242
Position 3426: 0.04745292052365037
Position 8321: 0.04639778431578548
Position 3479: 0.04193940923706742
Position 3506: 0.040973676955857005
Position 8665: 0.031465931192606
Position 3802: 0.029052589281814763
Position 9442: 0.02825427435676863
Position 8701: 0.026059949524336053
Position 7449: 0.02000773078081934
Position 2111: 0.019721204087932827
Position 197: 0.017770203666956315
Position 8857: 0.016145540132521206
Position 9231: 0.014945911835434771
Position 10050: 0.014397973336707667
Position 630: 0.014203624470178533
Position 8104: 0.01320416659838357
Position 10007: 0.01092968481984739
Position 6354: 0.010815865493710592
Position 9125: 0.010689650463445432
Position 8444: 0.01049891904776605
Position 4610: 0.009606183279064569
Position 3648: 0.009432610123688297
Position 9994: 0.009094227280210006
Position 3240: 0.00861984708454484
Position 8584: 0.00785106539279746
Position 4244: 0.007171998086303036
Position 5213: 0.006707385690368526
Position 3207: 0.006220618529982977
Position 10025: 0.00560327504066571
Position 7625: 0.005482482894992858
Position 3155: 0.005455135164159525
Position 4256: 0.005416199385148165
Position 6079: 0.004871951443531963
Position 9809: 0.0044333034594221735
Position 9201: 0.004146657727613487
Position 9958: 0.0038350566318752955
Position 8428: 0.0036036591865139206
Position 8352: 0.003574686266126683
Position 4304: 0.003436053498849808
Position 441: 0.0033253453455813955
Position 3321: 0.003262343846289956
Position 3575: 0.0031717179117039702
Position 7420: 0.0030518339414343934
Position 1363: 0.0028080458302475147
Position 8382: 0.0026790025428599365
Position 9309: 0.002645068892662993
Position 8953: 0.0025866171362182127
Position 9680: 0.0025575162865686934
Position 8538: 0.0023386158282899926
Position 7401: 0.002164188857569496
Position 4299: 0.0021316147608157715
Position 3340: 0.0020751465929944647
Position 8051: 0.0019443665697996449
Position 3753: 0.0019180065111147416
Position 9639: 0.0018214552021699412
Position 222: 0.001807305781206856
Position 7687: 0.0017854833600022932
Position 6250: 0.0017331213910121916
Position 2197: 0.0016189665926244748
Position 10689: 0.0015878451519130662
Position 4472: 0.0015108621778117605
Position 6133: 0.0013913870024145974
Position 253: 0.0013179691706446234
Position 8706: 0.0013109362921398368
Position 3914: 0.0012854463893196692
Position 9236: 0.0012694702706729166
Position 7986: 0.001097644133269343
Position 3584: 0.0010703149743654004
Position 10754: 0.001066880760652459
Position 791: 0.0010579969107851874
Position 4166: 0.0009855494556363829
Position 1448: 0.0009568848659756588
Position 5572: 0.0009504042968241366
Position 10004: 0.0008950300769906004
Position 8478: 0.0008680555062904604
Position 9710: 0.0008472784923441297
Position 9130: 0.0007926715249648207
Position 468: 0.0006811433742670817
Position 4502: 0.0006614564147872705
Position 3171: 0.0006554046994592847
Position 10213: 0.0006553650523215435
Position 7704: 0.0005883850529549158
Position 4273: 0.0004920038952238685
Position 2992: 0.0004820608669027709
Position 3302: 0.0004657903556429
Position 179: 0.00042280061033899666
Position 10558: 0.0004218956734526482
Position 8540: 0.00040990943820775846
Position 5490: 0.00034231082711330403
Position 4066: 0.0003341644718434188
Position 3183: 0.00032071675573877866
Position 799: 0.0003172207065309058
Position 8327: 0.0003124793249468696
Position 8535: 0.00030118419186878596
Position 1404: 0.0002992953081720872
Position 5704: 0.0002990397894675217
Position 385: 0.000291862020170818
Position 1419: 0.0002818717646866158
Position 5631: 0.0002631502236138304
Position 636: 0.0002551214650202812
Position 755: 0.0002466146548395754
Position 9385: 0.00024252903456019684
Position 152: 0.00023639409162254463
Position 569: 0.00023596561203898173
Position 3930: 0.0002083301788697083
Position 1400: 0.0001977241967489632
Position 1472: 0.0001959099736763733
Position 2436: 0.0001887038180532233
Position 698: 0.00017738235040070445
Position 10597: 0.00017654099407643007
Position 10242: 0.0001757377655837601
Position 10757: 0.0001676712647533474
Position 4527: 0.00015886350974155444
Position 9713: 0.0001410866085387733
Position 1498: 0.00014104897689334937
Position 2356: 0.00012269439855600083
Position 9764: 0.00011846961533555406
Position 594: 0.00011666108387191115
Position 10022: 0.00011406741647665427
Position 9954: 0.00011238669252505167
Position 10070: 0.00011059477494362788
Position 10620: 0.00010563788826668975
Position 262: 9.685621100414193e-05
Position 9866: 9.421383493740075e-05
Position 9682: 8.45302396903636e-05
Position 9286: 8.384544093669298e-05
Position 10424: 6.844104551522316e-05
Position 10590: 5.571113273982266e-05
Position 821: 5.1735013047135765e-05
Position 10264: 4.7923252410175296e-05
Position 10638: 4.403629119907296e-05
Position 9966: 3.951911057068591e-05
Position 10216: 3.889782929234342e-05
Position 10204: 3.7708980084299124e-05
Position 10178: 2.8810944316890776e-05
Position 9316: 2.536933290000595e-05
Position 2126: 2.5300952481895508e-05
Position 9935: 2.3367526480771697e-05
Position 10565: 2.2935325857017706e-05
Position 8455: 2.026493328286652e-05
Position 10305: 1.9186375312043748e-05
Position 8398: 1.865901080508963e-05
Position 8496: 1.5248118183200965e-05
Position 8514: 1.4263987905425205e-05
Position 8402: 1.4043627687426901e-05
Position 8517: 1.3868692454056056e-05
Position 10258: 1.3699366760196375e-05
Position 10609: 1.3147558826992195e-05
Position 10195: 1.2507077409096135e-05
Position 10260: 1.1033229485196782e-05
Position 8461: 1.0116668082880929e-05
Position 10577: 7.723693197102001e-06
Position 8675: 7.128599724686863e-06
Position 10067: 6.921865663633267e-06
Position 10286: 6.678867569316247e-06
Position 9942: 6.186559107892189e-06
Position 7933: 5.03922847316454e-06
Position 10112: 4.497695452809306e-06
Position 10574: 3.0479818537195553e-06
Position 4262: 2.88579563271025e-06
Position 4342: 2.65740728224968e-06
Position 10197: 2.280486186350221e-06
Position 10450: 1.8274159340497162e-06
Position 10296: 1.6335957120013036e-06
Position 4553: 1.2799233098646313e-06
Position 10184: 1.1990881140571573e-06
Position 10714: 1.1291429969671325e-06
Position 10701: 8.980254435204085e-07
Position 8718: 7.89454753199787e-07
Position 787: 1.8969729788960363e-07
Position 672: 1.6626551353280746e-07
