Gene = Dspp
index = 349
Annotated 5SS: [  57 3372 4271 5367]
Annotated 3SS: [3295 4183 4424 6146]
SMsplice 5SS: [  57 3372 4271 4497]
SMsplice 3SS: [3202 4183 4424 9003]
top_k =  500
Partition function (log Z): -4.70932139626624

Sorted 5' Splice Sites (High to Low Probability):
Position 57: 0.9701722844561717
Position 4271: 0.9243445508358479
Position 3372: 0.8327924528554899
Position 4497: 0.6859976661358671
Position 4698: 0.395563215955796
Position 3095: 0.35161679992652084
Position 5367: 0.1581208009295407
Position 8292: 0.1453752547710958
Position 2424: 0.11893103802795753
Position 2551: 0.08817612914903486
Position 2939: 0.08334147194038745
Position 8794: 0.05582020109807412
Position 2568: 0.053405020994673556
Position 6709: 0.04083808441213704
Position 5050: 0.03356708758682032
Position 8644: 0.028185488044704637
Position 128: 0.02623698462068324
Position 627: 0.018528270732638897
Position 3974: 0.017349766739056423
Position 3216: 0.013442077371672377
Position 2883: 0.01275861317980238
Position 2686: 0.010814505927601827
Position 2624: 0.008071705354803003
Position 4978: 0.0072105464580322675
Position 1644: 0.007203036125461242
Position 2482: 0.00587069334530461
Position 3946: 0.005495238409027005
Position 1459: 0.00548190322350807
Position 2643: 0.004857968624895291
Position 4785: 0.0023191356689158064
Position 2155: 0.0021188818587942067
Position 159: 0.0020152507476208317
Position 4480: 0.0017991895453532312
Position 6328: 0.0015477183976420322
Position 1604: 0.0014250290243486873
Position 272: 0.0009355207142247512
Position 4192: 0.00085237684796399
Position 585: 0.0007482222059216721
Position 5714: 0.0005123441136055592
Position 1388: 0.00046064628267859087
Position 3707: 0.00045344884124483287
Position 1812: 0.00042411512871563014
Position 2065: 0.00042312264377626917
Position 4551: 0.00042188218744657096
Position 90: 0.0003748843649062549
Position 97: 0.0002928594979143444
Position 1070: 0.0002688401066257181
Position 4293: 0.00022610883485876479
Position 279: 0.0002138645720752709
Position 2597: 0.00014983858615630902
Position 593: 0.0001409070215157259
Position 1887: 0.000129792592017357
Position 4184: 0.00010076885019967342
Position 1871: 6.120088167851488e-05
Position 691: 6.008938876830371e-05
Position 1442: 5.443701931131422e-05
Position 1610: 3.827792226222831e-05
Position 2015: 3.1399946497785715e-05
Position 958: 2.8131482470104676e-05
Position 2178: 2.4491706501783983e-05
Position 548: 2.337182514339609e-05
Position 1185: 2.324447911337621e-05
Position 1022: 2.2328378601689672e-05
Position 1621: 1.8966597070556893e-05
Position 1652: 1.81770251511733e-05
Position 1347: 1.645881444142847e-05
Position 1654: 1.560676180013606e-05
Position 550: 9.575556897305037e-06
Position 1650: 9.459927820103411e-06
Position 4950: 3.96333851654511e-06
Position 201: 2.953135957504982e-06
Position 6059: 2.832806877187443e-06
Position 447: 2.4250429924840456e-06
Position 143: 2.1932786826569856e-06
Position 184: 2.0511146435210002e-06
Position 353: 1.5382564467006008e-06
Position 186: 1.3235886323474e-06
Position 333: 9.775608694837833e-07
Position 371: 2.827443529378382e-07
Position 364: 2.3884942540741107e-07
Position 36: 1.2464521925083678e-07
Position 975: 4.362501643520498e-08
Position 1694: 4.71078435434074e-09
Position 1648: 3.766601880754395e-09
Position 1656: 3.442039428927393e-09
Position 1646: 3.1212473318228857e-09
Position 1641: 2.9485201888030774e-09
Position 1711: 2.7636756068086994e-09
Position 1658: 2.7317049565708526e-09
Position 1660: 2.4522599573391074e-09
Position 1212: 2.227061725835866e-09
Position 1662: 1.98367989878456e-09
Position 797: 6.447038315442674e-10
Position 972: 5.162270168149842e-10
Position 440: 8.391214852313567e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4183: 0.830898413809224
Position 9003: 0.6386828944314777
Position 4424: 0.5353004604495963
Position 3202: 0.5065113612506712
Position 4367: 0.3451587490667024
Position 3295: 0.20190747227920022
Position 2856: 0.17364439750608984
