Gene = Ick
index = 557
Annotated 5SS: [  141 18257 22336 26783 27959 37347 40422 42202 44638 47245 47497 51345
 53718]
Annotated 3SS: [17979 22280 26660 27878 37213 40249 42033 44325 47053 47347 51215 53594
 54284]
SMsplice 5SS: [  141 18257 22336 26783 28651 37347 40422 42202 44638 47245 47497 48133
 51345 53718 55096 56679 57408]
SMsplice 3SS: [18100 22280 26660 28480 37213 40249 42033 44325 47053 47347 48056 51215
 53594 54992 56529 57289 58180]
top_k =  500
Partition function (log Z): -38.07917778216665

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9349612280599376
Position 5156: 0.28592891392755015
Position 5768: 0.13563621131235418
Position 4028: 0.0774012431249423
Position 386: 0.07108762456347528
Position 1111: 0.035549698236577325
Position 3316: 0.024427530562199037
Position 2726: 0.023998839052874775
Position 2375: 0.019133971590546427
Position 1685: 0.01580787979277652
Position 10917: 0.013342490084972005
Position 5280: 0.010973617693327997
Position 9178: 0.009703178573456884
Position 877: 0.009175999609807967
Position 5782: 0.00786981730551437
Position 895: 0.005661809979480046
Position 6364: 0.005645364522464821
Position 653: 0.005372349863807885
Position 203: 0.005062052366135208
Position 1814: 0.0029466039517460733
Position 7784: 0.002855355416214793
Position 4801: 0.0024936146055660586
Position 5043: 0.0018864558766766085
Position 325: 0.0018829620699463156
Position 7929: 0.0017012151900093573
Position 4116: 0.0012833958885133763
Position 5935: 0.0011904811344944776
Position 1818: 0.0009613097424391887
Position 2730: 0.0008033062288820126
Position 390: 0.0003499915096250987
Position 3017: 0.0002917630743930642
Position 3568: 0.00026370567428545455
Position 109: 0.00011286831676685043
Position 62: 9.761048124942732e-05
Position 47: 4.802636952711008e-05
Position 272: 3.2690563496784384e-05
Position 394: 3.0669173671403885e-05
Position 997: 1.7187269799177807e-05
Position 1399: 1.652466386365244e-05
Position 281: 1.028025626677413e-05
Position 145: 6.764972035706322e-06
Position 591: 6.641428299899719e-06
Position 193: 5.088405072768453e-06
Position 1518: 3.0541184431787746e-06
Position 406: 1.1598669924936923e-06
Position 19: 7.604695637272561e-07
Position 247: 6.972483335799553e-07
Position 258: 6.854556543366313e-07
Position 398: 5.58960229823856e-07
Position 559: 4.7343365155795265e-07
Position 463: 4.2311838634614347e-07
Position 1707: 2.994256635614822e-07
Position 185: 2.884501070654028e-07
Position 620: 1.7188057407014975e-07
Position 605: 1.2614662282358795e-07
Position 329: 8.357099908751512e-08
Position 341: 7.077330575322879e-08
Position 1613: 4.895279397853104e-08
Position 327: 3.425773401877519e-08
Position 448: 1.8230657183699145e-08
Position 49: 1.3281294906021276e-08
Position 545: 3.3403975185905954e-09
Position 1189: 9.68500741303256e-10
Position 452: 3.038153659135729e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5601: 0.2985628399820392
Position 10792: 0.17087033597867443
Position 11640: 0.1379570182896827
Position 5075: 0.12072902874516492
Position 8162: 0.12057555930507713
Position 4959: 0.09378656345187643
Position 7256: 0.08869348108804331
Position 3781: 0.06369399309693966
Position 4954: 0.04200025690385026
Position 7775: 0.038946334597838986
Position 8358: 0.03617370779748725
Position 13085: 0.0300797946298558
Position 9080: 0.02797354296138413
Position 8258: 0.027652355343486913
Position 5032: 0.027406236311468997
Position 3229: 0.023967686743003952
Position 1603: 0.021687612218522258
Position 1769: 0.020738791243162816
Position 341: 0.019953106295308908
Position 1069: 0.019352208401200704
Position 2546: 0.018923734198175883
Position 10453: 0.01810890783667103
Position 10086: 0.017765301300164123
Position 9757: 0.014450168592613548
Position 3806: 0.013256224005578817
Position 6465: 0.013232978784769475
