Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  500
Partition function (log Z): -7.238979382730138

Sorted 5' Splice Sites (High to Low Probability):
Position 4303: 0.9999984772271421
Position 20256: 0.9999794353535733
Position 275: 0.8910910237597607
Position 22408: 0.833960224855758
Position 12191: 0.779048466833108
Position 20593: 0.6965120765188766
Position 26603: 0.08125722526254339
Position 23078: 0.05938366262644922
Position 87: 0.04947049452428128
Position 92: 0.04504605056030134
Position 25213: 0.038816637034347234
Position 23215: 0.03765812213212467
Position 1135: 0.03178909950214949
Position 1060: 0.03146047640728747
Position 26595: 0.029807917160334253
Position 27160: 0.029741640559220642
Position 900: 0.024175347406555935
Position 25666: 0.024118645884556953
Position 3808: 0.01844474493059904
Position 909: 0.016295900649520106
Position 22658: 0.014755179903072136
Position 20605: 0.013973642455618539
Position 594: 0.013918246326440512
Position 2387: 0.011665042168665863
Position 25369: 0.011183711627297522
Position 292: 0.010580768040603853
Position 3815: 0.00888529513846959
Position 2633: 0.007700371713645936
Position 704: 0.007319927145629706
Position 11223: 0.007261521032357888
Position 26065: 0.0072493570147448335
Position 21409: 0.006712008042880202
Position 504: 0.004428747389274283
Position 4000: 0.004132799779908267
Position 2287: 0.003675300727763726
Position 2709: 0.0036167932785174614
Position 4006: 0.003119753922672371
Position 758: 0.0028773335086788006
Position 1127: 0.002571977069604445
Position 4061: 0.0023361854374375967
Position 142: 0.002008768115324131
Position 4056: 0.0018360396638586007
Position 2123: 0.001738447708236284
Position 133: 0.0016283872431347402
Position 3646: 0.0014913696888863889
Position 954: 0.0012743794996671147
Position 3292: 0.0011740013192024085
Position 1179: 0.0011360896996810768
Position 396: 0.0010497495169957702
Position 3936: 0.0006532104833085824
Position 22362: 0.0003751484522674743
Position 2881: 0.0003673283917648413
Position 554: 0.0003555175653932123
Position 181: 0.00024875422125255405
Position 2309: 0.00024799861085260584
Position 279: 0.00024063479888254634
Position 1362: 0.00023899548739586982
Position 2133: 0.0002353171659341635
Position 198: 0.00020911113895966005
Position 921: 0.00020832244096052264
Position 2283: 0.00010805672030551552
Position 22398: 6.533750231153632e-05
Position 170: 1.4374224415170078e-05
Position 107: 5.54679237868237e-06
Position 110: 3.894759876448325e-06
Position 741: 3.438301181019825e-06
Position 390: 2.9140044347877946e-06
Position 156: 2.189721567928303e-06
Position 348: 1.655588422001926e-06
Position 20: 5.702157638344783e-07
Position 644: 5.497622213297137e-07
Position 47: 4.46404679972893e-07
Position 285: 3.239726933575388e-07
Position 7437: 1.6666661674753622e-07
