Gene = Pvrig
index = 877
Annotated 5SS: [108 549 749 887]
Annotated 3SS: [ 194  624  828 1160]
SMsplice 5SS: [108 749 887]
SMsplice 3SS: [624 828 982]
top_k =  500
Partition function (log Z): -2.697678147697711

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.9506850617274021
Position 749: 0.7104832111971291
Position 887: 0.6724987071263858
Position 549: 0.5708332891196073
Position 669: 0.107705866678976
Position 1315: 0.04979599851342288
Position 293: 0.046575168885979866
Position 299: 0.02897030931716211
Position 1068: 0.008168245477601326
Position 363: 0.0048656188543181695
Position 206: 0.0038213044995067274
Position 764: 0.0028460387406606985
Position 875: 0.0018579208819760713
Position 731: 0.0009832246627110891
Position 131: 0.0009818651868859182
Position 1055: 0.0008174630195361659
Position 487: 0.0007759147854774002
Position 1214: 0.0007277948370879519
Position 724: 0.0006846088215852836
Position 1280: 0.0003669547427600502
Position 266: 0.0002577151343694836
Position 759: 0.00025548846679458926
Position 152: 0.00023540747382408146
Position 261: 0.00018233256331405307
Position 373: 0.0001680008127232048
Position 790: 0.00014827530685182196
Position 706: 0.0001413706647652257
Position 1078: 0.0001290408491833734
Position 218: 0.00011040779776544062
Position 507: 9.791163691555516e-05
Position 254: 8.809942053203905e-05
Position 208: 6.954739993180172e-05
Position 701: 6.440364774274284e-05
Position 522: 6.307618435057097e-05
Position 306: 5.051332116992437e-05
Position 212: 3.9700940571509224e-05
Position 693: 2.7532311882660326e-05
Position 68: 2.6413057268971482e-05
Position 515: 2.1819198686027292e-05
Position 952: 2.0637886309743956e-05
Position 1011: 1.7774458958607606e-05
Position 416: 1.3778535397692749e-05
Position 317: 1.2987119591805425e-05
Position 927: 1.2610904697824857e-05
Position 98: 1.2502894149412337e-05
Position 112: 9.997416450443496e-06
Position 1081: 9.910360011808678e-06
Position 491: 9.818200700537671e-06
Position 785: 7.6149059914478415e-06
Position 422: 6.841852342445133e-06
Position 145: 6.099390205013824e-06
Position 96: 2.7416757495171157e-06
Position 553: 2.7106736136972594e-06
Position 244: 2.0861925558728414e-06
Position 180: 2.0152895272943395e-06
Position 344: 1.6322466873432642e-06
Position 619: 9.956294975176616e-07
Position 129: 7.137364358212718e-07
Position 346: 4.802005592035513e-07
Position 829: 2.9109403561853477e-07
Position 837: 1.0843643991038153e-07
Position 906: 1.0700351809448589e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 828: 0.9086722425709202
Position 624: 0.7717940507070239
Position 982: 0.48808897072064455
Position 194: 0.1938874549514047
Position 1160: 0.15876207124140784
Position 513: 0.1291669028754688
Position 299: 0.08836328785592129
Position 645: 0.08408315882556874
Position 254: 0.06530249550553584
Position 414: 0.05706555012329557
Position 1410: 0.045165988334438065
Position 1186: 0.022716789639460593
Position 356: 0.022669552764198596
Position 387: 0.018278847958723147
Position 1334: 0.015860125880164333
Position 373: 0.015333825342374643
Position 272: 0.009006073881780223
Position 391: 0.008874551660594943
Position 1047: 0.0074924198217878185
Position 1127: 0.007343398632489821
Position 1440: 0.006369310381914574
Position 330: 0.005925646275364634
Position 370: 0.005593395964513101
Position 1379: 0.004245229701354738
Position 861: 0.003464336264276899
Position 663: 0.0031842714922843598
Position 1107: 0.003125428363451047
Position 1189: 0.002350387730147403
Position 1421: 0.0018708869439001002
Position 449: 0.0016271403282267587
Position 1546: 0.0015854175061259916
Position 198: 0.0011142896284975267
Position 1280: 0.0010591666384222507
Position 660: 0.0007825663788614849
Position 1063: 0.0006574959947629498
Position 341: 0.0006253136008410387
Position 1444: 0.0006130438614721077
Position 1573: 0.0006019207186256926
Position 1314: 0.0003387801332382508
Position 456: 0.0003065879722120043
Position 453: 0.00026418338302153785
Position 525: 0.00025844331714259617
Position 991: 0.000256596942144826
Position 487: 0.0002479649626739087
Position 1060: 0.00023803388166596665
Position 1479: 0.00022751354849823212
Position 868: 0.00018457821801919357
Position 303: 0.00018333900356726394
Position 1230: 0.00018088174216221282
Position 464: 0.00015983393115839078
Position 1205: 0.00015553508864992523
Position 1300: 0.00015544940042311903
Position 690: 0.00013990087831232468
Position 789: 0.00011189900107216194
Position 279: 0.00010044579942544506
Position 571: 9.908051259495279e-05
Position 1275: 9.24502614370351e-05
Position 737: 8.55389002245149e-05
Position 916: 4.794054760982206e-05
Position 537: 3.972471905292442e-05
Position 218: 3.4867145403156255e-05
Position 205: 2.57008683645921e-05
Position 311: 2.2457746339641265e-05
Position 874: 1.9399436628150663e-05
Position 740: 1.886476538127139e-05
Position 229: 1.512045927076681e-05
Position 223: 1.4163030328737644e-05
Position 527: 1.2198267760532216e-05
Position 847: 4.738297204499281e-06
Position 542: 4.171372127049357e-06
Position 1081: 2.9245110582835805e-06
Position 548: 2.4214802284161328e-06
Position 564: 1.3386976969799183e-06
Position 165: 2.9719938644026908e-09
Position 152: 1.107353371940361e-09
Position 134: 5.478396439380896e-13
