Gene = Psmg3
index = 870
Annotated 5SS: [164 758]
Annotated 3SS: [ 520 2811]
SMsplice 5SS: [164 758]
SMsplice 3SS: [ 607 2811]
top_k =  500
Partition function (log Z): -9.178317933106777

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.8595052076407258
Position 758: 0.6688508872255329
Position 77: 0.06688972557680181
Position 669: 0.01647934474965336
Position 2956: 0.013548995044281404
Position 2493: 0.01133439252224925
Position 608: 0.011315252092554535
Position 1477: 0.008688730271110565
Position 1094: 0.008215486410864786
Position 3006: 0.008109271549777895
Position 465: 0.006564096368472445
Position 1104: 0.005106379825774696
Position 594: 0.004641296396798672
Position 314: 0.003427549303412247
Position 72: 0.0013916108878117234
Position 1947: 0.000927890552322687
Position 560: 0.0006125318550240331
Position 115: 0.0006068556395959195
Position 303: 0.0004313377463939068
Position 243: 0.00032196676012799194
Position 119: 0.0002263494887745299
Position 215: 0.0001281891840171225
Position 587: 0.00011036022692960127
Position 230: 0.00010705094448439126
Position 203: 9.791123262691885e-05
Position 470: 7.69660572953569e-05
Position 103: 6.690081813185702e-05
Position 39: 6.0511988170747625e-05
Position 453: 5.4528009843353316e-05
Position 468: 4.760778200568755e-05
Position 97: 4.577007457059204e-05
Position 122: 3.207813694044958e-05
Position 150: 2.795185795689414e-05
Position 611: 2.4897059987314492e-05
Position 418: 1.2624336014679927e-05
Position 647: 7.814865918402645e-06
Position 311: 7.502635214461599e-06
Position 140: 6.813450471914186e-06
Position 328: 5.770356642941729e-06
Position 858: 5.309112190501514e-06
Position 339: 5.217140103226334e-06
Position 767: 5.142586723390413e-06
Position 1218: 3.5494396533934138e-06
Position 909: 1.732224740644423e-06
Position 928: 1.4394566604134891e-06
Position 737: 7.594627292791105e-07
Position 87: 7.493895014943647e-07
Position 698: 6.945538414095249e-07
Position 176: 6.217062608522886e-07
Position 655: 3.98268967170371e-07
Position 641: 3.7248501103273627e-07
Position 441: 2.925708215494438e-07
Position 389: 5.4252773327867164e-08
Position 408: 4.951002083609052e-08
Position 382: 2.1297419042587173e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 607: 0.3893183671509925
Position 2811: 0.31318266866174305
Position 520: 0.1770280085091242
Position 1308: 0.11383091678739776
Position 2835: 0.06774196876543723
Position 1076: 0.058732673327926366
Position 1057: 0.04028610254181306
Position 630: 0.035378056439165584
Position 627: 0.032864823378831086
Position 805: 0.031209696660292743
Position 2315: 0.030037227253496383
Position 1862: 0.02690185869611909
Position 1278: 0.022953384819767147
Position 2382: 0.022874058625807783
