Gene = Golim4
index = 515
Annotated 5SS: [  818 45355 46921 48800 50531 53683 58959 62095 64147 65041 66408 70257
 70655 78284]
Annotated 3SS: [45279 46870 48745 50379 53599 58796 61791 63892 64957 66297 70088 70585
 78211 78751]
SMsplice 5SS: [   32 27633 28183 45355 50531 53683 54529 58959 61972 64147 65041 66408
 70257 70655 78284]
SMsplice 3SS: [27490 28085 45279 50379 53599 54444 58796 61854 63892 64957 66297 70088
 70585 78211 78751]
top_k =  500
Partition function (log Z): -51.26527228842923

Sorted 5' Splice Sites (High to Low Probability):
Position 32: 0.8939225080603456
Position 6101: 0.3741961560910125
Position 818: 0.3680977945315276
Position 2941: 0.21042578325755845
Position 1653: 0.20732500583837696
Position 2501: 0.15323959772873444
Position 5594: 0.03094354645934669
Position 5853: 0.024625700513861554
Position 910: 0.02271944289649751
Position 178: 0.015472661046928748
Position 262: 0.007212585725111026
Position 5329: 0.006325374432188089
Position 1185: 0.005076066386771098
Position 4664: 0.0036490712382782025
Position 1068: 0.002887190922204582
Position 211: 0.0028335319697566294
Position 1786: 0.0027537358381076174
Position 5408: 0.0023230734683939796
Position 350: 0.0019043767567879127
Position 1367: 0.0018905939421722964
Position 823: 0.001804452143207835
Position 490: 0.0017692406318632892
Position 3234: 0.0016912581191217608
Position 777: 0.0010417915918854127
Position 21: 0.0010052289237031384
Position 1392: 0.000859553198649336
Position 48: 0.0008426560551110891
Position 973: 0.0008418449063762001
Position 2929: 0.000643932547872904
Position 284: 0.0004711824683172424
Position 2392: 0.0004486990416668821
Position 1688: 0.00041192875997363783
Position 1072: 0.00036858711597227613
Position 1881: 0.0002359393312572792
Position 25: 0.00021582372819625156
Position 291: 0.0002014742499327553
Position 1585: 0.0001995900318062892
Position 41: 0.00019573976942057923
Position 1958: 0.00017649166231119412
Position 2480: 0.00014629091258741084
Position 645: 0.00010350629161175203
Position 197: 0.00010214067564248336
Position 427: 9.985692718437851e-05
Position 2468: 7.921259856018602e-05
Position 694: 7.415456574783136e-05
Position 1598: 7.346109508679446e-05
Position 1323: 6.708425892992534e-05
Position 222: 5.186365425899907e-05
Position 2182: 4.7204580765121606e-05
Position 1893: 4.4090593375924784e-05
Position 412: 4.3600215136950487e-05
Position 1636: 3.2658554586558424e-05
Position 503: 3.2469067601169525e-05
Position 1627: 2.7296385856335633e-05
Position 151: 2.6620944499773896e-05
Position 407: 2.38288727980506e-05
Position 432: 1.3382426193971279e-05
Position 5198: 1.1072610251937597e-05
Position 4324: 1.011137505200701e-05
Position 76: 7.169349781528559e-06
Position 893: 2.337713188471221e-06
Position 861: 9.733315271576887e-07
Position 878: 4.1180186058498413e-07
Position 867: 1.9963464621357124e-07
Position 36: 5.052993135046381e-08
Position 120: 3.9358339080989154e-08
Position 186: 3.913383565670973e-08
Position 208: 9.060447026967714e-09
Position 326: 1.9853516325393204e-09
Position 528: 5.488829316295881e-11
Position 526: 5.097432510530869e-11
Position 510: 4.8673546352878865e-11
Position 546: 3.6299146843431136e-11
Position 501: 3.4380117660451165e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2808: 0.36107286883264345
Position 10928: 0.30592115742282355
Position 11095: 0.1654255618282004
Position 5500: 0.14944134970906536
Position 5968: 0.1452944924091733
Position 610: 0.14398292430361656
Position 2339: 0.13241401023130814
Position 5934: 0.11486308863429329
Position 5953: 0.10822301377440871
Position 1487: 0.08828928891147218
Position 741: 0.07042124111027023
Position 5778: 0.06318973019973004
Position 1559: 0.054982034804449145
Position 533: 0.040070491536763245
Position 2375: 0.03515535895599201
Position 6880: 0.03057679870697703
Position 1508: 0.030280352082866176
Position 5197: 0.028128223605564773
Position 3953: 0.026025921745283048
Position 660: 0.01928057881399661
Position 1565: 0.018646960853765906
Position 9490: 0.01488844455706112
Position 573: 0.013697194389506303
Position 4277: 0.013475788590592015
Position 675: 0.012527877343048603
Position 6759: 0.010620657402980299
Position 6201: 0.008954496902325594
Position 8538: 0.008554028873327284
Position 1395: 0.008549856114633068
Position 7043: 0.008516092882460073
Position 4996: 0.00850836291354387
Position 7681: 0.007878391205103207
Position 1239: 0.006965326547499612
Position 1038: 0.006242454074945827
Position 111: 0.005988791437152169
Position 1005: 0.005819366813206138
Position 3810: 0.005528495204087665
Position 657: 0.005330624344545431
Position 9848: 0.004628210317200047
Position 1424: 0.00458808472302586
Position 9882: 0.004563047918513398
Position 4348: 0.0042975445871561765
Position 622: 0.003870605070058676
Position 810: 0.0036477515938273604
Position 2335: 0.003601029848061812
Position 9448: 0.00359909825033823
Position 7821: 0.003429158680374974
Position 663: 0.0031512838085397126
Position 3397: 0.0027700708619347
Position 4323: 0.0026383038492188123
Position 4476: 0.0017264045869372297
Position 1687: 0.0017074386537351417
Position 1016: 0.0014617444465122725
Position 2813: 0.0014515111858506781
Position 585: 0.0014492584047411665
Position 3679: 0.001268087085196471
Position 1407: 0.0012270294537351457
Position 1336: 0.0012099979212805464
Position 378: 0.0010950561474528954
Position 3434: 0.0010213135559037924
Position 3107: 0.0008206431061711017
Position 1641: 0.0007576686554323299
Position 1782: 0.0007384391525982476
Position 6229: 0.0006499255427471895
Position 578: 0.0005417534219989286
Position 817: 0.0005374961097402704
Position 1615: 0.0005210245560577329
Position 4118: 0.00045236022713236593
Position 5132: 0.0004387020045670587
Position 2379: 0.0004239709754030756
Position 560: 0.0003906062223934242
Position 909: 0.0002948078251580959
Position 1759: 0.00028032281933682056
Position 1514: 0.0002728766613083151
Position 2355: 0.00026942256412349614
Position 1102: 0.0002638882469716955
Position 1491: 0.00022674669718023493
Position 1919: 0.00022449799564567516
Position 3023: 0.00019863225812321163
Position 2433: 0.00019229113475256052
Position 2030: 0.00018866189388775002
Position 1465: 0.0001664121955965473
Position 2392: 0.00015738369566682323
Position 857: 0.00015414625821245315
Position 329: 0.00014699078786738025
Position 208: 0.000142584159242727
Position 404: 0.0001068066576921551
Position 747: 9.977920151869317e-05
Position 2764: 9.57978478716916e-05
Position 1510: 9.180498602077702e-05
Position 1454: 8.28171655511472e-05
Position 451: 7.478219656741e-05
Position 625: 6.5670451082482e-05
Position 326: 5.221158671240111e-05
Position 120: 5.1884048767323126e-05
Position 1594: 1.8057021152175392e-05
Position 145: 1.5002145034412175e-05
Position 157: 1.301724078049833e-05
Position 177: 4.118633532838117e-06
Position 757: 3.324597309199974e-06
Position 407: 1.178003283704815e-06
Position 350: 1.0989509305400835e-06
Position 941: 8.993707005298944e-07
Position 945: 8.567340953224307e-07
Position 766: 8.142129204972489e-07
Position 359: 7.809917795950194e-07
Position 786: 5.851333567910055e-07
Position 214: 5.252801906786963e-07
Position 333: 3.7419771784391315e-07
Position 792: 3.665993956459164e-07
Position 881: 3.254627027087923e-07
Position 469: 3.002128978043619e-07
Position 275: 2.471868570698456e-07
Position 361: 1.486675374226874e-07
Position 1601: 1.4429190445825303e-07
Position 173: 1.2351479450896569e-07
Position 1440: 1.1528233589061777e-07
Position 271: 8.825148824932477e-08
Position 338: 7.462048603692552e-08
Position 893: 6.765293120910224e-08
Position 236: 5.981631658401762e-08
Position 294: 4.31320883182174e-08
Position 777: 2.8176622688869003e-08
Position 783: 2.5663199582423967e-08
Position 1044: 1.709540612519171e-08
Position 230: 2.5284069789399674e-09
Position 222: 1.1146653621342046e-09
Position 85: 1.2576308845139039e-13
Position 227: 8.312283463000143e-14
Position 246: 3.5766356353292204e-14
