Gene = Tchh
index = 1063
Annotated 5SS: [138]
Annotated 3SS: [1062]
SMsplice 5SS: [138]
SMsplice 3SS: [1062]
top_k =  500
Partition function (log Z): -7.623842490883179

Sorted 5' Splice Sites (High to Low Probability):
Position 138: 0.987117817455789
Position 987: 0.33976000810389184
Position 1343: 0.2455459871066479
Position 1481: 0.024341775187820876
Position 1513: 0.008307878358494373
Position 689: 0.007581749223929149
Position 6079: 0.006748709561483779
Position 3371: 0.006626841315401031
Position 5665: 0.005921970624600545
Position 5639: 0.004722412681137423
Position 5179: 0.004551765836005483
Position 364: 0.004520338379011383
Position 3431: 0.003607196395716915
Position 492: 0.0035859339287325465
Position 3551: 0.0028191668803979127
Position 3491: 0.002818825045217715
Position 3671: 0.002523341080349299
Position 172: 0.0018013300004192595
Position 4163: 0.001556873393290286
Position 2457: 0.0012533369419420414
Position 3299: 0.001212961950304701
Position 1129: 0.000820072616610139
Position 5789: 0.0006003860410510858
Position 404: 0.0005259186123554153
Position 594: 0.00038458943870600584
Position 781: 0.00035874658162546964
Position 467: 0.00025741554420875726
Position 569: 0.00019791565352679833
Position 905: 0.00015897246806848838
Position 848: 9.51597370629474e-05
Position 708: 4.561656982557638e-05
Position 942: 4.148009232290526e-05
Position 287: 3.3032870628046604e-05
Position 64: 2.9414263774821887e-05
Position 347: 2.6520256214363826e-05
Position 646: 2.189964870327238e-05
Position 292: 1.9227935420166375e-05
Position 301: 1.8408022045000032e-05
Position 504: 1.2600837401861511e-05
Position 1152: 1.2521081409888898e-05
Position 274: 1.248186236711294e-05
Position 967: 8.757163450607798e-06
Position 5281: 6.842157153797433e-06
Position 1010: 6.346241037226896e-06
Position 705: 5.221268148037086e-06
Position 863: 4.535162189530707e-06
Position 312: 3.2685739181178472e-06
Position 999: 2.1857749630442255e-06
Position 991: 2.051059826645394e-06
Position 129: 2.0310928499676544e-06
Position 351: 1.8992318815058228e-06
Position 860: 1.4611153544686397e-06
Position 333: 1.0900345472586756e-06
Position 900: 9.856845693726775e-07
Position 24: 5.710084756449745e-07
Position 174: 4.53111226703673e-07
Position 67: 4.482524763028743e-07
Position 368: 4.424686602563991e-07
Position 693: 4.0157431180913996e-07
Position 845: 2.8719659056337733e-07
Position 39: 2.5549108536953903e-08
Position 233: 1.2394017724790853e-08
Position 362: 4.964273513566576e-09
Position 649: 2.4888923371872345e-10
Position 785: 1.1324933147732844e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1062: 0.6166989787754242
Position 5918: 0.39105002377249903
Position 805: 0.20443275580885978
Position 1164: 0.06710786757459977
Position 759: 0.05742332958601835
Position 6196: 0.035889230855855485
Position 839: 0.034125697329574205
Position 450: 0.02636990803880985
Position 5517: 0.02233622297801176
Position 2211: 0.019538641310521538
Position 5861: 0.018054189200944575
Position 883: 0.014306830963128526
Position 1262: 0.01186237195444097
Position 3222: 0.01137614556552557
Position 1197: 0.009819052412357095
Position 1204: 0.007012512912926526
Position 5953: 0.006507956610386982
Position 1239: 0.006194763900241911
Position 5490: 0.006120439066529734
Position 659: 0.005990170749218796
Position 6219: 0.0056607088988768865
Position 5070: 0.005269660947867494
Position 5178: 0.005135763095415968
Position 5250: 0.004694108407557254
Position 827: 0.004620942366429597
Position 249: 0.003966233499054616
Position 2864: 0.003943991158977172
Position 934: 0.003839916840059972
Position 1087: 0.003284659666936168
Position 636: 0.0032067376115891993
Position 3415: 0.0029214834469753464
Position 1255: 0.002544341364644349
Position 6473: 0.0025413715057988786
Position 4089: 0.0023136172707137036
Position 3219: 0.002218127718002733
Position 6520: 0.002161179382719495
Position 1241: 0.002045907007115327
Position 1099: 0.0020199390070602145
Position 354: 0.0017031806252757423
Position 3297: 0.0016185264871841334
Position 3535: 0.0015267636335687925
