Gene = Pag1
index = 789
Annotated 5SS: [   469  46418  81267 127597 128976 131722 134455 137561]
Annotated 3SS: [ 46358  81192 127389 128923 131624 133867 137500 139549]
SMsplice 5SS: [   469  11124  23661  31257  35058  46418  70733  81267  96861 103620
 127597 128976 131722]
SMsplice 3SS: [ 11002  23553  31160  34955  46358  70646  81192  96747 103548 127389
 128923 131624 143289]
top_k =  500
Partition function (log Z): -85.18872519980651

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9644506073684319
Position 11124: 0.9273104209353847
Position 5917: 0.35656033278327914
Position 12791: 0.23759275539557095
Position 4714: 0.23004966689501047
Position 4086: 0.16252216533999056
Position 4801: 0.1387795146505326
Position 3361: 0.05823517201814829
Position 4524: 0.022508071942429767
Position 517: 0.02122546146632367
Position 5699: 0.019753650260243255
Position 5701: 0.018356474858801774
Position 302: 0.01483746110272513
Position 2211: 0.010634728341556536
Position 699: 0.010479300575083688
Position 12195: 0.009567514727647398
Position 2277: 0.00732292175791078
Position 5616: 0.006505806838435586
Position 2388: 0.006119727469740553
Position 4233: 0.0041678941382235005
Position 2894: 0.0038244891668911874
Position 135: 0.003710063958866353
Position 1878: 0.003136406264239331
Position 105: 0.0021647838623610085
Position 4827: 0.0020627548226339896
Position 2640: 0.002008245941130967
Position 3630: 0.0017622438073148232
Position 4805: 0.001353771332702716
Position 2295: 0.0011492843897351298
Position 1237: 0.001022973402354822
Position 1531: 0.000759680957271821
Position 4611: 0.00042190174910257703
Position 163: 0.00022791950188692783
Position 2685: 0.00017171954219608623
Position 2636: 0.0001636247165096495
Position 1114: 0.00015674515959553334
Position 2554: 0.00011194799370116788
Position 274: 0.00010573765449844983
Position 74: 9.288330233967784e-05
Position 110: 8.460041859859993e-05
Position 3721: 6.967635644447841e-05
Position 2300: 5.964492960230123e-05
Position 176: 4.704177313100316e-05
Position 2794: 4.5443905500870654e-05
Position 86: 2.4512573228801244e-05
Position 181: 1.8916852343988347e-05
Position 179: 8.70794363081698e-06
Position 267: 5.656279109041461e-06
Position 285: 4.41267062934683e-06
Position 257: 4.008843296993149e-06
Position 492: 1.7931647323333757e-06
Position 21: 9.596793652458618e-07
Position 279: 7.662268608053616e-07
Position 49: 6.592500113104303e-07
Position 419: 6.399661583407292e-07
Position 480: 4.078627959963554e-07
Position 473: 4.0295688776468656e-07
Position 364: 3.7984297765259785e-07
Position 483: 1.7813593150857657e-07
Position 1888: 1.2341542791428854e-07
Position 3412: 7.370024626734105e-08
Position 1801: 8.035307572300591e-09
Position 548: 6.579950895928382e-09
Position 598: 5.857568304349743e-09
Position 588: 7.233634454709095e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11002: 0.7475199844927061
Position 4602: 0.293444020637265
Position 12691: 0.2659569477497284
Position 5838: 0.24628935651867093
Position 11100: 0.21022831857488808
Position 12890: 0.2011442724943702
Position 14805: 0.16253504871791385
Position 3937: 0.14116675480668617
Position 16080: 0.10966925649674047
Position 14769: 0.10535587604606256
Position 11570: 0.10066698187478398
Position 5690: 0.08067157262122905
Position 5505: 0.06369993093449834
Position 14294: 0.05556515029062167
Position 4667: 0.053380306351099055
Position 3309: 0.051279443793045
Position 14311: 0.042406925843865614
Position 13188: 0.03871622744439557
Position 11300: 0.03413221312507086
Position 3940: 0.02777279507033074
Position 11186: 0.018161556822605434
Position 4575: 0.015843189355632403
Position 12084: 0.013299390138116733
Position 4713: 0.012954489911690908
Position 11333: 0.01218746318834411
Position 2210: 0.011376976987179757
Position 5739: 0.010502822583302202
Position 2096: 0.00886244724088626
Position 4441: 0.00830305334071751
Position 541: 0.008288487226038766
Position 12486: 0.0072280093988819644
Position 11848: 0.007037249383613411
Position 4316: 0.005899943293543486
Position 11280: 0.005289444763415541
Position 5557: 0.005058480006010937
Position 3562: 0.004745049234472733
Position 11318: 0.004393472859037263
Position 4417: 0.003990087971129897
Position 3286: 0.003983730578899978
Position 2947: 0.0036117848765878837
Position 564: 0.0034201795269362617
Position 13256: 0.003408415112189717
Position 4364: 0.003117410092536157
Position 2066: 0.002611777971704312
Position 7826: 0.0025374517811512054
Position 3854: 0.0021749752622874444
Position 279: 0.002060833379705508
Position 2762: 0.002037602132640244
Position 8065: 0.0019682232569644634
Position 338: 0.0018615710597541502
Position 399: 0.0017427490000340251
Position 2472: 0.0015577021512655823
Position 4484: 0.0015539140292498191
Position 11705: 0.001403974769117768
Position 3242: 0.0013672445205585111
Position 2874: 0.0011589855114867576
Position 8629: 0.0010631829449040417
Position 1770: 0.0010395076989247905
Position 1710: 0.0009670757861637058
Position 2475: 0.0009122412581769282
Position 2825: 0.0008308889211314382
Position 1148: 0.000799296446299711
Position 2113: 0.000792583072404214
Position 195: 0.0007226596471124558
Position 1430: 0.0006566567237629749
Position 2073: 0.0006046529801376526
Position 2665: 0.0004988336843391619
Position 2099: 0.0004868148348334587
Position 2127: 0.00048431265694347047
Position 5041: 0.00042655700004514975
Position 1810: 0.0004242788786207007
Position 1584: 0.0004239090595063214
Position 6152: 0.00040319796530350705
Position 1782: 0.0003654446240384788
Position 2522: 0.0003011530948697592
Position 1289: 0.0002927809570369038
Position 359: 0.0002591802657444947
Position 229: 0.000245408159292423
Position 913: 0.00019769341951868407
Position 2048: 0.00015370393685500586
Position 1690: 0.00015352594907862708
Position 547: 0.0001447107036922008
Position 1191: 0.0001377862401319829
Position 7609: 0.00013129152101610533
Position 1050: 0.00013029231366349349
Position 796: 0.00012658002236183818
Position 2226: 0.0001232730917738792
Position 1327: 0.00011975897065250503
Position 3573: 0.00010884380111750538
Position 7106: 9.789240746714018e-05
Position 5121: 7.619646228968293e-05
Position 314: 7.494316774958188e-05
Position 999: 6.237675782511489e-05
Position 3390: 5.3378458028896294e-05
Position 345: 4.52228009133796e-05
Position 3146: 4.052025260709629e-05
Position 879: 2.4903981282309822e-05
Position 1667: 2.300766363794758e-05
Position 2303: 2.1733417285302226e-05
Position 2786: 1.6278268023509188e-05
Position 3360: 1.586636130561068e-05
Position 1408: 1.3198886739582793e-05
Position 831: 1.2902287418053997e-05
Position 1555: 1.0738203233177933e-05
Position 1118: 8.993199638593675e-06
Position 2417: 8.567684614153145e-06
Position 224: 8.37748444718949e-06
Position 674: 3.854006719461608e-06
Position 772: 3.4104352474896664e-06
Position 2129: 2.8741313039706717e-06
Position 2276: 1.8957247686924032e-06
Position 2008: 1.798149317640588e-06
Position 2488: 1.5491642949469574e-06
Position 3140: 1.4272280684038346e-06
Position 2251: 1.1198866169899024e-06
Position 425: 8.758914448130178e-07
Position 4151: 5.893998037725991e-07
Position 603: 4.836338500784773e-07
Position 2052: 2.8227175085282966e-07
Position 414: 1.579287048047858e-07
Position 2258: 1.2541732060108413e-07
Position 2322: 1.1053753977055401e-07
Position 2358: 8.2752480906742e-08
Position 237: 7.14514631050102e-08
Position 203: 7.124721496709543e-08
Position 197: 7.056483173265632e-08
Position 581: 6.192943344548723e-08
Position 316: 4.0840486868978145e-08
Position 435: 4.002186467483924e-08
Position 199: 3.234531984847845e-08
Position 411: 2.599772357812675e-08
Position 285: 2.3449269977476435e-08
Position 585: 1.0392980694841903e-08
Position 1743: 1.0227122075481742e-08
Position 146: 5.918177149983531e-09
Position 624: 5.3150692869647375e-09
Position 631: 4.778661161726651e-09
Position 437: 4.500358490100136e-09
Position 419: 4.074712449409578e-09
Position 454: 3.882688516442231e-09
Position 1732: 3.830905251618458e-09
Position 643: 3.3133790196113237e-09
Position 1383: 3.112647214729645e-09
Position 1728: 2.98766183065625e-09
Position 1714: 2.8046823546873048e-09
Position 451: 2.222901547674326e-09
Position 353: 2.1330765650548546e-09
Position 217: 2.064163571107973e-09
Position 1076: 1.9492836923315204e-09
Position 1196: 1.7488094720609592e-09
Position 917: 1.5778682875955395e-09
Position 1594: 1.5462132697983971e-09
Position 1331: 1.2862709395874993e-09
Position 1436: 1.2015665415191425e-09
Position 1005: 8.844475767277356e-10
Position 362: 5.235718332256778e-10
Position 1611: 1.441175319172938e-10
Position 502: 1.2650860344196572e-10
Position 638: 1.2156395032121376e-10
Position 516: 1.0887357095694143e-10
Position 689: 9.578033371944106e-11
Position 156: 3.9905679290865346e-11
Position 445: 3.7504592973971445e-11
