Gene = Iscu
index = 595
Annotated 5SS: [ 197 1629 2581 4102]
Annotated 3SS: [1514 2469 4022 5084]
SMsplice 5SS: [ 197 1629 2581 4102]
SMsplice 3SS: [1514 2469 4022 5084]
top_k =  500
Partition function (log Z): 1.1431762309998965

Sorted 5' Splice Sites (High to Low Probability):
Position 1629: 0.9630005338230834
Position 4102: 0.9420785463966707
Position 2581: 0.9230364387610962
Position 197: 0.6050203287175863
Position 349: 0.35309162539665906
Position 1217: 0.22912662454189428
Position 2068: 0.13851238499958204
Position 4520: 0.1196945826704748
Position 1885: 0.06713288578939149
Position 4331: 0.06304446384105032
Position 2044: 0.06022085345712648
Position 548: 0.05156556908398436
Position 4475: 0.042055789389306854
Position 2566: 0.035632101422533716
Position 1390: 0.023267148102510685
Position 896: 0.022051110089670894
Position 684: 0.019560320316334354
Position 5167: 0.01769967750372937
Position 2656: 0.012018553066548063
Position 4690: 0.010184061857061144
Position 343: 0.008559673800960607
Position 4411: 0.006916204920785967
Position 2337: 0.006502878637531669
Position 1296: 0.006409053849722865
Position 4673: 0.0060975683606165
Position 2682: 0.006040670167715324
Position 4968: 0.005804277726432767
Position 3956: 0.005637837336013633
Position 2562: 0.004525971992335899
Position 3809: 0.0044180305707218525
Position 1287: 0.003945034534101096
Position 5008: 0.003937768137209099
Position 3587: 0.003934870017399707
Position 1856: 0.0036294991731728207
Position 2243: 0.003455930191493931
Position 3633: 0.0033343064136592618
Position 215: 0.0031076983422606047
Position 1609: 0.002937283103754045
Position 3128: 0.0028497254896296567
Position 1251: 0.0026842092688038194
Position 3877: 0.0023818536052600658
Position 1640: 0.0018650368332380784
Position 1091: 0.0018412921054964976
Position 1590: 0.001720432580162189
Position 1947: 0.001566755601045084
Position 56: 0.0014055549379863408
Position 3073: 0.0010369244088644313
Position 3610: 0.0009388900605374136
Position 669: 0.0009364964847142277
Position 1012: 0.0008615889909575144
Position 1708: 0.0008287796132905215
Position 312: 0.0008191309093078422
Position 4528: 0.0007996271457480226
Position 662: 0.0007381790741631617
Position 1128: 0.0006737799044242294
Position 4718: 0.0006515135101773823
Position 795: 0.0006035049177011678
Position 4578: 0.0005763024545305269
Position 918: 0.0005198745723342163
Position 1373: 0.00048516734791263045
Position 1744: 0.0004790153633379917
Position 3064: 0.0004620356443583738
Position 121: 0.00046018564557239025
Position 3554: 0.0004138980718961109
Position 698: 0.0003336605244573504
Position 1904: 0.00021531898563669475
Position 1614: 0.0002134039969414526
Position 564: 0.00019210355517991875
Position 2799: 0.00017183147621384259
Position 1606: 0.00016786191675829043
Position 1839: 0.00015093524325576028
Position 672: 0.0001392759605778048
Position 314: 0.00012918517567243895
Position 3641: 0.00012737766287449406
Position 1292: 0.00012174906388489382
Position 3850: 0.00012069827463964921
Position 1700: 8.905242899893037e-05
Position 4814: 8.827100902673308e-05
Position 1845: 8.375294278784663e-05
Position 1239: 8.00879953673882e-05
Position 886: 7.783672153780976e-05
Position 15: 7.476345077966045e-05
Position 1515: 7.445491983243097e-05
Position 1221: 7.227313745982395e-05
Position 47: 6.624264710638725e-05
Position 302: 5.6529598908128244e-05
Position 2025: 4.738649415463029e-05
Position 166: 2.83566089623529e-05
Position 826: 1.7661967875814796e-05
Position 1689: 1.6373076975070463e-05
Position 1694: 9.779751058670854e-06
Position 105: 5.382843909419549e-06
Position 1575: 4.179597732945423e-06
Position 353: 3.170410553596371e-06
Position 4165: 2.3734284819460315e-06
Position 4106: 1.095232880624483e-06
Position 365: 6.714644946625731e-07
Position 497: 5.941694148741492e-07
Position 490: 4.988033606738463e-07
Position 20: 4.5024561916758604e-07
Position 676: 3.2214724887180176e-07
Position 245: 2.936055766517748e-07
Position 674: 1.7076275025420298e-07
Position 356: 1.3583291875726084e-07
Position 934: 1.0096936498349134e-07
Position 532: 8.227946010085562e-08
Position 932: 5.364801288173428e-08
Position 444: 2.722415758954088e-08
Position 542: 2.3063547554783196e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2469: 0.9727356471801153
Position 1514: 0.9265518424373327
Position 5084: 0.8540023243945616
Position 4022: 0.8238372086500284
Position 1772: 0.195019442209179
Position 1114: 0.15822971843052452
Position 3976: 0.11723221134970951
Position 4399: 0.09622346241574795
Position 4374: 0.08629839520148178
Position 4216: 0.05282234270363062
Position 1454: 0.04258010315783164
Position 1032: 0.04151800527745224
Position 5050: 0.03769818542317873
Position 520: 0.036506095222790746
Position 4717: 0.0326637790437151
Position 1801: 0.0323572948801924
Position 1922: 0.03081148076741428
Position 4248: 0.027757917338991064
Position 1089: 0.022952006072715858
Position 5307: 0.02092522138961746
Position 760: 0.013887669336415356
Position 1325: 0.01268339567832285
Position 1147: 0.010663728605035875
Position 4558: 0.00956460114772089
Position 3735: 0.00837246174799681
Position 3470: 0.007320328602941375
Position 4422: 0.006137585385472802
Position 2275: 0.006134589047859932
Position 609: 0.00579182077754764
Position 1006: 0.005484388083069148
Position 4321: 0.005035121566509817
Position 2475: 0.005012180812717848
Position 454: 0.00455254236341546
Position 1281: 0.004521625303119066
Position 3980: 0.004513848089787647
Position 3618: 0.004445196930618046
Position 737: 0.00423710302210649
Position 475: 0.004062879779248456
Position 4604: 0.003883298409859695
Position 2155: 0.0038681570393852643
Position 4356: 0.003784702319252666
Position 5324: 0.0034212893653752553
Position 990: 0.0032091878164371393
Position 4592: 0.0030873583724951204
Position 3836: 0.0030502351588898775
Position 1856: 0.002950292261376852
Position 1806: 0.0029436538106926073
Position 952: 0.0029420640698446447
Position 4176: 0.0028245312221052148
Position 4886: 0.0024861778506792627
Position 4862: 0.002281124630978754
Position 4028: 0.0021187460646741483
Position 2948: 0.0019385320350834639
Position 5346: 0.001852032212188085
Position 5093: 0.0018165262538289767
Position 2005: 0.0018130890605403292
Position 4311: 0.0017420242973439067
Position 2983: 0.0017012340592110788
Position 4511: 0.0015969609580995243
Position 1712: 0.0015267035854823429
