Gene = Tsks
index = 1149
Annotated 5SS: [  193   744  7614  7862  8686  9572 10681 11227 13327 14493]
Annotated 3SS: [  520  7517  7777  8601  9284 10485 11052 13190 14335 14594]
SMsplice 5SS: [  302   744  7614  8686 11227 14493]
SMsplice 3SS: [  520  7517  8601 11052 14335 14565]
top_k =  500
Partition function (log Z): -3.9892625381109417

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9596713328031458
Position 8686: 0.8968419167030596
Position 11227: 0.8561473582232086
Position 744: 0.6335779114611496
Position 14493: 0.544808868552456
Position 302: 0.47149639076454825
Position 289: 0.2451744746304836
Position 7862: 0.2428638616950012
Position 787: 0.23357933626021918
Position 2792: 0.20938865395612088
Position 11373: 0.19788553551971017
Position 13264: 0.19297179700751474
Position 9572: 0.1797040447486285
Position 13327: 0.15924302219815725
Position 13339: 0.15422777845334282
Position 10681: 0.0995234699923341
Position 9607: 0.0814832190141795
Position 10696: 0.07102874798570934
Position 14461: 0.06011348405147179
Position 286: 0.0590969226105482
Position 2957: 0.04839679761252315
Position 400: 0.04350199267457
Position 1412: 0.04259894231434598
Position 9242: 0.039559536933237334
Position 4347: 0.033442478183595616
Position 10185: 0.033096821573152885
Position 95: 0.025341737825949385
Position 193: 0.02514933808514806
Position 137: 0.01782527304846491
Position 3988: 0.01621740505028984
Position 3325: 0.015612330868247785
Position 12358: 0.015164102419379037
Position 404: 0.014260085149415201
Position 12969: 0.00990745627805803
Position 9247: 0.00989104473755598
Position 7587: 0.0074730699906664705
Position 11239: 0.0071734857624580406
Position 14498: 0.0071593235743297986
Position 5099: 0.007121032327386669
Position 5853: 0.005924487054760887
Position 8499: 0.0029346746983630744
Position 11764: 0.002898444056719916
Position 12633: 0.0027883564247581996
Position 13277: 0.002485182455351984
Position 7539: 0.0014556415922075206
Position 116: 0.0014158490180474627
Position 1836: 0.0012267920215944662
Position 2423: 0.0010877454583814946
Position 762: 0.0010093804588718104
Position 428: 0.0009753895815131004
Position 9394: 0.000907581069096394
Position 331: 0.0007155083368937202
Position 8617: 0.0006331054763860952
Position 8714: 0.0005968170567346471
Position 215: 0.0005866367215183036
Position 179: 0.0005338800789823351
Position 8694: 0.0005108665457234004
Position 10213: 0.0004496057088382731
Position 38: 0.00042668230173578334
Position 105: 0.0003922629390329412
Position 9546: 0.0003556072481384001
Position 445: 0.0003522207784404246
Position 8746: 0.00030303189337385926
Position 361: 0.00026900471500364065
Position 211: 0.00024050011678978394
Position 354: 0.00023508855368590238
Position 2438: 0.00020628772479320873
Position 594: 0.00013849936441585311
Position 321: 0.00012603251835008713
Position 485: 9.775393598159023e-05
Position 367: 9.134905492888607e-05
Position 309: 7.644122721480983e-05
Position 501: 5.5833813998827516e-05
Position 181: 4.84468023840819e-05
Position 458: 4.740675356268176e-05
