Gene = Ccl26
index = 229
Annotated 5SS: [ 70 273]
Annotated 3SS: [ 157 3024]
SMsplice 5SS: [ 70 273]
SMsplice 3SS: [ 157 2215]
top_k =  500
Partition function (log Z): -8.973286938699538

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.7049830994203977
Position 70: 0.6428485025322203
Position 325: 0.22607425625726338
Position 1695: 0.1309663389709954
Position 1144: 0.0268224709655445
Position 1510: 0.026437720784109046
Position 266: 0.009684301163132967
Position 158: 0.004603061342694552
Position 74: 0.004548163715837203
Position 1549: 0.003925834202058529
Position 381: 0.003655045404017011
Position 3042: 0.003012261799978444
Position 46: 0.0027863181668444513
Position 2844: 0.0022687217883666203
Position 486: 0.002056730032492239
Position 1558: 0.001654842062314268
Position 1140: 0.0015143771364660844
Position 1961: 0.001069200746220966
Position 60: 0.0009808874615084321
Position 48: 0.0009520848422366581
Position 81: 0.0007221472340903972
Position 58: 0.0005984333927297283
Position 994: 0.0004556689646520309
Position 16: 0.00018907945462728063
Position 114: 2.262872547352278e-05
Position 24: 2.1830737999761585e-05
Position 450: 1.878789259291893e-05
Position 773: 1.5262389683572124e-05
Position 287: 7.322836329055587e-06
Position 524: 6.053600630392936e-06
Position 329: 5.174578547781017e-06
Position 260: 3.871482241602605e-06
Position 205: 3.3497220975672617e-07
Position 613: 2.482094084174988e-07
Position 268: 2.2394774049735043e-07
Position 150: 1.8451250657437025e-07
Position 279: 1.4219782137810775e-07
Position 177: 1.059037191421049e-07
Position 342: 7.50974449721183e-08
Position 225: 6.257045557308233e-08
Position 277: 4.856779209610747e-08
Position 223: 2.972553799345066e-08
Position 237: 1.819687329596227e-08
Position 399: 3.038887789060018e-11
Position 387: 3.6971618105596174e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 157: 0.5917588006198976
Position 2215: 0.4095401495086506
Position 3024: 0.23037805734958522
Position 1457: 0.06888353545820511
Position 956: 0.06389151276915003
Position 197: 0.05381976273764241
Position 406: 0.03476740284493897
Position 1595: 0.03396516463132298
Position 2721: 0.033039895122194456
Position 1813: 0.027359567065497723
Position 1536: 0.022610104802661884
Position 1464: 0.019850840498740027
Position 2297: 0.01857438759242998
Position 2668: 0.013190819382970431
Position 2350: 0.012562642696388866
Position 2562: 0.012305671294434897
Position 3041: 0.011938487355565384
Position 2403: 0.011542048222377732
Position 1533: 0.009591970751820505
Position 2244: 0.009218566126537426
Position 1290: 0.00836805119251775
Position 2780: 0.007972581389562734
Position 2456: 0.007605549421535335
Position 2509: 0.007389722129300075
Position 3108: 0.006842680732577134
Position 2975: 0.006591056831077039
Position 2615: 0.0062719538337197445
Position 1904: 0.005529046444170766
Position 931: 0.005347282537713007
Position 782: 0.0034292077027442505
Position 505: 0.0032676762403108526
Position 1304: 0.003209310861048873
Position 2747: 0.0031607685601738687
Position 1831: 0.00289131033699629
Position 659: 0.0027866128996200876
Position 1420: 0.0024412970339968937
Position 523: 0.0022057724453531887
Position 3061: 0.0021279762304643565
Position 1051: 0.0019330106102080954
Position 961: 0.0019314888089338354
Position 1215: 0.0018126045034452837
Position 342: 0.0017691101771794648
Position 654: 0.0014880217435957262
Position 891: 0.0014822731660377425
Position 520: 0.0014545537481512351
Position 2901: 0.0011838697729474323
Position 3065: 0.0011545888249008664
Position 626: 0.0009774718945400726
Position 1095: 0.0009185567184747286
Position 449: 0.000828813615247542
Position 2930: 0.0008079853943809567
Position 1233: 0.0007966230530005034
Position 1609: 0.0007357617792411291
Position 811: 0.000729839215279686
Position 1860: 0.0006339437574168514
Position 1030: 0.0005848322085845097
Position 348: 0.0004813006567503551
Position 466: 0.0004445787234997248
Position 230: 0.00042509343030930927
Position 1310: 0.00042333567103852525
Position 977: 0.00040995653229705426
Position 718: 0.0003986618773652243
Position 681: 0.0003772634896605399
Position 1002: 0.00037214635356970987
Position 218: 0.00028223726949248786
Position 1918: 0.00025549169227663104
Position 1039: 0.0002506880740745407
Position 1357: 0.00022251651623215394
Position 1218: 0.00019815346321609004
Position 167: 0.00015721330856692783
Position 1187: 0.00014926834422840916
Position 797: 0.00012970454608331257
Position 792: 0.00011905529774452595
Position 1250: 0.00010738951428755503
Position 772: 9.253901635319685e-05
Position 1346: 4.100102741387349e-05
Position 287: 2.8186390394421337e-05
Position 1192: 2.4095444045932727e-05
Position 1257: 1.793315841863533e-05
Position 1082: 1.782743986523794e-05
Position 164: 1.573346147752895e-05
Position 936: 4.000148932183535e-06
Position 105: 3.841094663000283e-06
Position 1066: 2.763571024774229e-06
Position 292: 2.7212597028383884e-06
Position 237: 1.730604972035676e-06
Position 260: 1.5519569809698628e-06
Position 963: 1.3198517396016782e-06
Position 249: 7.45398497477339e-07
Position 123: 5.936443655408558e-07
Position 251: 4.354449255505454e-07
Position 665: 1.2571548769785515e-07
Position 641: 8.390422437888688e-08
Position 361: 4.773256701266225e-08
Position 277: 1.7285677040979318e-08
Position 318: 1.052323499364733e-08
Position 314: 2.443246069591481e-09
Position 427: 9.186889964466691e-11
