Gene = Chfr
index = 263
Annotated 5SS: [   75   335  4594  7801  8791  9128 10775 15827 16631 17421 19123 23059
 24382 26922 28234 32372 33355]
Annotated 3SS: [  190  4493  7690  8730  8911 10609 15666 16475 17257 18976 22941 24297
 26850 28145 32263 33281 35001]
SMsplice 5SS: [   75   335  2733  4330  4594  7801 15827 19123 23059 24382 26922 28234
 32372 33355]
SMsplice 3SS: [  190  2614  4256  4493  7690 15666 18976 22968 24297 26850 28145 32263
 33281 35001]
top_k =  500
Partition function (log Z): 13.554106945915354

Sorted 5' Splice Sites (High to Low Probability):
Position 19123: 0.9999999999999994
Position 15827: 0.999999999999999
Position 32372: 0.9902154470962491
Position 28234: 0.9440075575306346
Position 335: 0.9362563241928437
Position 23059: 0.9260256478461654
Position 4594: 0.8821589708929536
Position 75: 0.8637243988432661
Position 26922: 0.8393186168046017
Position 7801: 0.7758242369222484
Position 4330: 0.7423867770857017
Position 33355: 0.711268241319531
Position 2733: 0.6804817971911775
Position 24382: 0.617382134368625
Position 17421: 0.39833472077517407
Position 28868: 0.3767737802391248
Position 10775: 0.3421697159125156
Position 793: 0.27202719879333354
Position 8791: 0.2570707395243776
Position 24242: 0.24435577163453454
Position 9128: 0.2237781209134819
Position 28500: 0.18138757116350918
Position 4348: 0.17173813757848336
Position 26026: 0.1433150932386187
Position 17465: 0.14008369200488544
Position 28080: 0.13640640431060091
Position 25491: 0.11025684790445943
Position 32689: 0.10977927902472537
Position 4622: 0.10118299740850922
Position 28539: 0.10078126685771022
Position 27765: 0.09811225073750011
Position 3770: 0.0936860760936098
Position 24298: 0.08416788072667261
Position 8879: 0.07734157802148015
Position 21675: 0.07658368249262634
Position 24691: 0.07516939749507794
Position 5612: 0.07091613063099163
Position 13875: 0.06494591919544791
Position 27938: 0.05717996941684595
Position 32827: 0.05459926442561058
Position 33335: 0.045669539138521564
Position 10886: 0.03178557231602529
Position 7891: 0.027573580963659014
Position 9193: 0.02375799915397401
Position 26332: 0.023387895543437474
Position 40: 0.019427526630751327
Position 12525: 0.017413919431045942
Position 26425: 0.016397202139404442
Position 91: 0.016332852917841627
Position 23063: 0.01445439187054039
Position 28310: 0.013845752484997332
Position 28073: 0.012549415429403962
Position 6391: 0.011458392555847371
Position 34062: 0.01126692787822097
Position 2575: 0.01070387134518575
Position 354: 0.010423101949907553
Position 27166: 0.010264444727837446
Position 33359: 0.009833857974219717
Position 4339: 0.009388330718761245
Position 4940: 0.009098537195539923
Position 6428: 0.008992876340943156
Position 2777: 0.008152243498158629
Position 35361: 0.007831851851292556
Position 28651: 0.007690343655849924
Position 30237: 0.0076274834891628465
Position 3307: 0.007555271450687641
Position 33187: 0.007219547085255269
Position 34071: 0.0069409529864290186
Position 33587: 0.005965607072741578
Position 4569: 0.00571718729751208
Position 23090: 0.005476305347478394
Position 33547: 0.005173433257463624
Position 2459: 0.004971426937605489
Position 34317: 0.00494284945844926
Position 12664: 0.004627077679156619
Position 3675: 0.003722260521904677
Position 7279: 0.0037175128623943526
Position 5237: 0.003410555639051608
Position 4636: 0.003391146451142882
Position 32947: 0.0031836396455156967
Position 3464: 0.0030891094296287766
Position 34841: 0.002953742509092067
Position 8159: 0.0025781777232747978
Position 8620: 0.002441814270300888
Position 381: 0.002431937682042955
Position 5882: 0.002427998844416802
Position 33376: 0.002282195974690973
Position 7823: 0.0021686948590865065
Position 3829: 0.0021201437266354633
