Gene = Ssx2ip
index = 1034
Annotated 5SS: [  143 13149 13803 14706 18365 21817 23259 23526 26438 27976 28505 32016
 32700]
Annotated 3SS: [12964 13632 14492 18253 21680 23182 23344 26286 27838 28330 31900 32533
 34013]
SMsplice 5SS: [  143 10158 14706 18365 21817 23259 23526 26438 27976 28505 31338 34452]
SMsplice 3SS: [10053 14609 18253 21680 23182 23344 26286 27838 28330 31291 34398 35142]
top_k =  500
Partition function (log Z): -22.715329467016645

Sorted 5' Splice Sites (High to Low Probability):
Position 143: 0.803606010180559
Position 294: 0.45314160185516933
Position 4702: 0.35738511752836716
Position 6856: 0.1461440560328928
Position 2679: 0.10124985297776092
Position 435: 0.07660317399043574
Position 4104: 0.04986948314954416
Position 8863: 0.03111317778897933
Position 92: 0.02469653167501411
Position 6020: 0.024137108890045642
Position 556: 0.01767935794381661
Position 949: 0.013869326870065502
Position 4903: 0.009677923698909595
Position 2581: 0.009106227758873488
Position 5659: 0.008606482442500495
Position 2565: 0.0071913723777150326
Position 3606: 0.006326263962056975
Position 5107: 0.005698660773055797
Position 6188: 0.00528820306213198
Position 794: 0.004977522577388134
Position 6030: 0.003954411027276194
Position 8272: 0.0036539425250559855
Position 3211: 0.00354135201307435
Position 118: 0.003322012574806251
Position 8716: 0.003148920747670967
Position 4946: 0.00264058736096122
Position 5826: 0.0021720926312778607
Position 4726: 0.0021398284754394602
Position 1938: 0.0020639226996305615
Position 3693: 0.002038142977164317
Position 2578: 0.0018866955855301535
Position 3648: 0.001526000053884171
Position 5454: 0.0012705684251955239
Position 2542: 0.000718582860258774
Position 1578: 0.0007141874515843701
Position 3469: 0.0005688266867148253
Position 2724: 0.0005654491531965384
Position 4962: 0.00047624575136280377
Position 3705: 0.0004658824715904993
Position 4914: 0.0004135851330897333
Position 1214: 0.00016486154596478047
Position 298: 9.529676774024714e-05
Position 411: 6.830263355197325e-05
Position 416: 6.502000940514601e-05
Position 1448: 6.153332386870991e-05
Position 3097: 5.2014759540766294e-05
Position 287: 5.046858333533652e-05
Position 1765: 3.082561861256156e-05
Position 439: 2.993705037934718e-05
Position 2710: 2.657034731249801e-05
Position 545: 2.44190200344138e-05
Position 137: 2.172826010424742e-05
Position 2959: 2.0600828393747813e-05
Position 158: 2.0057306786170745e-05
Position 571: 1.361085333099876e-05
Position 80: 5.753403193560121e-06
Position 250: 4.191558551241568e-06
Position 751: 3.331270908579778e-06
Position 232: 1.5655277262535969e-06
Position 195: 3.529387261213024e-07
Position 349: 2.776089596931395e-07
Position 1132: 2.2908201895250395e-07
Position 381: 2.266632746061809e-07
Position 549: 1.9326597786645878e-07
Position 900: 1.1545381108619929e-07
Position 452: 5.779350342962868e-08
Position 449: 1.8710336906186325e-08
Position 464: 1.435820826187745e-08
Position 260: 6.5469631903481105e-09
Position 241: 3.4806479013345774e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5927: 0.40118817024850834
Position 4638: 0.351015814327801
Position 247: 0.3470980565143528
Position 6747: 0.31684933401472687
Position 9630: 0.24187765588851828
Position 2524: 0.08119116653032835
Position 13632: 0.06487027213588922
Position 8646: 0.05606476485263382
Position 9601: 0.037499228504265465
Position 2444: 0.029899525232227882
Position 3888: 0.02506579689121567
Position 3838: 0.02097983021461071
Position 4801: 0.020351468335941748
Position 6992: 0.0116579875855011
Position 844: 0.01042017632569157
Position 7163: 0.009836680521454907
Position 280: 0.00931460164766524
Position 8192: 0.008172077358637416
Position 168: 0.007997060587637267
Position 5472: 0.007871884088788568
Position 5354: 0.007658251048822801
Position 2359: 0.0063144610014639856
Position 3468: 0.005737410315407659
Position 204: 0.005733687087628238
Position 4860: 0.0054009640076791415
Position 3605: 0.00498283277864309
Position 4319: 0.004880577291406222
Position 2559: 0.0048277543439569515
Position 4809: 0.004454596039663565
Position 4349: 0.004333125165661547
Position 1283: 0.004267872442596404
Position 6476: 0.004241587396228438
Position 596: 0.004228405428756415
Position 2768: 0.00408187973342645
Position 2601: 0.004077704360132762
Position 3963: 0.003913466048647154
Position 6510: 0.0037672213081405078
Position 695: 0.0035373518080294617
Position 469: 0.003460346009719999
Position 3843: 0.0034069334468596365
Position 6276: 0.003393194379164697
Position 535: 0.0031388865795568474
Position 432: 0.002871773269417719
Position 5197: 0.002790170219497494
Position 1747: 0.002776739670215552
Position 2556: 0.002692535875741738
Position 2878: 0.0024738861059091823
Position 3083: 0.0024433473823863823
Position 3117: 0.0024266716891421414
Position 5690: 0.0021720926312778573
Position 3496: 0.002112462783719714
Position 748: 0.0017431742004273873
Position 4902: 0.0014324924484131673
Position 774: 0.00112769199011312
Position 4693: 0.0011240125904865338
Position 660: 0.0009917593999922412
Position 492: 0.0008172383589862436
Position 400: 0.0006722869110481904
Position 2793: 0.0006418655958715998
Position 4309: 0.0004721441548858687
Position 3271: 0.0004279755187243389
Position 2723: 0.0004215340252042124
Position 2099: 0.0003588958363006947
Position 1047: 0.00027062321524168645
Position 948: 0.00023791534535526102
Position 3377: 0.00022594023198703174
Position 2493: 0.0002259248813657797
Position 4725: 0.00021649432438230863
Position 1484: 0.00018747335228459693
Position 2398: 0.0001468490973832023
Position 1668: 0.0001142067855563949
Position 498: 9.239716171445649e-05
Position 1141: 8.843812486391334e-05
Position 176: 8.781235448564272e-05
Position 722: 7.273007226098709e-05
Position 2862: 7.120398243355423e-05
Position 1007: 6.93881052273923e-05
Position 1879: 4.296112568687692e-05
Position 849: 3.632053172294679e-05
Position 1787: 2.644500609944819e-05
Position 1764: 2.493269005595629e-05
Position 438: 1.9940163757422318e-05
Position 734: 1.7706217574147975e-05
Position 475: 1.3955956908610133e-05
Position 1066: 1.2948703547077754e-05
Position 256: 1.1258602423862537e-05
Position 781: 9.130669640588954e-06
Position 922: 8.546740354116843e-06
Position 1111: 7.575314209359428e-06
Position 1049: 6.3273628831903595e-06
Position 2510: 4.700177095962749e-06
Position 1489: 2.171206208699663e-06
Position 1447: 2.0122637043802956e-06
Position 179: 1.2014006688324885e-06
Position 543: 7.851094714737426e-07
Position 381: 4.251439509225946e-07
Position 457: 3.5981718220546324e-07
Position 287: 3.596185750857896e-07
Position 709: 2.981907901376812e-07
Position 449: 2.4966922306670593e-07
Position 575: 2.2234977663465964e-07
Position 755: 2.0502591773706196e-07
Position 1505: 1.7991830946435828e-07
Position 1360: 1.5553262473096472e-07
Position 407: 1.4493199290281786e-07
Position 851: 1.2705165414069575e-07
Position 700: 8.924702070317954e-08
Position 297: 7.824272842039096e-08
Position 628: 7.352309128084434e-08
Position 666: 6.991862754491694e-08
Position 258: 3.904878237103579e-08
Position 390: 3.7477202123315295e-08
Position 293: 1.1274846000690797e-08
Position 1099: 4.569238325734903e-09
Position 1144: 4.547896843531534e-09
Position 1094: 4.301220878967927e-09
Position 415: 3.4448809977318403e-09
Position 509: 3.027393435878152e-09
Position 545: 3.302492694375875e-10
Position 147: 1.9486237305082457e-10
Position 411: 1.0503266269489907e-10
