Gene = Eif3c
index = 368
Annotated 5SS: [   64   333  1709  1996  2785  3169  3408  3846  7559  7777  8728  9040
  9239  9702 10129 14437 18649 18806 18977 19227]
Annotated 3SS: [  191  1642  1805  2658  3113  3300  3720  7398  7672  8585  8913  9144
  9510  9903 14072 18488 18739 18888 19063 19330]
SMsplice 5SS: [  263  1559  1709  1996  2785  3169  3408  3854  7559  7777  8728  9040
  9239  9702 10129 18649 18806 18977 19227]
SMsplice 3SS: [ 1473  1642  1805  2658  3113  3300  3720  7398  7655  8585  8913  9144
  9510  9903 18488 18739 18888 19063 19330]
top_k =  500
Partition function (log Z): 46.234753608505194

Sorted 5' Splice Sites (High to Low Probability):
Position 18806: 0.9904128587826686
Position 3169: 0.9900658902605446
Position 2785: 0.9849484383792638
Position 18649: 0.9574741586095956
Position 18977: 0.9468331801592252
Position 7559: 0.929311753082796
Position 9040: 0.9225267121459094
Position 8728: 0.9137912824872089
Position 9239: 0.9021801154716281
Position 1709: 0.90185634002718
Position 7777: 0.8952492050276959
Position 19227: 0.8949706081178633
Position 3408: 0.84218746739933
Position 9702: 0.814964386839657
Position 10129: 0.7832583234925858
Position 263: 0.7109616911575357
Position 14437: 0.6906599646689457
Position 1559: 0.6648034200069132
Position 3854: 0.566854002531658
Position 17308: 0.5268117183775501
Position 1996: 0.5087231041955479
Position 64: 0.47047295175027753
Position 3846: 0.43143901013621505
Position 14247: 0.3763804201343397
Position 333: 0.22805163385039082
Position 5713: 0.21190482004207964
Position 1940: 0.18988347909143993
Position 2547: 0.17723851264570734
Position 7265: 0.15534606257883812
Position 15329: 0.15151820584527967
Position 9589: 0.14924901916955866
Position 5764: 0.12530683815739355
Position 17488: 0.10092774045012298
Position 18327: 0.08275261489622515
Position 7751: 0.08071854131988959
Position 19231: 0.07566498089207843
Position 10133: 0.0711833651425189
Position 3424: 0.06753306139136539
Position 5876: 0.06725871974801209
Position 1720: 0.06275758095832241
Position 3422: 0.05930195130737591
Position 4185: 0.05309621812711205
Position 8194: 0.05299980353600289
Position 7568: 0.04577332502802955
Position 17268: 0.039639582372661374
Position 8010: 0.03170094412923441
Position 4293: 0.030729834787719578
Position 14780: 0.028490885711184487
Position 14892: 0.028116073150592214
Position 463: 0.02570990776275035
Position 1724: 0.022807342162315062
Position 18990: 0.020282074782821107
Position 14412: 0.01835356453677638
Position 18670: 0.018011765269482158
Position 1922: 0.01610008475364093
Position 8779: 0.015977227636795578
Position 17883: 0.015931750800500775
Position 7961: 0.014561774107786103
Position 16327: 0.014375937385292276
Position 2806: 0.013200613610900152
Position 3337: 0.01268187791315339
Position 7532: 0.010489057043792565
Position 2353: 0.01008261043443862
Position 14265: 0.00962309773426589
Position 13555: 0.009469353658652492
Position 7539: 0.009037882087972779
Position 10056: 0.008721313874371684
Position 2349: 0.008720278989819134
Position 18993: 0.008252381967023608
Position 9715: 0.008178167320205269
Position 7186: 0.007850669957190085
Position 9014: 0.007793833437418532
Position 15425: 0.0075749996310443685
Position 3505: 0.007369019162066205
Position 12212: 0.006961512422397874
Position 1872: 0.006072754644353276
Position 3433: 0.00589278075013906
Position 2020: 0.005848179607303837
Position 19435: 0.005322425799847465
Position 5421: 0.005200609552421482
Position 10137: 0.00463532804301808
Position 383: 0.00457584091625032
Position 19006: 0.004357104926574712
Position 9056: 0.004236688373489749
Position 3649: 0.003770152794740056
Position 12245: 0.0037320690703208474
Position 5220: 0.0036291799780268125
Position 1841: 0.0032862593976282556
Position 1731: 0.0027423400103456104
Position 310: 0.0024320764362460064
Position 1573: 0.002425793025279036
Position 18599: 0.002266920571400858
Position 359: 0.0021800793917337255
Position 19002: 0.0020315488528215146
Position 14194: 0.001926844055783082
Position 8718: 0.0018632345492022363
Position 10168: 0.0018582638575028395
