Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  500
Partition function (log Z): -6.028738080629401

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9685478304223168
Position 476: 0.7596997982412903
Position 6028: 0.6273100626077192
Position 68: 0.4308541082831761
Position 7659: 0.18617998064057512
Position 3140: 0.140905381564428
Position 6463: 0.13525837451032696
Position 6421: 0.12215302607159674
Position 5826: 0.08207133971456425
Position 6505: 0.0686701191876958
Position 2571: 0.061898998613418486
Position 8351: 0.0546673631684214
Position 1748: 0.046961238747864426
Position 875: 0.046659486064561516
Position 1321: 0.04548393176601811
Position 4883: 0.04252355819344959
Position 63: 0.03635659392116484
Position 2486: 0.03599871622944244
Position 120: 0.03307480668758258
Position 5840: 0.029710262883217695
Position 6547: 0.028199006654347773
Position 135: 0.027010980588390014
Position 6407: 0.016930975665043996
Position 4319: 0.013847121761154303
Position 5870: 0.0137147905058904
Position 7189: 0.012054890850998095
Position 7626: 0.011998734618328753
Position 8743: 0.011502871411111401
Position 2635: 0.008332404912404187
Position 789: 0.008228908542264646
Position 3782: 0.008208629724395273
Position 6724: 0.008032314435420108
Position 2840: 0.007666463441687575
Position 5680: 0.007377731871992673
Position 4743: 0.0056859516076477505
Position 4704: 0.004350849892729492
Position 304: 0.0039903953640105135
Position 1580: 0.003880872915270406
Position 981: 0.003755723592441631
Position 110: 0.003601496001905644
Position 5654: 0.002745166314620787
Position 32: 0.0026226887841973487
Position 5624: 0.0021283068753866845
Position 793: 0.002095953721920746
Position 7429: 0.0019724300517212847
Position 2875: 0.001959171206292218
Position 998: 0.0018899061936270003
Position 2676: 0.0018421478586843477
Position 713: 0.0017908611357950936
Position 2425: 0.001474748926054338
Position 1841: 0.001440312138913057
Position 2334: 0.000982927996229006
Position 1110: 0.0009005396214751446
Position 482: 0.0005115792407389084
Position 3729: 0.00045756626150859523
Position 3136: 0.0004504230653092416
Position 3145: 0.000447730997747021
Position 6661: 0.00039627721307320193
Position 858: 0.0003713030536131619
Position 4592: 0.00027169679984583863
Position 196: 0.0002068926922308631
Position 5545: 0.00018968172213001087
Position 267: 0.00014339644893128178
Position 130: 0.00012153878461696397
Position 142: 0.00012125679942671244
Position 147: 7.19176206974435e-05
Position 317: 5.341673188734722e-05
Position 215: 3.320146858083291e-05
Position 469: 3.2617496835892695e-05
Position 2170: 3.0990838347041595e-05
Position 13: 2.243576313999868e-05
Position 4073: 2.234879009768321e-05
Position 480: 2.036044499492652e-05
Position 4265: 8.505846597806723e-06
Position 250: 6.789713934485385e-06
Position 621: 3.577305481189411e-06
Position 1232: 3.5543804417528335e-06
Position 233: 3.429952731478576e-06
Position 331: 2.024852772280633e-06
Position 271: 1.3976002902660287e-06
Position 325: 1.1883750880966193e-06
Position 613: 1.1758110321555758e-06
Position 678: 6.321839388840571e-07
Position 1121: 4.3798023987822465e-07
Position 599: 4.2682509792068444e-07
Position 768: 4.008180536621096e-07
Position 680: 3.5100073943192845e-07
Position 786: 2.476921497675441e-07
Position 333: 2.021348324597835e-07
Position 735: 1.7167477961097257e-07
Position 639: 1.4750462716189486e-07
Position 349: 8.9454340278275e-08
Position 3786: 8.274165335470987e-08
Position 627: 6.242157685899779e-09
Position 866: 5.407416664891938e-09
Position 878: 5.023289750326773e-09
Position 568: 8.534395366603453e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3529: 0.9386464993460026
Position 5749: 0.6669988766535436
Position 7541: 0.4713437970285096
Position 6313: 0.2544298910462787
Position 8643: 0.19543340821461616
Position 242: 0.18944466623181228
Position 6937: 0.14841112560684147
Position 3044: 0.10303267189631264
Position 5708: 0.08889149537357662
Position 8114: 0.07267514271343767
Position 8167: 0.07118046868632777
Position 2423: 0.06471186198680495
Position 303: 0.056826108986611175
Position 765: 0.045499582877997755
Position 5497: 0.04194684676202874
Position 6294: 0.03995391226045264
Position 6421: 0.038348475308973444
Position 8871: 0.037134739739300336
Position 1622: 0.036449600776565644
