Gene = Henmt1
index = 537
Annotated 5SS: [  348  1333  2772 12840 13851 17711 18636]
Annotated 3SS: [ 1184  2642 12726 13715 17530 18457 19825]
SMsplice 5SS: [  348  1333  2237  2772 12840 17711 18636]
SMsplice 3SS: [ 1184  2084  2642 12726 17530 18457 19825]
top_k =  500
Partition function (log Z): -5.941889818204318

Sorted 5' Splice Sites (High to Low Probability):
Position 12840: 0.9977822246762728
Position 2772: 0.9028488353598588
Position 17711: 0.8948773997687333
Position 1333: 0.8886965098490625
Position 2237: 0.8592853245267205
Position 18636: 0.6278823477167446
Position 9726: 0.49414615901583003
Position 13851: 0.4859298597325694
Position 348: 0.3861199385892831
Position 8847: 0.3326266084944328
Position 334: 0.2567578511841975
Position 86: 0.248161414981329
Position 6203: 0.1623850870972503
Position 1997: 0.15062626575814633
Position 17959: 0.1383336338365955
Position 10146: 0.10868164538695856
Position 506: 0.10306158510980293
Position 19361: 0.03269318415904773
Position 103: 0.019584114327509432
Position 2271: 0.018528399127626945
Position 18507: 0.015081339229068066
Position 158: 0.01496679306542808
Position 18680: 0.010433540646883968
Position 2222: 0.006387315775281212
Position 19163: 0.005810040068827559
Position 145: 0.005251248149058315
Position 1680: 0.005060964228455203
Position 3479: 0.004781101264622552
Position 4730: 0.004609719471131738
Position 4745: 0.004451700126147817
Position 2159: 0.0035911699959521245
Position 1502: 0.002864877714705229
Position 1488: 0.002757706162899247
Position 815: 0.0022107345706473347
Position 943: 0.0019356011665509231
Position 388: 0.0017579130328926604
Position 9243: 0.0016098863909709475
Position 1958: 0.001407218556704778
Position 428: 0.001325655601337385
Position 1003: 0.00099178215857728
Position 1867: 0.0009882732172403822
Position 1021: 0.000983435291855759
Position 627: 0.000949458372512441
Position 70: 0.0007330864373638781
Position 443: 0.0005962576362957229
Position 361: 0.00045481057992968944
Position 1081: 0.0003984165852785998
Position 2407: 0.000356849822014498
Position 1860: 0.00035021984319659027
Position 399: 0.00028356412990609585
Position 1775: 0.00023668550227422654
Position 1027: 0.00023294976831456454
Position 9672: 0.0002252326925083353
Position 127: 0.00021534340475258358
Position 1038: 0.0001945202785588731
Position 115: 0.00018023016084931713
Position 1411: 0.00017381088957850482
Position 791: 0.00016484554326303067
Position 1662: 0.00015957539554012985
Position 1639: 0.00015195388056214883
Position 133: 0.0001481499674666534
Position 1789: 0.00013690313889581655
Position 1590: 0.00013579711758080027
Position 1808: 0.00013562756762539746
Position 782: 0.00010252496528764373
Position 835: 0.00010191092371673035
Position 1499: 0.00010113898536081872
Position 130: 8.27150264792372e-05
Position 2217: 8.101772883844302e-05
Position 591: 8.069164923531266e-05
Position 1581: 7.960857843526132e-05
Position 57: 7.733279987977289e-05
Position 487: 7.732056783517978e-05
Position 510: 7.167400083727783e-05
Position 416: 6.732117708764605e-05
Position 862: 6.028787090915543e-05
Position 709: 5.561215337547677e-05
Position 871: 5.5276152537252866e-05
Position 8867: 5.5067720227806275e-05
Position 2691: 5.442635397223393e-05
Position 168: 4.992542309475663e-05
Position 2163: 4.957301923326763e-05
Position 2726: 4.1862235895921456e-05
Position 864: 3.950605285678861e-05
Position 759: 3.6094326093844795e-05
Position 3874: 3.295110330119882e-05
Position 663: 3.109990366164913e-05
Position 687: 3.031473471947745e-05
Position 3203: 2.843276941119651e-05
Position 522: 2.135746550699029e-05
Position 657: 1.7592512409772406e-05
Position 51: 1.7324985645514946e-05
Position 630: 1.4962345493174514e-05
Position 679: 1.0129286946823591e-05
Position 4006: 9.805554235232956e-06
Position 892: 6.898721675042175e-06
Position 3622: 6.5429410215552285e-06
Position 907: 5.383879924660741e-06
Position 3194: 5.139317983262285e-06
Position 5410: 4.444208918533373e-06
Position 7004: 4.401455290363805e-06
Position 1378: 2.3857374331229405e-06
Position 4734: 1.8863963823303857e-06
Position 3139: 1.884698429152396e-06
Position 2655: 1.642243824645814e-06
Position 39: 9.424070175329873e-07
Position 1365: 7.130295933222681e-07
Position 6653: 7.099333441515367e-07
Position 1376: 2.3464102989785992e-07
Position 195: 1.0589439763884967e-07
Position 1506: 8.987397813692184e-08
Position 1226: 8.406875618891847e-08
Position 1194: 6.945708032416145e-08
Position 2676: 1.0127768069687758e-08
Position 2109: 7.885170523629561e-09
Position 641: 5.916992820838274e-10
