Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
top_k =  500
Partition function (log Z): -5.655382215683076

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9914203977004145
Position 227: 0.3067192940857451
Position 221: 0.1223012708925192
Position 146: 0.08515226424102505
Position 142: 0.07844339674381737
Position 759: 0.0082527912912292
Position 197: 0.006804483786037858
Position 72: 0.0035106968088474333
Position 732: 0.003291200140500094
Position 26: 0.00302318010096317
Position 298: 0.0025550744195012207
Position 1129: 0.001996809138230049
Position 553: 0.0016039047885394449
Position 604: 0.0011200269751771594
Position 152: 0.0009792917252279445
Position 1047: 0.0007871872371229005
Position 117: 0.0006844875885641455
Position 99: 0.0006654068893325053
Position 256: 0.0004955456927503692
Position 349: 0.00044342225432893385
Position 42: 0.00036627679220974514
Position 1529: 0.0003517373131621968
Position 1407: 0.0002659247403453818
Position 46: 0.00025854065159308117
Position 389: 0.0001489924452401966
Position 78: 0.00014540485053111984
Position 515: 0.00012713398112183368
Position 155: 0.0001011326565904916
Position 269: 0.0001010013457141602
Position 708: 9.783819189493211e-05
Position 547: 9.309745556661364e-05
Position 19: 8.901029009217107e-05
Position 524: 8.232200318179782e-05
Position 1194: 5.2481377710661116e-05
Position 65: 5.177233107462134e-05
Position 910: 4.4027288123879976e-05
Position 1006: 4.0796197378294936e-05
Position 742: 2.2638996932040934e-05
Position 697: 1.4591468022023275e-05
Position 1418: 1.3555299538837014e-05
Position 799: 1.2797560860375314e-05
Position 849: 1.090705771482929e-05
Position 1050: 1.0133813304007718e-05
Position 854: 1.0096357844174202e-05
Position 594: 7.277652258416856e-06
Position 429: 2.633093493871443e-07
Position 1013: 1.7047666645034205e-08
Position 1063: 1.6745212347456442e-08
Position 636: 1.4163340132436202e-08
Position 663: 1.3534985885262557e-08
Position 624: 1.1973275746067999e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9230076646279468
Position 427: 0.6040575337899257
Position 1317: 0.021397821829604743
Position 782: 0.012369477505479527
Position 1224: 0.00926652180727326
Position 1288: 0.0066761433517219726
Position 1565: 0.005050438616203865
Position 644: 0.0048247349057019325
Position 663: 0.004364781743858198
Position 835: 0.0034800248216845953
Position 1328: 0.003187692984639732
Position 1193: 0.003011480523058496
Position 1257: 0.002909043565810357
Position 669: 0.0028188589460973984
Position 1684: 0.001802759499926804
Position 1263: 0.001611961847537706
Position 660: 0.0014977976601838004
Position 376: 0.0011157099514252232
Position 466: 0.0011132713523101033
Position 1296: 0.0010768864593997168
Position 704: 0.000982898688887641
Position 469: 0.000893468534418026
Position 1546: 0.0005936179859019247
Position 1859: 0.0005840501500787124
Position 1337: 0.0004282654110469129
Position 445: 0.00042364074103198
Position 226: 0.000403267069151564
Position 487: 0.0003426476501597653
Position 1747: 0.00024366869707925524
Position 1118: 0.00023154853673437042
Position 1591: 0.00023005833260410842
Position 1299: 0.00021042067865908854
Position 1633: 0.00018404848192404594
Position 1385: 0.0001805907512743118
Position 1611: 0.00017763600346146436
Position 313: 0.0001690884536341093
Position 1657: 0.00013290414021241705
Position 687: 0.0001322252165591335
Position 346: 0.000128982633706554
Position 160: 0.0001043141684839238
Position 1636: 9.019199478840269e-05
Position 1735: 8.221174323202804e-05
Position 1864: 8.153040859923511e-05
Position 1455: 7.790540567865363e-05
Position 1462: 7.46679116624127e-05
Position 1144: 7.26301507096189e-05
Position 1363: 7.2221156177982e-05
Position 382: 7.153530664023767e-05
Position 520: 6.42835721920406e-05
Position 481: 5.809208524469612e-05
Position 1840: 4.535595878187089e-05
Position 636: 4.396134240960026e-05
Position 280: 4.071159711773019e-05
Position 388: 4.0577646154601e-05
Position 490: 3.8564385236024015e-05
Position 91: 3.553934433054275e-05
Position 1688: 2.949178955273256e-05
Position 256: 2.903629520458597e-05
Position 408: 2.5775563029606386e-05
Position 854: 2.3803473141437588e-05
Position 217: 2.370710670989017e-05
Position 1586: 2.3509986682053123e-05
Position 1271: 2.233355801098578e-05
Position 220: 1.9612623890952902e-05
Position 697: 1.884280336747135e-05
Position 394: 1.8739969804597422e-05
Position 403: 1.4682683748669189e-05
Position 740: 1.1855709572967745e-05
Position 1533: 1.1013929459019117e-05
Position 1265: 1.0015077010593587e-05
Position 1125: 9.639775410582249e-06
Position 732: 9.368986258728282e-06
Position 241: 7.533243331422658e-06
Position 406: 7.346710155803578e-06
Position 1773: 7.18888239943988e-06
Position 289: 4.995345383164086e-06
Position 244: 4.132050528084664e-06
Position 117: 4.02022284017584e-06
Position 499: 3.904124061343152e-06
Position 716: 3.615860122814291e-06
Position 211: 3.1986410571031952e-06
Position 124: 2.6773657615908603e-06
Position 508: 1.605191762297606e-06
Position 536: 1.4701205285513097e-06
Position 150: 1.3023081999190458e-06
Position 99: 1.2827655633234338e-06
Position 202: 1.0753431853812558e-06
Position 137: 9.715187577215405e-07
Position 235: 7.170166041634814e-07
Position 736: 5.739933557382911e-07
Position 168: 5.71454721299566e-07
Position 173: 4.607795099937351e-07
Position 253: 4.395411544224341e-07
Position 747: 4.2481556434158114e-07
Position 165: 2.336859671246441e-07
Position 355: 2.0429662899708342e-07
Position 541: 1.8521424716490784e-07
Position 560: 1.3348597301742669e-07
Position 538: 1.3143635446995183e-07
Position 547: 6.849066203106878e-08
Position 1032: 6.834928325400408e-08
Position 170: 6.768343552126152e-08
