Gene = Fxyd5
index = 418
Annotated 5SS: [ 392 1085 2299 3444 4661 6046 7096 7273]
Annotated 3SS: [1023 2223 3386 4552 5964 7065 7197 9462]
SMsplice 5SS: [ 392 2299 3444 4661 7096]
SMsplice 3SS: [2223 3386 4516 7065 7197]
top_k =  500
Partition function (log Z): 1.8704980907826743

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9823414175076344
Position 3444: 0.9668627889988721
Position 4661: 0.9496381239235869
Position 392: 0.9186415543645711
Position 7096: 0.837830675373174
Position 1085: 0.46450225875060397
Position 7273: 0.4076627447297414
Position 3770: 0.32228417110733476
Position 6046: 0.10425786710842848
Position 1720: 0.0823962128062416
Position 5965: 0.07367397701496152
Position 5450: 0.07149306162438403
Position 1530: 0.06909228433149349
Position 3245: 0.04295807770871102
Position 435: 0.03266790391721301
Position 9509: 0.03255543254930375
Position 5454: 0.02577592304501381
Position 2063: 0.02123772795192181
Position 1209: 0.021224410999010526
Position 8280: 0.019933431430401053
Position 7333: 0.01962121755037358
Position 3117: 0.01427321323565864
Position 7239: 0.013648329500177473
Position 979: 0.012630411995562267
Position 6104: 0.011944536776317752
Position 2053: 0.011146131699252425
Position 353: 0.010780121619388567
Position 5471: 0.010496332283809005
Position 3170: 0.009366928810352771
Position 8529: 0.008076794440213284
Position 2157: 0.006657340324203821
Position 4993: 0.005970789414814854
Position 2874: 0.005957332837395722
Position 4484: 0.005692948207048123
Position 3799: 0.0053661253964925205
Position 4436: 0.005177677871070508
Position 9: 0.004727674495167273
Position 4352: 0.004495864968362679
Position 2143: 0.003813061451464721
Position 6190: 0.003279238176309496
Position 649: 0.003226429629633929
Position 4426: 0.0027527184680991947
Position 1284: 0.002185573342318845
Position 7279: 0.00210747213895274
Position 7991: 0.0017453686977144274
Position 7957: 0.0016688647571984282
Position 1144: 0.0015157754176862884
Position 1252: 0.001509739380185108
Position 1168: 0.0015082177317507681
Position 971: 0.0014036752493322593
Position 2890: 0.0012893818139715079
Position 4007: 0.0011007444443432662
Position 553: 0.0010894162761945717
Position 2182: 0.0009569022205142025
Position 2477: 0.0009532339185623558
Position 7450: 0.0009383215151501079
Position 3135: 0.0008457336906581214
Position 3218: 0.0008261885174921737
Position 4060: 0.0007703756367431293
Position 7978: 0.0007437800432949602
Position 5816: 0.0007336560506086286
Position 1669: 0.0006935267412792179
Position 6873: 0.0005943400276448946
Position 1541: 0.0005366954381592367
Position 3055: 0.000535236852324995
Position 2116: 0.000526283424858176
Position 3981: 0.0005093624437355996
Position 1510: 0.0004428317974539663
Position 2108: 0.00043158357777801156
Position 1227: 0.00040876821810574836
Position 2147: 0.0003847867466001012
Position 1534: 0.00036652992262034366
Position 929: 0.0003569433235677768
Position 2338: 0.00031452913362535137
Position 4034: 0.0002918552747777025
Position 754: 0.0002517192372954296
Position 3072: 0.00020617411412279948
Position 2308: 0.00020072511461193665
Position 21: 0.00019828350966165996
Position 3105: 0.00019346586877180767
Position 579: 0.00019289367804081796
Position 2783: 0.00018152167063051038
Position 202: 0.00015286265099774272
Position 2103: 0.00012401887676264482
Position 133: 0.00010948894949240199
Position 87: 9.623974072802248e-05
Position 302: 9.038384718228052e-05
Position 3035: 8.918443670081974e-05
Position 3102: 8.83762791881243e-05
Position 3954: 8.240403876390382e-05
Position 519: 7.291064701099146e-05
Position 591: 7.205753114863654e-05
Position 487: 5.633094731853273e-05
Position 1296: 4.674546318334311e-05
Position 244: 4.3425698527048695e-05
Position 286: 2.855696543375261e-05
Position 5168: 2.3136380222457828e-05
Position 6511: 2.1430580394866597e-05
Position 879: 2.1180369692752808e-05
Position 594: 2.0578607389953412e-05
Position 767: 2.0368702850007265e-05
Position 166: 1.7874561517392495e-05
Position 6100: 1.725288252846063e-05
Position 7230: 1.68963764249705e-05
Position 6213: 1.5380019665032757e-05
Position 316: 1.262191613929235e-05
Position 183: 1.0477512970353305e-05
Position 498: 1.031766194927583e-05
Position 5314: 9.652616581272754e-06
Position 28: 8.731485756392062e-06
Position 396: 4.9599558513938085e-06
Position 369: 4.695044615868493e-06
Position 653: 1.2588334581167471e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3386: 0.9174550825113117
Position 7197: 0.8796163691011362
Position 7065: 0.8205285933347984
Position 2223: 0.7817179069266584
Position 9462: 0.4188206844124099
Position 4516: 0.3333543270450861
Position 4549: 0.31944822753356666
Position 4552: 0.2807632591884606
Position 1023: 0.2178793509527182
Position 3657: 0.16859375033844323
Position 1011: 0.1155230125267566
Position 5865: 0.11078342398455088
Position 2208: 0.10949291349466082
Position 3634: 0.0918386790611738
Position 1404: 0.08197926790799827
Position 5964: 0.07352658487629339
Position 859: 0.07056509512918975
Position 5225: 0.06829448045644144
Position 9508: 0.06318069991224784
Position 2259: 0.061975149558656226
Position 914: 0.042511914376089026
Position 2923: 0.039734595015433555
Position 1933: 0.037724351274933045
Position 9600: 0.03176830596235551
Position 3330: 0.028303927948539538
Position 8129: 0.025143213461614185
Position 3116: 0.024938015311851885
Position 3518: 0.020019676034871384
Position 6958: 0.01940901261563019
Position 1600: 0.01913853973688179
Position 2228: 0.017348004988365664
Position 3593: 0.016139338411484485
Position 1585: 0.015882640633399905
Position 3576: 0.015733961966462148
Position 7035: 0.014379436371474394
Position 4351: 0.013588729038704403
Position 1346: 0.01200441044608346
Position 5276: 0.011432289264180858
Position 7406: 0.011303897290712527
Position 3392: 0.010724613748390259
Position 1919: 0.010663782661614073
Position 3598: 0.010376370031159961
Position 1082: 0.010284727231387571
Position 9390: 0.007479108847536222
Position 5349: 0.007416500818787255
Position 8443: 0.007046900117100637
Position 5319: 0.006967654522460495
Position 1122: 0.006607440370421413
Position 3278: 0.006560971580348428
Position 2143: 0.0061895960066157526
Position 5976: 0.005614725076960902
Position 4561: 0.005614573454304472
Position 806: 0.005541104839017363
Position 4555: 0.005437732491046233
Position 8868: 0.005210663588919733
Position 7465: 0.004834870997301561
Position 5249: 0.004830249005135929
Position 8647: 0.004787472259720369
Position 1529: 0.004691635813819219
Position 5360: 0.004212459422548569
Position 5383: 0.004083495946591088
Position 7710: 0.003803924254943037
Position 2750: 0.0033349567750262953
Position 918: 0.0032610594391294196
Position 3319: 0.0032114931325409545
Position 4814: 0.0031459214535959497
Position 5902: 0.003145840529341566
Position 1343: 0.0030400748608667215
Position 3892: 0.0027658734437814897
Position 744: 0.0026898627629660956
Position 4232: 0.0026504781679214558
Position 4937: 0.00256588653215718
Position 8402: 0.002550910593259061
Position 1079: 0.002289797721308215
Position 3067: 0.0022644292468680513
Position 9166: 0.002122773333162138
Position 4421: 0.0021188973449522974
Position 4444: 0.0020970116091627118
Position 228: 0.0018136169368151351
Position 2928: 0.0017725656758244663
Position 4258: 0.0017513465372117048
Position 519: 0.0017019503240071215
Position 1604: 0.001634713039761795
Position 9728: 0.0016327637432063692
Position 9543: 0.0016324797402039136
Position 1879: 0.001592089071374461
Position 1037: 0.0015672372521234853
Position 7690: 0.001547504916577667
Position 2769: 0.0015204695894833664
Position 174: 0.0014831600600343773
Position 9077: 0.0014405611371613907
Position 8150: 0.0013700626977087996
Position 2689: 0.0012048622122379355
Position 815: 0.0011542501350028976
Position 9602: 0.001122532365244872
Position 9136: 0.0011163299833354156
Position 85: 0.0011120297233262696
Position 1612: 0.0010627380008181187
Position 957: 0.0010488966263895244
Position 9283: 0.0010258349625461517
Position 7815: 0.0010095309468403043
Position 3739: 0.0009694726474737682
Position 3217: 0.0009139682215371774
Position 8570: 0.0008665704766379494
Position 8922: 0.0008534815545711841
Position 1632: 0.0008522087101211438
Position 5046: 0.0008461679837279653
Position 7743: 0.0008433871724500662
Position 6760: 0.0008040895115122204
Position 2641: 0.0007836169889006566
Position 9609: 0.0007616748253426425
Position 8621: 0.0007539387442585903
Position 7371: 0.0007491542646636923
