Gene = Ephx1
index = 381
Annotated 5SS: [  143 15771 17847 21621 22942 23691 25637 27177]
Annotated 3SS: [15582 17665 21392 22811 23481 25527 27050 27588]
SMsplice 5SS: [  143  3140  5167 15771 17847 21621 22942 25637 27177]
SMsplice 3SS: [ 2968  5012 15582 17665 21392 22811 25527 27050 27588]
top_k =  500
Partition function (log Z): -2.9004317249712677

Sorted 5' Splice Sites (High to Low Probability):
Position 21621: 0.9999999927695672
Position 22942: 0.9999999927695672
Position 5167: 0.9714242523024988
Position 25637: 0.9541316713600194
Position 27177: 0.9255698399163445
Position 3140: 0.719873607772778
Position 143: 0.6245451036921371
Position 611: 0.47617533949324214
Position 9579: 0.4561943200525357
Position 25165: 0.4537301003149064
Position 23691: 0.4201855884161513
Position 26138: 0.3682695885521643
Position 27350: 0.3078553553874888
Position 3606: 0.23319462105034727
Position 3799: 0.20507371861467927
Position 5520: 0.1562016055779486
Position 25214: 0.08725087480305113
Position 7444: 0.07384083109486131
Position 2416: 0.06890927640818037
Position 27377: 0.06802746250995222
Position 197: 0.06618555636457601
Position 3768: 0.0648593456995542
Position 175: 0.06029955630791693
Position 27312: 0.050016665936103155
Position 338: 0.04387130766185938
Position 26217: 0.03564665129065965
Position 26159: 0.03483064244341634
Position 1346: 0.026328211668615306
Position 467: 0.025290249175064162
Position 820: 0.019161782377220278
Position 969: 0.01848477875978542
Position 2831: 0.016633802143294595
Position 4169: 0.01645912959909374
Position 27262: 0.01623735181181276
Position 27372: 0.014939633766868599
Position 7211: 0.01471273720998235
Position 598: 0.009722633785455506
Position 27655: 0.007664308022878031
Position 942: 0.005239177108117049
Position 2560: 0.004366083074919267
Position 26732: 0.003374058886669455
Position 6220: 0.0031858557915096083
Position 27432: 0.0031184295560208065
Position 3047: 0.00302432702079471
Position 27763: 0.002956486640657567
Position 26494: 0.0025467937436833513
Position 3073: 0.0024389418979929404
Position 27665: 0.00209863849090058
Position 1110: 0.0019594531849158915
Position 3069: 0.0015762075586123905
Position 117: 0.001506308696421728
Position 181: 0.0013487762766341755
Position 27160: 0.0010485298253026455
Position 342: 0.0006443810842062674
Position 27659: 0.0004935298935016715
Position 27470: 0.0003972436984818413
Position 27670: 0.00022180729256750985
Position 577: 0.0002170635669755337
Position 270: 9.795816167142859e-05
Position 615: 5.672588358029994e-05
Position 412: 5.2323039397731314e-05
Position 1009: 3.986056340088325e-05
Position 382: 3.815138747164421e-05
Position 1969: 3.5680281049350876e-05
Position 1117: 2.7957589746061173e-05
Position 488: 2.4468168470389176e-05
Position 886: 2.3201795248228916e-05
Position 2119: 2.1552785656908664e-05
Position 634: 1.655882030506062e-05
Position 425: 1.3677007501169487e-05
Position 248: 1.2252583322533721e-05
Position 12: 3.361882291436124e-06
Position 86: 2.8796589399329233e-06
Position 305: 2.4242321586799354e-06
Position 827: 2.205902465206868e-06
Position 784: 1.6819752885612115e-06
Position 27112: 1.3170373991874328e-06
Position 78: 1.0946090805390744e-06
Position 552: 1.0836296020272979e-06
Position 416: 1.0082600475628116e-06
Position 801: 9.370801326275331e-07
Position 38: 5.347726216861789e-07
Position 627: 4.783707093197415e-07
Position 482: 3.450606022443242e-08
Position 40: 2.078267036905127e-08
Position 824: 1.541380743049705e-08
Position 513: 1.3621315105063084e-08
Position 526: 8.344344774538705e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21392: 0.9999999927695672
Position 22811: 0.9999999927695672
Position 25527: 0.9541316713600194
