Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  500
Partition function (log Z): 2.0868322195583704

Sorted 5' Splice Sites (High to Low Probability):
Position 6174: 0.9875342013637319
Position 4801: 0.9671860440515093
Position 1929: 0.9355646757525704
Position 4200: 0.8379954945248054
Position 3789: 0.5532003084044019
Position 541: 0.4904774619711178
Position 141: 0.42584333310389993
Position 10165: 0.3251567437983699
Position 12493: 0.21766587479217087
Position 14097: 0.19565120307980338
Position 154: 0.1952307729987785
Position 15151: 0.18342131309182752
Position 74: 0.1694855648037651
Position 3945: 0.16820481888213776
Position 4261: 0.1480864993360667
Position 557: 0.12348742662371964
Position 3610: 0.12276248909026843
Position 9268: 0.09580307231886184
Position 3830: 0.09467401020562746
Position 1484: 0.0813451460518059
Position 1415: 0.06346240747733337
Position 100: 0.04191582654281912
Position 5243: 0.03506098424211256
Position 1467: 0.034201484379243544
Position 11826: 0.03396488021854058
Position 7865: 0.031609612406238365
Position 3669: 0.030776803755465643
Position 3419: 0.030586563249306253
Position 998: 0.026692215770359563
Position 9351: 0.02501424975659572
Position 5416: 0.021111178368742035
Position 1583: 0.01957039753013621
Position 1751: 0.014989027209580353
Position 5948: 0.013593312804486621
Position 11704: 0.013422024834521958
Position 1449: 0.013321867560560259
Position 6937: 0.012764638735125518
Position 12950: 0.011307360078424013
Position 5250: 0.009390612417011442
Position 3673: 0.008702078026887883
Position 5578: 0.008650683360794772
Position 3398: 0.0077194351105976935
Position 3232: 0.007417507154686434
Position 1855: 0.007385777667905178
Position 7744: 0.006673479083809507
Position 4756: 0.005787671546569339
Position 3775: 0.005738772636956844
Position 903: 0.004258111559272343
Position 3388: 0.0037809791584859954
Position 2497: 0.0037334670228415003
Position 106: 0.00355312703814393
Position 1549: 0.0035375057031021688
Position 1038: 0.0029458864891748937
Position 1557: 0.002884567373560414
Position 269: 0.0025999263563860563
Position 3755: 0.0025371613002283253
Position 5283: 0.0024589280009847084
Position 4313: 0.002436101306249302
Position 19: 0.0023477386755387806
Position 6439: 0.0023426355253072227
Position 7973: 0.0022803050983451296
Position 3493: 0.002189748584408318
Position 1994: 0.0021615342283748114
Position 5533: 0.0019845635632508517
Position 3627: 0.0019363804377846505
Position 3822: 0.00185608621055769
Position 5240: 0.0017540701903138779
Position 3636: 0.001749713407848864
Position 7142: 0.001727882543474207
Position 2277: 0.0016478523226235078
Position 5006: 0.001604749453971726
Position 1443: 0.0015448420215454198
Position 5562: 0.0015285472695774267
Position 1705: 0.0015114942436364296
Position 4515: 0.0014501922485051293
Position 4322: 0.0013811891545151553
Position 1395: 0.0013182613593128955
Position 1515: 0.0013052276169763773
Position 993: 0.001245848370829149
Position 3949: 0.0011930035625153579
Position 7114: 0.001139201446691488
Position 3217: 0.0011206427957373543
Position 3634: 0.0010775889853594017
Position 2476: 0.0010735485061902743
Position 4843: 0.0010704096216462837
Position 3683: 0.0010328613673961282
Position 3688: 0.0009912785977640366
Position 6160: 0.000988534456807714
Position 1958: 0.0009640244159330349
Position 1488: 0.0009488764946453739
Position 6932: 0.0009376775904572516
Position 1933: 0.0009107908339411415
Position 3662: 0.000757715110954611
Position 6144: 0.0006136666465578811
Position 61: 0.0005493154727327185
Position 2332: 0.000541462809322656
Position 5347: 0.0005394296042508216
Position 1274: 0.0005217381377771905
Position 6443: 0.0005011575709221832
Position 8946: 0.0004907843860315977
Position 8037: 0.0004766417678112859
Position 4447: 0.00039102066544576745
Position 8123: 0.00037107371068187357
