Gene = Anapc5
index = 117
Annotated 5SS: [  360  1732  2486  3519  6791 14040 15095 18517 19210 20889 22001 26923
 27903 29513 29732 33038]
Annotated 3SS: [ 1651  2375  3334  6723 13937 14903 18434 19119 20706 21864 26847 27780
 29404 29583 32874 33320]
SMsplice 5SS: [  360  1732  2486  3519  6791 14040 15095 19210 20889 21621 22001 26923
 29513 29732 33038]
SMsplice 3SS: [ 1651  2375  3334  6723 13937 14903 19119 20745 21465 21864 26847 29404
 29583 32874 33320]
top_k =  500
Partition function (log Z): 28.51029158608123

Sorted 5' Splice Sites (High to Low Probability):
Position 29732: 0.9977301242967661
Position 29513: 0.9969422826569173
Position 22001: 0.9788160319322334
Position 3519: 0.9785309105274673
Position 33038: 0.9693894268542153
Position 6791: 0.9574082866086977
Position 360: 0.9546198404467974
Position 14040: 0.9371844090014867
Position 20889: 0.9145485649779544
Position 1732: 0.9110565368525174
Position 15095: 0.8659235423892798
Position 26923: 0.8011793224899896
Position 19210: 0.7850053518644458
Position 2486: 0.5719372811985343
Position 8816: 0.5499067368995989
Position 27903: 0.49168482041819284
Position 21621: 0.488224706909646
Position 21556: 0.3577071192978507
Position 19826: 0.2863124501129215
Position 28432: 0.2764060634904891
Position 20442: 0.25905632089213054
Position 2797: 0.2273955709653234
Position 7614: 0.2043944010865441
Position 3013: 0.2034250207904037
Position 26965: 0.14261845039076404
Position 9253: 0.11784939585838788
Position 7889: 0.10957100919908914
Position 21613: 0.08540043433879253
Position 2527: 0.08462615601780034
Position 2482: 0.07666963435851538
Position 5754: 0.07503857718321401
Position 27942: 0.06509990843993392
Position 11352: 0.055677024147040614
Position 24771: 0.047081076448712574
Position 3171: 0.04558076537520732
Position 12008: 0.04423304883899393
Position 3279: 0.04156699696888286
Position 5155: 0.03931262435581901
Position 7121: 0.039056000280156364
Position 1821: 0.039025521012085514
Position 30349: 0.03886561816957342
Position 5188: 0.037949378756921816
Position 77: 0.03789565808909746
Position 27978: 0.03557819719237734
Position 2982: 0.03203789310027007
Position 1508: 0.03203572481575133
Position 1161: 0.031500130163882326
Position 5127: 0.03027297745766109
Position 14085: 0.029136438700048756
Position 26954: 0.025746125744055003
Position 14680: 0.025531128608593218
Position 27367: 0.025353910598816334
Position 14478: 0.023335211964841465
Position 5093: 0.021043021379837743
Position 30133: 0.020901260302616523
Position 1759: 0.019490458888735303
Position 4958: 0.018403882711357317
Position 3514: 0.01791878324141118
Position 24888: 0.016008758074958298
Position 14232: 0.01510659631873738
Position 28529: 0.015009623434893718
Position 21538: 0.01442864378555371
Position 28506: 0.01434046574354446
Position 22216: 0.013184846257900286
Position 24311: 0.012646733997375143
Position 23948: 0.012099978637124963
Position 204: 0.011872736617167652
Position 22005: 0.01042156235081176
Position 26364: 0.010385257597580766
Position 5805: 0.010271679886672703
Position 10089: 0.010091760151220432
Position 28540: 0.00984909681495452
Position 30706: 0.00948158801610139
Position 5116: 0.009283062151481902
Position 4499: 0.009079471615035686
Position 29235: 0.008583110711421633
