Gene = Yod1
index = 1196
Annotated 5SS: [485]
Annotated 3SS: [1388]
SMsplice 5SS: [485 777]
SMsplice 3SS: [ 718 1388]
top_k =  500
Partition function (log Z): -7.447766964102964

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.9754590776365507
Position 777: 0.759332524310073
Position 286: 0.11576575332065622
Position 1083: 0.03837757222092186
Position 4540: 0.021487160079353695
Position 203: 0.018948942437827514
Position 121: 0.01707657650683074
Position 1279: 0.009880820924524593
Position 812: 0.009531846566123561
Position 548: 0.0074344134455906555
Position 190: 0.00734310757871789
Position 3336: 0.0071598426552995096
Position 6051: 0.006670308623989885
Position 1455: 0.006141920039561148
Position 6451: 0.005884592965628943
Position 784: 0.005384384233599598
Position 1620: 0.004296340312435046
Position 1536: 0.0028840016078509807
Position 615: 0.0026074434583410735
Position 3120: 0.0024402438389312404
Position 99: 0.0019663916614045215
Position 217: 0.0015741068013100808
Position 159: 0.0013883483302661753
Position 2824: 0.0010692539456911942
Position 123: 0.0010647476150713296
Position 1115: 0.0009320885115060518
Position 803: 0.0006571654535108354
Position 1638: 0.0005936835323610006
Position 279: 0.000575619152448987
Position 1464: 0.0005052060090649713
Position 1863: 0.000456089770022243
Position 1127: 0.0003876245933435801
Position 816: 0.00036751475459278224
Position 225: 0.0002444913815713831
Position 691: 0.0002193135751799295
Position 1264: 0.0002133559000116035
Position 1469: 0.00017636410425299462
Position 1441: 0.00016513820199636327
Position 1674: 0.0001612516314886446
Position 1016: 0.00014663418652390866
Position 480: 0.00013409677604263762
Position 750: 0.0001093882369916791
Position 2422: 9.389157411509584e-05
Position 1389: 8.502823296097149e-05
Position 1241: 8.041926268943997e-05
Position 429: 7.897279420310599e-05
Position 622: 7.815276979495946e-05
Position 398: 6.82872301129343e-05
Position 633: 6.630984301355652e-05
Position 1098: 5.927118866832371e-05
Position 1131: 5.627710746078649e-05
Position 1162: 5.467206203376848e-05
Position 837: 5.064312261603922e-05
Position 305: 4.876585445338452e-05
Position 1154: 4.4172083675088095e-05
Position 512: 4.134452112173348e-05
Position 1075: 4.108316469726036e-05
Position 326: 3.6932830577333525e-05
Position 76: 3.622218038323431e-05
Position 539: 2.919783016131432e-05
Position 412: 1.8990187224428214e-05
Position 524: 1.2599659638881394e-05
Position 566: 1.1099976434164216e-05
Position 558: 6.120037833934697e-06
Position 814: 3.4496781371325356e-06
Position 655: 1.9213088642716758e-06
Position 835: 8.995599601823191e-07
Position 1001: 7.161841466695631e-07
Position 617: 4.1678779123325545e-07
Position 1187: 1.4975600119413937e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.7170983414008467
Position 1388: 0.6723985251964105
Position 1362: 0.10143485364549819
Position 360: 0.05763201524448309
Position 398: 0.055436173559789574
Position 4438: 0.05307676629768713
Position 690: 0.04999113473298344
Position 324: 0.038480013242693324
Position 6300: 0.03689139843444202
Position 1000: 0.03086619956131708
Position 970: 0.02798578496826336
Position 641: 0.019863687047256103
Position 4908: 0.01419668296043206
Position 5915: 0.013673207436599994
Position 6304: 0.012716181078315684
Position 6627: 0.00872613134384897
Position 1057: 0.008678220316010454
Position 7009: 0.008628884431963366
Position 5515: 0.00820091515006407
Position 4890: 0.008136944782090387
Position 3065: 0.00784515113807478
Position 6853: 0.006334192445513966
Position 1805: 0.005106832143503618
Position 1536: 0.004411486581857442
Position 6333: 0.0036834628636309083
Position 4121: 0.003377330647441888
Position 679: 0.0033370173746497638
Position 3156: 0.003277661176591204
Position 4655: 0.0031707530171193126
Position 5263: 0.0030132945113038965
Position 335: 0.0029931348999028616
Position 3227: 0.002942632895735077
Position 2707: 0.002590673508167773
Position 4539: 0.002512319892885502
Position 2978: 0.002384700296719375
Position 2961: 0.0022887915862939553
Position 2823: 0.00213844195236246
Position 3531: 0.0018581067103413192
Position 5278: 0.001663764036951458
Position 723: 0.0014181662528937326
Position 1497: 0.001393978901292846
Position 1006: 0.0013814980551176555
Position 6217: 0.0012954634078830762
Position 3190: 0.0012117517407159474
Position 3023: 0.001138950778415572
Position 5882: 0.001089293106815809
Position 2677: 0.001080891696539406
Position 1799: 0.001062978439956849
Position 643: 0.0010526163941234283
Position 5648: 0.000910574950897468
Position 5116: 0.0008968024076549767
Position 3411: 0.0008526560251578229
Position 5058: 0.0007889387974145744
Position 354: 0.0007775753312171307
Position 572: 0.0007537891268410735
Position 6940: 0.0007440108208273752
Position 6819: 0.0007134172340822623
Position 1209: 0.0007117120329879777
Position 726: 0.0006109325980156651
Position 1036: 0.0006055078590461033
Position 2421: 0.0006033552090527385
Position 402: 0.0006014718232049367
Position 3472: 0.0005822437437514084
Position 2288: 0.00046448301024001117
Position 1880: 0.00043581886138125884
Position 1409: 0.00039052542913020394
Position 2174: 0.0003784442039985509
Position 2245: 0.0003425269309423198
Position 443: 0.00033173555172615396
Position 4715: 0.0003154597353202537
Position 4076: 0.0002656710383398917
Position 4936: 0.00026407203402783043
Position 3010: 0.00023080052400923428
Position 3111: 0.00022486761563476847
Position 1763: 0.00021726578555724514
Position 3745: 0.00021533938679661844
Position 1162: 0.00020560521126328237
Position 773: 0.0001984311927780594
Position 2588: 0.0001983377881539761
Position 225: 0.0001774663850796464
Position 576: 0.00016910441799228597
