Gene = Ackr1
index = 95
Annotated 5SS: [113]
Annotated 3SS: [572]
SMsplice 5SS: [113]
SMsplice 3SS: [305]
top_k =  500
Partition function (log Z): -5.386867050118898

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9965909577588853
Position 948: 0.05674384090875701
Position 531: 0.020925780993066245
Position 953: 0.01372915137087819
Position 722: 0.009730363162179453
Position 1272: 0.007908130972161698
Position 706: 0.006476666565564213
Position 315: 0.005052234961659102
Position 106: 0.00328167714912001
Position 380: 0.0020366522854007693
Position 319: 0.0014976274740185291
Position 667: 0.0012173435360130012
Position 569: 0.000622950599943388
Position 1341: 0.00021903081755760183
Position 848: 0.00017518466280263962
Position 425: 0.00010607982508686916
Position 573: 4.0056305246943225e-05
Position 855: 3.709837451889265e-05
Position 233: 1.926378999177786e-05
Position 396: 8.871643799902236e-06
Position 751: 5.747131164983267e-06
Position 608: 3.215952729801001e-06
Position 119: 2.9683178182858614e-06
Position 562: 2.579179509726827e-06
Position 388: 2.300990862014245e-06
Position 753: 2.2881644094033142e-06
Position 560: 2.1559088392131096e-06
Position 102: 2.114256968906873e-06
Position 772: 2.0118932594744316e-06
Position 549: 1.8959064920755036e-06
Position 63: 1.4756301503620894e-06
Position 150: 1.365619953409493e-06
Position 869: 1.1151140505957518e-06
Position 1024: 1.0737894878736815e-06
Position 117: 5.217564862094613e-07
Position 52: 3.022624135575948e-07
Position 323: 2.0977951583902185e-07
Position 130: 1.5551660394491495e-07
Position 635: 1.4480960267000226e-07
Position 6: 1.2685306172824318e-07
Position 87: 1.0707863105528963e-07
Position 309: 7.575874572069941e-08
Position 226: 3.361050522577793e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 305: 0.3166728812694113
Position 1147: 0.12173952849399497
Position 721: 0.10618285010584429
Position 357: 0.09627677715109474
Position 622: 0.07653617248164021
Position 818: 0.0739960282890375
Position 572: 0.0713586751469621
Position 179: 0.06453945776537139
Position 233: 0.03863002401445668
Position 405: 0.029251034462380913
Position 799: 0.022457812850482473
Position 751: 0.013321232215815826
Position 1074: 0.009958830363707446
Position 379: 0.009701988594731856
Position 1227: 0.008862582481816286
Position 1086: 0.007281474450667329
Position 1385: 0.006196178501063185
Position 1012: 0.0053468259624783005
Position 1475: 0.004995150193460328
Position 1382: 0.004739760805546124
Position 987: 0.004591453415392543
Position 591: 0.00422009293306136
Position 642: 0.003975854052478897
Position 1149: 0.003432385299967813
Position 900: 0.0025653160219974856
Position 975: 0.002526522915317984
Position 1413: 0.00242135983190404
Position 1054: 0.002273941634380557
Position 882: 0.0020048485376276846
Position 846: 0.0017751930418546402
Position 1345: 0.0011179194066444967
Position 417: 0.0010473789827380793
Position 309: 0.0007042095868440671
Position 1516: 0.0006676655397632158
Position 500: 0.0006209151964958134
Position 1545: 0.0005288566239173352
Position 1095: 0.00042067160247833985
Position 874: 0.0003845059582324227
Position 829: 0.000379566154270174
Position 1232: 0.0003391625035410656
Position 1108: 0.0003218042352038256
Position 530: 0.0002447804508781083
Position 1416: 0.00024092537011589435
Position 1486: 0.000237277304507749
Position 1597: 0.0002171620884618751
Position 676: 0.0002142470777504437
Position 1520: 0.000190626430240509
Position 919: 0.0001463750219143125
Position 596: 0.00010924668474250219
Position 608: 0.00010887197091102762
Position 537: 8.112706178980862e-05
Position 910: 6.867900763610678e-05
Position 772: 5.124938521133157e-05
Position 517: 3.5593076673219555e-05
Position 667: 3.4954664747582064e-05
Position 318: 3.037466214248668e-05
Position 687: 2.9217835144883416e-05
Position 924: 2.6444469680166927e-05
Position 852: 1.0065239685346412e-05
Position 848: 5.338143478877412e-06
Position 855: 5.232782723631219e-06
Position 461: 1.931362349206135e-07
Position 315: 6.361176471565048e-08
Position 87: 1.2499927181763373e-08
Position 80: 1.3867036802069178e-09
Position 117: 7.721773655443291e-13
