Gene = Pigyl
index = 821
Annotated 5SS: [68]
Annotated 3SS: [885]
SMsplice 5SS: [68]
SMsplice 3SS: [885]
top_k =  500
Partition function (log Z): -6.737868865405795

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.9435188481634061
Position 805: 0.4084976822281795
Position 1033: 0.034295029266982066
Position 182: 0.032253826658886556
Position 941: 0.013617101053363057
Position 364: 0.00918368002781542
Position 1307: 0.009019140873522997
Position 193: 0.007387365975532126
Position 405: 0.005830689206530558
Position 565: 0.0037525387636096284
Position 289: 0.00336061599507001
Position 922: 0.002572942505723094
Position 477: 0.002406563676711504
Position 1010: 0.00224349231572224
Position 169: 0.0016617361081560868
Position 799: 0.0009338766783465659
Position 769: 0.0007592532947641926
Position 1124: 0.0004843670205591942
Position 411: 0.0004147512169029593
Position 750: 0.00039826717602018297
Position 783: 0.00028091277457337107
Position 1293: 0.00021842186442339138
Position 1110: 0.00019286904781046145
Position 383: 0.00013821381913420075
Position 285: 0.00010433706603670261
Position 72: 9.842837729170953e-05
Position 1044: 9.12636919225986e-05
Position 390: 8.964769653185845e-05
Position 598: 8.498810630317134e-05
Position 203: 7.519200275263773e-05
Position 14: 7.127912434377228e-05
Position 954: 5.7279751675074416e-05
Position 481: 4.838471081156944e-05
Position 519: 3.1716101612477126e-05
Position 186: 2.0300680039795447e-05
Position 212: 1.9845879864870436e-05
Position 79: 1.5851515528538815e-05
Position 242: 1.5257728786670741e-05
Position 500: 1.3348678715787865e-05
Position 581: 1.1683449167376495e-05
Position 527: 1.1406943569560936e-05
Position 323: 1.1284543056377645e-05
Position 104: 1.094480061857212e-05
Position 368: 1.0652559118841875e-05
Position 173: 2.5947920042359596e-06
Position 586: 2.4716183707089417e-06
Position 842: 2.333954485610433e-06
Position 310: 2.2953052899047827e-06
Position 142: 2.1027738639907255e-06
Position 357: 2.0848441116065357e-06
Position 434: 1.8127614898569515e-06
Position 653: 1.2471591365996122e-06
Position 885: 9.433571062496712e-07
Position 217: 8.175172755045184e-08
Position 277: 8.005709037503251e-09
Position 417: 4.0822951242671345e-09
Position 6: 3.521126954857223e-09
Position 20: 3.0586684377491706e-09
Position 428: 2.682065150488207e-09
Position 539: 3.512135103071509e-10
Position 456: 3.89656908010275e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 885: 0.6682433999243188
Position 693: 0.3283024311651012
Position 705: 0.17606431854753282
Position 1203: 0.13082370944576374
Position 921: 0.05210129628597657
Position 1435: 0.019698515703610104
Position 662: 0.018507939808307106
Position 934: 0.013186807803353861
Position 1124: 0.012540287183017786
Position 293: 0.010226267096189503
Position 1279: 0.009623107993914252
Position 1447: 0.006430154068674158
Position 500: 0.003990873260848219
Position 913: 0.003917854266210475
Position 331: 0.0037608582537816586
Position 404: 0.0031060977042470387
Position 480: 0.0030067338048354896
Position 892: 0.0027918493858344797
Position 1233: 0.0021763377285684876
Position 424: 0.0020554472544816334
Position 970: 0.0015115465928674757
Position 584: 0.0014265720167873606
Position 737: 0.0012725952197060603
Position 799: 0.0010981221775338628
Position 135: 0.001086543165227802
Position 1229: 0.0008298365933843512
Position 295: 0.0008269368117253373
Position 964: 0.0007078475472154145
Position 1140: 0.0006763445755054352
Position 775: 0.0005413107231962466
Position 1137: 0.0004641614285493346
Position 565: 0.00045623633539579686
Position 1023: 0.0003969003130231383
Position 593: 0.0002734153215950315
Position 606: 0.00027053719070649574
Position 439: 0.00020261756818411587
Position 1148: 0.0001863983847454102
Position 1144: 0.00018445330729598212
Position 1091: 0.00017539921465189017
Position 302: 0.0001741612456999987
Position 428: 0.00014617320785587488
Position 761: 0.00013212298060011115
Position 1485: 0.00012505506321536749
Position 346: 0.00010565722099565386
Position 666: 9.30952944613395e-05
Position 1374: 7.337691254282141e-05
Position 1120: 5.201289431808465e-05
Position 1255: 5.123172190314133e-05
Position 1242: 3.146286350704919e-05
Position 1264: 2.931981188166159e-05
Position 453: 2.8509608749242845e-05
Position 1364: 2.544744254641773e-05
Position 727: 2.41347240456217e-05
Position 1354: 1.8607723595026714e-05
Position 1346: 1.7354257227344846e-05
Position 674: 1.7167319887567356e-05
Position 756: 1.1446459136233887e-05
Position 1483: 1.0429026823169462e-05
Position 463: 9.226107844008383e-06
Position 519: 6.164043074186413e-06
Position 740: 4.512438427439907e-06
Position 443: 4.461732795444296e-06
Position 98: 7.7852968400859e-08
Position 101: 3.211457303380953e-11
Position 77: 1.5139939048558222e-11
Position 93: 3.903983841366795e-12
