Gene = Mcmbp
index = 664
Annotated 5SS: [  363 15383 16428 16560 19931 24550 26097 27832 30714 31414 33448 36017
 37001 38253 41177]
Annotated 3SS: [15296 16286 16517 19828 24404 25944 27730 30534 31289 33329 35850 36866
 38087 41087 41924]
SMsplice 5SS: [  363 15183 15383 16428 19931 27832 30714 33448 36017 37001 38253 41177]
SMsplice 3SS: [15075 15296 16286 19828 27730 30534 33329 35865 36866 38087 41087 43546]
top_k =  500
Partition function (log Z): -1.5708175174847505

Sorted 5' Splice Sites (High to Low Probability):
Position 30714: 1.0
Position 363: 0.99937129972936
Position 41177: 0.9966176627573946
Position 33448: 0.9904996876447921
Position 38253: 0.9566760559204041
Position 16428: 0.9546160852604748
Position 21959: 0.9335287230550988
Position 37001: 0.9042710370287699
Position 36017: 0.8328792945415506
Position 15183: 0.7852943821656755
Position 15383: 0.5066345638136506
Position 37199: 0.3960444198254552
Position 15474: 0.31497517602843733
Position 15402: 0.1637382617688446
Position 42588: 0.1409122231878889
Position 42572: 0.10931056507846941
Position 36988: 0.08984433690011265
Position 42538: 0.07305744158706691
Position 39957: 0.05372423023789017
Position 37663: 0.05052824742623182
Position 12940: 0.04463469459388265
Position 19918: 0.03976261134730126
Position 38650: 0.03548360508672324
Position 40173: 0.032096066273453794
Position 42090: 0.030023499340963548
Position 17075: 0.026753981408697985
Position 14462: 0.026299798665695578
Position 7400: 0.02449631666415384
Position 41875: 0.023179499585759815
Position 1077: 0.02081114885897342
Position 9040: 0.01884851829486064
Position 4396: 0.016508070315748264
Position 37498: 0.015538235094529656
Position 6846: 0.013593264011045736
Position 5840: 0.012591234985673256
Position 8500: 0.01219454701014214
Position 15332: 0.010570626300485652
Position 39739: 0.008576200671396405
Position 6533: 0.007861906687248944
Position 39983: 0.006631906415037922
Position 43108: 0.004972358312110099
Position 40846: 0.004054249219870914
Position 37932: 0.003827147246760009
Position 39764: 0.0035115146753158495
Position 41906: 0.003242698409659472
Position 38327: 0.0031044205261071146
Position 38174: 0.002746757885383635
Position 40429: 0.002164642657869589
Position 40842: 0.0019733001359484004
Position 40389: 0.0018824012698316773
Position 40298: 0.0014524353718352186
Position 41355: 0.0012876560200363425
Position 37161: 0.0010982889079805959
Position 41819: 0.001073078416249316
Position 38189: 0.0009220415194828009
Position 37045: 0.000824777906420561
Position 42207: 0.0007959844269965628
Position 37016: 0.0006868332424823067
Position 37031: 0.0006290259068354612
Position 42419: 0.0005972561546033222
Position 38210: 0.00039837869133492134
Position 767: 0.00016479323477287426
Position 27: 0.0001020707816494966
Position 41195: 8.071188326584896e-05
Position 763: 8.056097069401322e-05
Position 41595: 5.49437620774428e-05
Position 42139: 5.475853356779466e-05
Position 12: 3.3274665342879716e-05
Position 53: 1.9137163117538228e-05
Position 675: 1.1218304852090459e-05
Position 656: 6.936524910558175e-06
Position 75: 6.004691339972006e-06
Position 806: 4.013331529738518e-06
Position 612: 3.664463962796461e-06
Position 647: 2.3011987849696273e-06
Position 31: 1.2327876175557815e-06
Position 638: 1.2281253020980104e-06
Position 511: 1.06928896102082e-06
Position 190: 1.0632779627576044e-06
Position 729: 8.88444925309194e-07
Position 797: 8.217240857871338e-07
Position 60: 6.410869735971321e-07
Position 312: 5.454442313308008e-07
Position 367: 5.097709044393188e-07
Position 374: 3.8325112331435695e-07
Position 347: 2.8903487672978526e-07
Position 775: 2.3032657402816912e-07
Position 168: 2.0386864277537548e-07
Position 123: 1.3784434623209892e-07
Position 476: 1.1665012772582585e-07
Position 129: 7.406439314280444e-08
Position 549: 6.169954019763092e-08
Position 998: 2.2408449325640647e-08
Position 985: 1.7659652200152084e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 30534: 1.0
Position 36866: 0.9988695892619179
Position 15296: 0.9959186279114182
Position 33329: 0.9904996876447921
Position 41087: 0.9887873576523466
Position 16286: 0.8995515549412539
Position 35865: 0.8328792945415506
Position 15075: 0.7852943821656755
Position 38087: 0.7338619410692253
Position 21758: 0.5671915094172385
Position 37097: 0.3898649277840184
Position 42470: 0.35516595531055833
Position 43546: 0.2749412685337565
Position 43635: 0.18981136321301104
Position 21653: 0.1889988515312556
Position 21554: 0.1773383621066046
Position 38091: 0.16904446062889925
Position 42672: 0.1334502902314949
Position 16246: 0.055064530319221296
Position 43687: 0.049136798942453805
Position 42385: 0.04534300071584473
Position 12867: 0.04463469459388265
Position 41807: 0.04333428244793564
Position 38163: 0.043160463758481864
Position 39895: 0.04206517963646681
Position 41924: 0.04103207561343292
Position 19828: 0.039762611347301274
Position 42295: 0.03910834084532667
Position 37406: 0.03762665633269016
Position 39652: 0.032515134265745864
Position 42336: 0.032059930907829985
Position 14372: 0.026299798665695578
Position 42418: 0.02499454970623081
Position 43714: 0.023409630811854463
Position 7274: 0.021868804959515653
Position 41687: 0.02022189650498392
Position 8945: 0.01884851829486064
Position 40117: 0.01856213577169072
Position 38520: 0.01736190569903111
Position 37451: 0.0168905881270112
Position 16912: 0.01588947865509276
Position 923: 0.01577737539134717
Position 41905: 0.015485190626833085
Position 43269: 0.013808394875555222
Position 38111: 0.013696100557987378
Position 40014: 0.01353656554927369
Position 38554: 0.012955944916277985
