Gene = Susd5
index = 1046
Annotated 5SS: [  505  6994 11736 25470]
Annotated 3SS: [ 6815 11616 25280 38496]
SMsplice 5SS: [  505  6994 11736 14397 25470 38685]
SMsplice 3SS: [ 6815 11616 14257 25280 38496 40143]
top_k =  500
Partition function (log Z): -21.151864063899144

Sorted 5' Splice Sites (High to Low Probability):
Position 6994: 0.9482080406088892
Position 11736: 0.935501483538209
Position 505: 0.8092871509133732
Position 14397: 0.5870343160105108
Position 4930: 0.4747629261459456
Position 16079: 0.44078094158586106
Position 7596: 0.4153304836881433
Position 900: 0.19907045127406595
Position 9267: 0.09835484170487578
Position 17231: 0.08691968852179763
Position 13119: 0.08147349206036913
Position 5114: 0.07761700553987057
Position 7944: 0.07418907242398677
Position 16104: 0.06535410033890084
Position 11764: 0.05510691026143715
Position 9500: 0.05047833086210561
Position 13457: 0.047711280603187564
Position 3766: 0.04621215388228575
Position 1608: 0.0440727542692613
Position 7405: 0.03430356234863328
Position 7697: 0.03384392106864271
Position 5072: 0.027384219637605775
Position 234: 0.015493752174120414
Position 306: 0.01381667918346125
Position 7499: 0.013194978521392483
Position 2185: 0.012348017928055387
Position 174: 0.011838490993453854
Position 14353: 0.011798249738948743
Position 17458: 0.011683481006897877
Position 350: 0.010667246673643696
Position 7363: 0.00946331328283461
Position 11746: 0.005980132264934932
Position 1568: 0.005781632969259627
Position 100: 0.005529146326506182
Position 1948: 0.005253686584482282
Position 819: 0.0048536791973338165
Position 5039: 0.0048232568037928965
Position 3844: 0.004212499624458747
Position 16523: 0.0040917076504119465
Position 9360: 0.003816748257086728
Position 3591: 0.0036621641482489373
Position 11999: 0.0036116093916818853
Position 13518: 0.003442791119863361
Position 6619: 0.0029803512324871996
Position 15353: 0.0028634958395179063
Position 3503: 0.0025306958870121624
Position 2028: 0.002435209635769764
Position 2765: 0.0021543376114367767
Position 4786: 0.0019234092069765453
Position 3021: 0.0017886733552726583
Position 9029: 0.0013882108760215337
Position 1936: 0.0013229478054612802
Position 16565: 0.0010698025660683438
Position 12134: 0.000964962457178239
Position 203: 0.0007596958045898714
Position 11787: 0.0007293459174877015
Position 159: 0.0005920394021826629
Position 492: 0.0004927383585325304
Position 715: 0.00017394860410062976
Position 12469: 0.0001220718473634542
Position 12887: 0.00011783113828577708
Position 150: 0.00010995739784536599
Position 511: 5.8660364733557664e-05
Position 1533: 3.669406295263027e-05
Position 332: 3.5928716748594116e-05
Position 274: 3.556258157253055e-05
Position 1507: 3.1516679098113946e-05
Position 298: 3.065585650742725e-05
Position 509: 2.7334717716551134e-05
Position 120: 2.7148166481888745e-05
