Gene = Pigg
index = 819
Annotated 5SS: [  470  1556  4864  6405  7429 14421 19584 20357 23953 26138 29496 31779]
Annotated 3SS: [ 1349  4653  6215  7286 14207 19365 20074 23494 25945 29185 31614 35227]
SMsplice 5SS: [  470  6405  7429 14421 20357 23953 26138 29496 31779]
SMsplice 3SS: [ 6294  7286 14207 20074 23752 25945 29185 31614 35280]
top_k =  500
Partition function (log Z): -1.512695692520913

Sorted 5' Splice Sites (High to Low Probability):
Position 6405: 0.9939027262687943
Position 23953: 0.9760714253801914
Position 26138: 0.9483363242291305
Position 31779: 0.8962334543844543
Position 29496: 0.8894258650201038
Position 14421: 0.8385531829125382
Position 7429: 0.7887041410272667
Position 470: 0.7101504772230414
Position 20357: 0.6802061797615258
Position 10311: 0.44439998939815994
Position 3659: 0.3458269608761926
Position 4864: 0.31263143708645746
Position 1556: 0.282840132931302
Position 31524: 0.2725432220169068
Position 8874: 0.2546905946499722
Position 15222: 0.2456141020839214
Position 32399: 0.2107205830254499
Position 24250: 0.19632540260671094
Position 19584: 0.19148723059171133
Position 25753: 0.16442686795623218
Position 4066: 0.16203159548330706
Position 364: 0.157258126054416
Position 14426: 0.15706303026593638
Position 11989: 0.15008264551456352
Position 25683: 0.12310045710709978
Position 128: 0.1091909650507584
Position 15379: 0.07576075468017052
Position 8410: 0.07544575725072024
Position 25780: 0.06719917291542545
Position 27499: 0.06454792781758155
Position 34546: 0.05726916318185202
Position 33689: 0.05008215900518859
Position 29770: 0.04978622218149499
Position 1719: 0.04767037182602186
Position 7380: 0.047466978719783
Position 32405: 0.0437868626164456
Position 11: 0.03952386465905216
Position 17209: 0.03469594662879208
Position 12002: 0.030590778959974876
Position 7135: 0.028771271419409612
Position 188: 0.027360381421858638
Position 27050: 0.026448394074401835
Position 7176: 0.02619182007811792
Position 31370: 0.02555843705110238
Position 15102: 0.02531224372573116
Position 10736: 0.020384413903761812
Position 7505: 0.0194469869168392
Position 2214: 0.018799523802244072
Position 23793: 0.017757478498457543
Position 35467: 0.01754379516631402
Position 8508: 0.017186529311844098
Position 26333: 0.016333334345562604
Position 4993: 0.015323765971159243
Position 5630: 0.014213093174892721
Position 24095: 0.013610005535139606
Position 29526: 0.011451163008733013
Position 10913: 0.011436322051915606
Position 30144: 0.011341577351771654
Position 179: 0.010244702907494505
Position 10891: 0.009517112677823826
Position 19315: 0.009147465303088458
Position 26666: 0.00829032296767937
Position 31328: 0.007307955093155738
Position 19473: 0.007141992617562896
Position 6703: 0.007061973845458259
Position 12044: 0.00618799020100264
Position 6695: 0.0060171230018395624
Position 83: 0.0058400514433042585
Position 31404: 0.0055514737149619155
Position 30122: 0.005407354079950695
Position 6691: 0.005358504550508005
Position 3326: 0.005209030392356262
Position 11649: 0.005153875983578676
Position 6699: 0.0050285426995269715
Position 1452: 0.004643963651335222
Position 238: 0.0038038267764038485
Position 251: 0.003574417231415804
Position 1817: 0.0035448830481101183
Position 4017: 0.0031255493802790917
Position 35176: 0.0025744028318591514
Position 7745: 0.0025405829011960973
Position 4024: 0.0023059811922024782
Position 35164: 0.0020821643653564973
Position 29298: 0.0019120772526129183
Position 35144: 0.001905134284109087
Position 30245: 0.0018126036704443405
Position 6817: 0.0016487988837871389
Position 257: 0.0015076303982836756
Position 19230: 0.0013653925883572906
Position 749: 0.001230496078564897
Position 2286: 0.000685234918445347
Position 1477: 0.000622574785575596
Position 409: 0.0004858085859237615
Position 352: 0.0004294716905465346
Position 141: 0.0003711082157646614
Position 4012: 0.0003678637566025161
Position 3104: 0.00032363433760224
Position 7590: 0.00032106771317746676
Position 7069: 0.00028452429567824206
Position 144: 0.0002608441918461289
Position 494: 0.00025684638479176575
Position 1484: 0.00023401249263481559
Position 631: 0.00022227783562475513
Position 3755: 0.00018751721088830102
Position 667: 0.00017609471979100516
Position 2237: 0.000172992385079042
Position 1240: 0.00016322563421875065
Position 2762: 0.00015359400651687561
Position 2304: 0.00013621835436624968
Position 373: 0.00012515238490935307
Position 674: 0.00011933360977330901
Position 232: 0.00011602286833485264
Position 4109: 0.00011040452553917562
Position 999: 8.65385719081038e-05
Position 71: 3.50490162656416e-05
Position 283: 2.5868479816993927e-05
Position 902: 2.2926192443165377e-05
Position 1129: 1.9243278467863133e-05
Position 929: 1.256821050397793e-05
Position 26: 9.340817234989481e-06
Position 240: 9.114043229597385e-06
Position 1352: 3.0719929522921013e-06
Position 1392: 2.8821606725774878e-06
