Gene = Retreg2
index = 897
Annotated 5SS: [ 343  690 1168 1654 1921 2318 2568 3030]
Annotated 3SS: [ 582 1136 1517 1835 2173 2472 2893 3643]
SMsplice 5SS: [ 343  690 1654 1921 2318 3030 3934]
SMsplice 3SS: [ 582 1517 1835 2173 2893 3643 4044]
top_k =  500
Partition function (log Z): 3.1079526390550045

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9393327213756185
Position 2318: 0.9160274844994065
Position 3030: 0.9035493959968977
Position 690: 0.8929110626169993
Position 1921: 0.8158459555880476
Position 343: 0.7354843849383247
Position 3934: 0.4910557774323836
Position 2568: 0.45796602376104745
Position 96: 0.2672891878788694
Position 1168: 0.15200839776430647
Position 1357: 0.05824810242614275
Position 4228: 0.05257645693211894
Position 1419: 0.04262725060299887
Position 1300: 0.032449670341250285
Position 3321: 0.030429497470907906
Position 3668: 0.027694648310253374
Position 159: 0.022396814651389065
Position 74: 0.022091268513544846
Position 459: 0.018615317852341603
Position 491: 0.015146944308025871
Position 3746: 0.014283331322060291
Position 3344: 0.013098031817016003
Position 2573: 0.010811417064356116
Position 2619: 0.00966924645931612
Position 3328: 0.007161196938424413
Position 4258: 0.005681269784512398
Position 792: 0.005203274223968996
Position 1433: 0.005013399247364396
Position 885: 0.004004391208991371
Position 2052: 0.002962334638839637
Position 716: 0.002448262477106982
Position 444: 0.0024165678438797166
Position 4442: 0.0018356813758358132
Position 2380: 0.001756171432354876
Position 1272: 0.001504910312127133
Position 2008: 0.001223428081944006
Position 2637: 0.001173052533387198
Position 311: 0.0010642244125646687
Position 3941: 0.0009947673981043612
Position 2180: 0.000934512378887732
Position 959: 0.0008442879229898995
Position 406: 0.0008076485266780957
Position 284: 0.0007306648373519675
Position 90: 0.0006695518414914147
Position 257: 0.0006368471139914827
Position 2368: 0.0005597757360822467
Position 963: 0.0005438763826969405
Position 2987: 0.0004106808511573916
Position 2530: 0.00040903634671436413
Position 2098: 0.00038970851132402316
Position 2134: 0.0003711820240976864
Position 111: 0.00036025394176500885
Position 3844: 0.00034700708782459583
Position 2614: 0.00028442490056751864
Position 1208: 0.00027867063056917566
Position 1324: 0.00027187882340391886
Position 3315: 0.0002625672344545034
Position 1962: 0.00026005673754418555
Position 4808: 0.00024724730348348826
Position 3384: 0.0002211349353463735
Position 1899: 0.0002048388275138632
Position 1369: 0.00019575612957281214
Position 2627: 0.00018817448957398144
Position 1364: 0.00014202978490146346
Position 475: 0.00012207326315399552
Position 1720: 0.0001124254270440261
Position 583: 9.05530249539514e-05
Position 3325: 8.589040131055166e-05
Position 2565: 8.505198403138906e-05
Position 1977: 8.459639866671333e-05
Position 2979: 8.091052206139095e-05
Position 428: 8.054214623548946e-05
Position 2546: 7.494038817065646e-05
Position 483: 7.467810057275763e-05
Position 1957: 6.839688253517892e-05
Position 1925: 6.386421335827607e-05
Position 1917: 5.3978608932396034e-05
Position 1629: 4.787196621475266e-05
Position 2170: 3.72403276242204e-05
Position 1711: 3.401266736554694e-05
Position 1699: 3.1784037986352425e-05
Position 1717: 3.1764112400964685e-05
Position 2153: 3.0028517657703186e-05
Position 1458: 2.329387472823688e-05
Position 1049: 2.280777600214552e-05
