Gene = 4930558K02Rik
index = 56
Annotated 5SS: [  151 11726 14815 22544 27037 30053]
Annotated 3SS: [11639 14729 22459 26968 29993 37100]
SMsplice 5SS: [  151 11726 20598 22584 27037 27507 37243]
SMsplice 3SS: [11639 20472 22459 26968 27388 37155 37394]
top_k =  500
Partition function (log Z): -11.088667670866258

Sorted 5' Splice Sites (High to Low Probability):
Position 11726: 0.9999998818624166
Position 151: 0.9648503535653752
Position 27507: 0.7716936473404808
Position 27037: 0.7648275879494709
Position 22584: 0.742799048562939
Position 30070: 0.5620405540570147
Position 14815: 0.49227777665681816
Position 1052: 0.2747865741288849
Position 26313: 0.26549962062709936
Position 14324: 0.1918246014143014
Position 2240: 0.16618191371712435
Position 22544: 0.1639567152510369
Position 7417: 0.10544665263405502
Position 5299: 0.09571160278778058
Position 4476: 0.09539040534388879
Position 30053: 0.09410981725687183
Position 22568: 0.09309468099793024
Position 1076: 0.09115286031656461
Position 2771: 0.08515089176740491
Position 3741: 0.08291440216397312
Position 7105: 0.07318579701520847
Position 13269: 0.06076577316880043
Position 25542: 0.058061786942272695
Position 26350: 0.034293855683745926
Position 30562: 0.010745445455444176
Position 45: 0.009952580502291065
Position 460: 0.009142743403846874
Position 25703: 0.00713746775019799
Position 31347: 0.006570605382744202
Position 32389: 0.005671791707855155
Position 80: 0.004256534780208496
Position 3333: 0.002363077152200775
Position 26174: 0.0019713644312531154
Position 14394: 0.001671057511769404
Position 26080: 0.0015457102125915703
Position 212: 0.0013039622585568024
Position 24544: 0.0012646980421898073
Position 1731: 0.0011123949529867267
Position 3: 0.00107769999035479
Position 271: 0.0009196037760478569
Position 25669: 0.0008060217967433103
Position 947: 0.000390106327983543
Position 1541: 0.0003826804807164247
Position 28080: 0.00037560374984157085
Position 295: 0.0002490438779447907
Position 1522: 0.0002456848178051209
Position 355: 0.0002344430611798336
Position 568: 0.00020767633933129097
Position 1757: 0.00013139021923847595
Position 1037: 0.00012461446394530096
Position 359: 0.00012133749785769079
Position 1590: 9.072260355965973e-05
Position 2633: 7.944903416113432e-05
Position 1985: 7.427345112361482e-05
Position 2654: 5.7316050620649116e-05
Position 2304: 1.7161815842174444e-05
Position 1582: 1.1844656673100817e-05
Position 1885: 1.013557094196843e-05
Position 682: 6.10812435614304e-06
Position 193: 4.468637791576486e-06
Position 56: 2.0820129263417505e-06
Position 331: 2.0252423363961687e-06
Position 348: 1.9685490243636497e-06
Position 337: 1.6669417407100115e-06
Position 30: 1.6143300643886172e-06
Position 259: 1.5660579500421385e-06
Position 13: 1.2829590012117268e-07
Position 50: 4.109483162047967e-09
Position 363: 2.144629417679387e-09
Position 96: 2.119763912634372e-09
Position 88: 1.2958489432184961e-09
Position 86: 7.195867866324382e-10
Position 339: 5.554887042918079e-10
Position 686: 4.508125309193143e-10
Position 182: 4.436874030626536e-10
Position 216: 1.996941654478604e-10
Position 365: 1.6890197894653378e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11639: 0.999999940935742
Position 22459: 0.999999317898919
Position 26968: 0.765932043651722
Position 27388: 0.6224821166463524
Position 14729: 0.4492222999069041
Position 29949: 0.4022178641012521
Position 32078: 0.2528984749435295
Position 29993: 0.24799627368678434
Position 26173: 0.2049968153377408
Position 2154: 0.15406187401383226
Position 946: 0.1419716165121277
Position 14273: 0.1284617369730801
Position 31290: 0.09983936391807495
Position 1015: 0.08940789482230303
Position 932: 0.08768822023127607
Position 26300: 0.0808448964736727
Position 5241: 0.07975358292808657
Position 4323: 0.07343014901265578
Position 33087: 0.07201906733835553
Position 35931: 0.06906652811076203
Position 7238: 0.0650116032669776
Position 2484: 0.06406995756241964
Position 27312: 0.06092739933893521
Position 35627: 0.055058561689161095
Position 25420: 0.052662553649235784
Position 30636: 0.05238524584601677
Position 32037: 0.05133613493732174
Position 3512: 0.04941246358893448
Position 14070: 0.04544469976618498
Position 27449: 0.04493049401874554
Position 14474: 0.04305581405253927
Position 7139: 0.04043505361758364
Position 30872: 0.04042446269197419
Position 33893: 0.03971764955887762
Position 27330: 0.037392826557681266
Position 32210: 0.036690355007699973
Position 30998: 0.034824656730882385
Position 13011: 0.03418876391441915
Position 6944: 0.032891088963341975
Position 35907: 0.03170597565823464
Position 30297: 0.028325562458488072
Position 12994: 0.026577009254381286
Position 33235: 0.02503486905112883
Position 3602: 0.020634480071163423
Position 26235: 0.020341853578600005
Position 14003: 0.019589222186805883
Position 30052: 0.01758559961980211
Position 6988: 0.017025471886999127
Position 27409: 0.01564036034870661
Position 961: 0.013162773392181219
Position 28020: 0.012754584324070478
Position 4199: 0.011588209200163785
Position 31695: 0.010862520239252105
Position 28196: 0.01058602920910123
Position 6966: 0.010242466031319081
Position 844: 0.010045721662120725
Position 29805: 0.009298823191787191
Position 25607: 0.008348768242286475
Position 28007: 0.008015528774844247
Position 966: 0.007977347942116143
Position 4273: 0.007895621352511931
Position 5189: 0.0077173930823909945
Position 2729: 0.007355715170577528
Position 6949: 0.007243630777329002
Position 27412: 0.0065254543269912335
Position 2636: 0.006432401557736455
Position 3372: 0.00628480099276368
Position 32876: 0.006165888417411533
Position 6755: 0.005783146475595749
Position 28473: 0.0056416575075817765
Position 25439: 0.00558898457527903
Position 32657: 0.004619760925826415
Position 27767: 0.004477772332976858
Position 2169: 0.004453982216231429
Position 5041: 0.0043308494029529855
Position 3681: 0.004088516123355122
Position 26006: 0.00398229818208639
Position 5113: 0.003909780083356997
Position 26119: 0.003870418887950461
Position 32353: 0.003851185903484376
Position 30224: 0.003750631355776516
Position 30205: 0.003532482834085783
Position 4118: 0.0024764273068128384
Position 29265: 0.0024262991518842697
Position 2654: 0.002103363918681102
Position 2030: 0.002079079879544222
Position 2611: 0.0020611933385516227
Position 800: 0.001744176424516488
Position 2658: 0.0016261024160524843
Position 2052: 0.0015103678797378764
Position 2567: 0.0014427062142406415
Position 974: 0.0014191326832659313
Position 30068: 0.0014149803952660097
Position 27972: 0.001334766595245397
Position 26406: 0.001184103794119617
Position 3551: 0.0011203975880901907
Position 24373: 0.001066679914608594
Position 3567: 0.0010605597701563744
Position 1998: 0.0009509757594180535
Position 1581: 0.0009275664789934992
Position 851: 0.0009051855434513636
Position 3183: 0.0008873607703255297
Position 27590: 0.0008789379010012582
Position 3142: 0.0008518827591344447
Position 988: 0.000811075762346377
Position 2058: 0.0008083657989501567
Position 864: 0.0007892296746707485
Position 2065: 0.0007784486018126677
Position 28937: 0.0007654211287496466
Position 29285: 0.0007644499409255296
Position 2075: 0.0006960642710098841
Position 1435: 0.0006776277557641639
Position 2112: 0.000664055314820724
Position 691: 0.0006230567399855193
Position 888: 0.0006204765534096209
Position 3202: 0.0005310305370139926
Position 994: 0.00045194625549206235
Position 28342: 0.00041739582414466114
Position 24461: 0.00030787989116634325
Position 355: 0.00022922039203318616
Position 24045: 0.00019557318655589586
Position 1654: 0.00019371663926829162
Position 23658: 0.00019124775830924243
Position 23826: 0.00018292567948408314
Position 3554: 0.00015455991782946266
Position 585: 0.00014213388153051798
Position 3474: 0.00013277379587471868
Position 1020: 0.00012969541665612655
Position 2665: 0.00012094754409997796
Position 22733: 0.00010679484521413094
Position 895: 0.00010001264545758325
Position 981: 9.959683775747885e-05
Position 2014: 9.398810244913526e-05
Position 388: 9.071021120596586e-05
Position 362: 8.267477757328879e-05
Position 1588: 8.043993978232804e-05
Position 25211: 7.777301051800143e-05
Position 3215: 7.039132139624929e-05
Position 718: 6.999448513913868e-05
Position 2639: 6.365682358523597e-05
Position 374: 5.5246122949103216e-05
Position 1801: 5.5095021361497884e-05
Position 1376: 5.356680918581403e-05
Position 2006: 4.7186624398325137e-05
Position 555: 4.049604876501432e-05
Position 439: 3.95086936277619e-05
Position 1841: 3.008629590446454e-05
Position 3691: 2.5857321156290804e-05
Position 3234: 2.2415274964500758e-05
Position 434: 1.9988374629197302e-05
Position 259: 1.698114718159512e-05
Position 2201: 1.6338031695233225e-05
Position 96: 1.5441059561152746e-05
Position 1350: 1.1558132384066515e-05
Position 2674: 1.0932844912267878e-05
Position 1047: 1.0165934930193004e-05
Position 1603: 9.547082462293138e-06
Position 1385: 8.917537083378974e-06
Position 1493: 8.841436161940605e-06
Position 70: 8.189528768268814e-06
Position 1319: 7.998150618712144e-06
Position 1938: 6.693142767524418e-06
Position 890: 6.667070961896283e-06
Position 1626: 6.194909538446337e-06
Position 1757: 5.851868184895081e-06
Position 1616: 5.78889323728545e-06
Position 808: 4.932418648876221e-06
Position 531: 4.007363409122378e-06
Position 1815: 3.7267406107907213e-06
Position 2000: 2.1384122079247208e-06
Position 2211: 2.080109618799913e-06
Position 873: 1.8503517134995353e-06
Position 630: 1.6491428231174649e-06
Position 592: 1.4246779567605295e-06
Position 251: 1.3590811118848799e-06
Position 326: 1.0112763310396388e-06
Position 459: 1.0085879862066458e-06
Position 2516: 6.936659589410955e-07
Position 12256: 2.2666087167917423e-07
Position 8062: 6.5197549580378185e-09
Position 8176: 4.119745577264002e-09
Position 5781: 1.2757785949860698e-09
Position 4549: 9.849076350132001e-10
Position 5391: 8.752140330170036e-10
Position 3740: 3.602976288424521e-10
Position 726: 3.538937303924805e-14
Position 1072: 3.4842054162394145e-14
Position 696: 2.633572701078559e-14
