Gene = Bri3bp
index = 188
Annotated 5SS: [  325 10205]
Annotated 3SS: [10101 12757]
SMsplice 5SS: [  325 10205 11988]
SMsplice 3SS: [10101 11870 18200]
top_k =  500
Partition function (log Z): -9.176921556810953

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.9399568901574934
Position 10205: 0.8587252807522402
Position 11988: 0.7194528853398711
Position 10678: 0.4332300027157207
Position 1818: 0.40174612148763666
Position 3653: 0.21684044698919855
Position 4794: 0.20435858421117306
Position 13120: 0.15914279112345792
Position 10209: 0.14055688824476154
Position 3648: 0.09508602963013166
Position 8371: 0.09116673006796193
Position 4178: 0.0901671362150546
Position 2189: 0.08408671287125742
Position 4527: 0.07921059276911824
Position 11978: 0.061458436292997035
Position 8441: 0.05485232720066644
Position 1589: 0.04417472881153702
Position 307: 0.03248515087682658
Position 14562: 0.030596182797922904
Position 4167: 0.027392822767196266
Position 12826: 0.022481841787450472
Position 13188: 0.0217800224947698
Position 990: 0.017485633886806837
Position 1170: 0.012522930253089553
Position 3466: 0.010501263615275787
Position 280: 0.01049332299800094
Position 13964: 0.008809186880865655
Position 11329: 0.008142702812194043
Position 4541: 0.007858439487522089
Position 11101: 0.007708594245819954
Position 11068: 0.0055934105404550636
Position 442: 0.004972629140441287
Position 3377: 0.004769383381986558
Position 3491: 0.004607830535652214
Position 3701: 0.003946034097677548
Position 10467: 0.0035471564223665984
Position 130: 0.002899315822732
Position 3414: 0.0023902590165194837
Position 13307: 0.0017722117737850077
Position 13: 0.0016933362539101517
Position 960: 0.0016262748943629498
Position 1302: 0.0010845601432398705
Position 4222: 0.0009693238024455536
Position 937: 0.0008617074162521321
Position 148: 0.0005496777143539613
Position 1124: 0.0005432677076857177
Position 1153: 0.00041540476982472325
Position 1584: 0.000383386639706176
Position 4185: 0.0003520154049731477
Position 12163: 0.00033709624932857477
Position 2072: 0.0002783435471025834
Position 941: 0.00026098286798814294
Position 2436: 0.00021618128918428692
Position 343: 0.00019607229014206572
Position 512: 0.00019100695145476582
Position 650: 0.00017768006837862968
Position 772: 0.00016084870225011331
Position 1362: 0.00014851546129796722
Position 3123: 0.0001416877310738557
Position 1840: 0.0001332437212051736
Position 374: 0.00011912182774166435
Position 1306: 0.00010737121501458922
Position 160: 0.00010600943442261285
Position 482: 0.00010076128813843555
Position 824: 9.50817759671241e-05
Position 518: 9.212343525869496e-05
Position 1082: 7.928567389386485e-05
Position 11259: 6.578031158207157e-05
Position 1634: 6.237435249837199e-05
Position 792: 5.936435573196016e-05
Position 12922: 4.6077045115586356e-05
Position 1133: 4.387273519790057e-05
Position 614: 4.230574686860894e-05
Position 1221: 3.931036924479858e-05
Position 956: 3.798019564073167e-05
Position 1581: 3.6991999613105695e-05
Position 964: 3.2964956613500915e-05
Position 1838: 3.235643572130783e-05
Position 1726: 2.8055562215122735e-05
Position 1889: 2.761448849946644e-05
Position 108: 1.6052501235208712e-05
Position 1686: 1.111469160556298e-05
Position 141: 9.249426635003776e-06
Position 473: 4.586539189449154e-06
Position 661: 4.478068196304594e-06
Position 606: 2.741540786798493e-06
Position 193: 2.4887289892771433e-06
Position 667: 1.5676789542520337e-06
Position 589: 1.449976028738095e-06
Position 843: 1.4318958588670467e-06
Position 2317: 1.348307549866086e-06
Position 855: 1.2734178059665527e-06
Position 862: 1.0656178599188549e-06
Position 785: 8.551711005897333e-07
Position 2158: 4.548231039304187e-07
Position 809: 4.3910602602744366e-07
Position 41: 2.839459857434774e-07
Position 39: 2.1106670812437018e-07
Position 2015: 5.27479922673316e-08
Position 1822: 2.8059727830569188e-08
Position 1820: 2.7980167844853733e-08
Position 870: 1.4462053157991688e-08
Position 900: 1.2794553834250872e-08
Position 367: 3.2546793164618615e-09
Position 448: 2.1376826088948803e-09
Position 402: 3.570771893881493e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10101: 0.9995627289349424
Position 11870: 0.7670908115649715
Position 10579: 0.4180883411285683
Position 1729: 0.35763875928775046
Position 14445: 0.19604682001153315
Position 4664: 0.16255568281998561
Position 15396: 0.15290789761143456
Position 3347: 0.13887300122640026
Position 8285: 0.12899022939161858
Position 13079: 0.11987652120143646
Position 12757: 0.11609021904290233
Position 18200: 0.11307622661479237
Position 3558: 0.10462019637332101
Position 4469: 0.1039335473293255
Position 3955: 0.08458965006426626
Position 2103: 0.07335498861579944
Position 3409: 0.06524621187604389
Position 15323: 0.05254846320345359
Position 18169: 0.05196603771457974
Position 13148: 0.050826140767299674
Position 1580: 0.05074789178869701
Position 17495: 0.043543108768138286
Position 11892: 0.0402185851450488
Position 18060: 0.03986220122850415
Position 16695: 0.03491732028842939
Position 12884: 0.034710160634965286
Position 13885: 0.03313960038147358
Position 10935: 0.031320295140204304
Position 11866: 0.029222844025435703
Position 3465: 0.028780237251086183
Position 4630: 0.023271394028876593
Position 1481: 0.022208680379154192
Position 15865: 0.021736338081212857
Position 14718: 0.018988877208504066
Position 4010: 0.01757104590467888
Position 8331: 0.017028827877009864
Position 14636: 0.016262673968088226
Position 1052: 0.013155411681552202
Position 10363: 0.012007155520815768
Position 16150: 0.01162214568532032
Position 1920: 0.01031213473544331
Position 925: 0.009941933566398428
Position 3835: 0.0094570039965976
Position 14333: 0.009259086038985285
Position 10296: 0.008032130519480757
Position 16224: 0.007799071291743611
Position 12714: 0.007073040277662096
Position 14817: 0.006201319560575972
Position 11025: 0.005867067612287167
Position 17077: 0.005549625776297889
Position 13834: 0.005249414748253353
Position 12683: 0.004759671307717998
Position 3963: 0.004179483495147332
Position 922: 0.003375404741205835
Position 11196: 0.0032632600637257305
Position 3865: 0.00314926586067536
Position 11089: 0.0028419927118848586
Position 1749: 0.0028386142709096234
Position 14148: 0.002593690043622735
Position 1735: 0.0024125002674608934
Position 1664: 0.0023680969826066493
Position 12314: 0.002256617679109739
Position 700: 0.0021586509135248758
Position 1543: 0.0021258107564755785
Position 4779: 0.0017252496086521795
Position 12270: 0.001571070714986111
Position 13494: 0.0015450039975363568
Position 12204: 0.001442535503563741
Position 1028: 0.0012767225468882234
Position 1463: 0.001238168049397169
Position 12486: 0.0010473377914468158
Position 418: 0.0008225775241287585
Position 1710: 0.000684218336844004
Position 13333: 0.0006575250946846301
Position 2121: 0.0006376805770225493
Position 1151: 0.00047367011915761974
Position 1215: 0.0004652516287325094
Position 3423: 0.00044851225039913646
Position 210: 0.0004167610772939328
Position 1449: 0.0003818398534561682
Position 12071: 0.0003811814468321203
Position 1754: 0.0003429930249358162
Position 747: 0.0002957813348445596
Position 750: 0.00023407232951904968
Position 1033: 0.00013368512024230212
Position 1950: 0.00012532591903676143
Position 2925: 0.00012401374533809262
Position 1059: 0.00012329001448584844
Position 3286: 0.00012142052417108131
Position 3695: 0.0001038445942975187
Position 2044: 8.76092834999956e-05
Position 900: 8.501887359026228e-05
Position 1773: 8.361502760326789e-05
Position 4846: 7.813742093127383e-05
Position 2106: 6.575066049954812e-05
Position 1776: 5.1564623574935865e-05
Position 3580: 5.141151038733921e-05
Position 602: 4.6446445058537694e-05
Position 1344: 4.362433401363051e-05
Position 114: 3.448846924388879e-05
Position 713: 3.3597150990798834e-05
Position 1117: 3.300051282241665e-05
Position 1235: 3.157872410911217e-05
Position 2885: 2.5582510965861873e-05
Position 1003: 2.202161874202542e-05
Position 883: 2.0723553946901067e-05
Position 1405: 2.045615626866555e-05
Position 1314: 1.459247486502086e-05
Position 266: 1.288933560818189e-05
Position 1560: 1.2300809522940216e-05
Position 205: 1.0211837231708003e-05
Position 240: 8.790442743523532e-06
Position 931: 7.809316153514808e-06
Position 3439: 7.233265433882268e-06
Position 1612: 6.798313665826635e-06
Position 1631: 6.127697051881502e-06
Position 989: 5.71618011813193e-06
Position 878: 4.2009548582344024e-06
Position 1064: 4.042322456171585e-06
Position 734: 3.923762080499553e-06
Position 276: 2.725081694832208e-06
Position 1169: 3.592672660175226e-07
Position 885: 3.2274614846087455e-07
Position 804: 3.093647632516421e-07
Position 402: 2.3400489430272507e-07
Position 245: 2.100524795217146e-07
Position 429: 1.765738487981111e-07
Position 1331: 3.0557116182852295e-08
Position 936: 1.5533565050505516e-08
Position 809: 7.131839853179043e-09
Position 575: 5.2498265141468514e-09
Position 632: 3.979854904914331e-09
Position 971: 3.6911262467150283e-09
Position 117: 2.1895861460224695e-09
Position 806: 1.6542153261100634e-09
Position 814: 1.2644202258657123e-09
Position 263: 3.328972001497306e-13
