Gene = Eloc
index = 372
Annotated 5SS: [   63  8930 11199]
Annotated 3SS: [ 8876 11054 13405]
SMsplice 5SS: [   23 11199]
SMsplice 3SS: [11054 13405]
top_k =  500
Partition function (log Z): -11.668524421202639

Sorted 5' Splice Sites (High to Low Probability):
Position 11199: 0.8193240155729661
Position 9558: 0.617066926264471
Position 23: 0.5074789009674532
Position 63: 0.3096559097586132
Position 8930: 0.14930389933102173
Position 269: 0.06601213155093243
Position 10360: 0.0599837529420253
Position 589: 0.05628771016271801
Position 11203: 0.05355692976221697
Position 8945: 0.032802844846910734
Position 2585: 0.02433226125285702
Position 503: 0.023470101662868465
Position 9286: 0.0221761396682958
Position 13498: 0.01933267552270871
Position 2646: 0.019097539182154687
Position 298: 0.016945692812937663
Position 111: 0.016771254180437522
Position 3533: 0.015201711706146327
Position 6290: 0.015026952632431168
Position 2650: 0.011153801271250468
Position 3287: 0.010490434981089567
Position 3232: 0.010481233445298149
Position 2533: 0.009119126025806957
Position 3856: 0.008990007283864015
Position 3870: 0.008898321346215833
Position 8811: 0.008605696085466777
Position 5472: 0.007617509916631341
Position 11929: 0.0040042901658097155
Position 80: 0.001993035226746722
Position 9634: 0.0005960618075513187
Position 44: 0.0003399810692796742
Position 792: 0.0002711441996641493
Position 392: 0.00024928196641079494
Position 1222: 0.00024512947947703074
Position 522: 0.00017839955565490141
Position 869: 3.922383724592652e-05
Position 115: 3.608367357932315e-05
Position 1553: 3.165349586422215e-05
Position 1466: 2.663044984152627e-05
Position 194: 2.0934889620953692e-05
Position 273: 2.0433247091554312e-05
Position 2492: 2.0192424642650303e-05
Position 913: 1.9721017480467215e-05
Position 636: 1.5763572783972875e-05
Position 69: 1.5741461793579976e-05
Position 2758: 1.3694508490331641e-05
Position 1880: 1.0218079066964362e-05
Position 3254: 7.519400442890929e-06
Position 3236: 7.143208914253246e-06
Position 2073: 6.698764394018021e-06
Position 2577: 1.7728138054920673e-07
Position 340: 2.8772654735891906e-08
Position 345: 2.8389595629505084e-08
Position 32: 2.1984832062977225e-08
Position 67: 6.703601218915427e-09
Position 376: 6.358724139781126e-09
Position 27: 4.553966806847693e-09
Position 239: 1.676350126812562e-09
Position 139: 7.55769994328108e-10
Position 164: 3.540711746848933e-10
Position 481: 1.897300155683893e-10
Position 414: 1.744301965094466e-10
Position 17: 1.5942324329865611e-10
Position 424: 1.2700773131998184e-10
Position 400: 2.984778165272658e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11054: 0.879072944568273
Position 13405: 0.8100267386812474
Position 9473: 0.6246078544088596
Position 8718: 0.13681849179191036
Position 10275: 0.06850291168891132
Position 2388: 0.058069766155056615
Position 8876: 0.05603131085559122
Position 14433: 0.04388194779587083
Position 11741: 0.026866540571261175
Position 8991: 0.023025946356439675
Position 9830: 0.017540995331336854
Position 3719: 0.017473072649655697
Position 12130: 0.014640918516309496
Position 3485: 0.01452197562377682
Position 6200: 0.013546805396333402
Position 3171: 0.011723493312801434
Position 11605: 0.010760736698119819
Position 3146: 0.01069825760479038
Position 13497: 0.009828228544652137
Position 13047: 0.008403493384906651
Position 13218: 0.007425730553253389
Position 5309: 0.006884968692533342
Position 13676: 0.006597752803114493
Position 11772: 0.006153035944285839
Position 11980: 0.005524960079234977
Position 9991: 0.005522766361392947
Position 2491: 0.005327030650786274
Position 11542: 0.004250259915877808
Position 13410: 0.0034244915320642633
Position 11877: 0.002896982795887703
Position 13944: 0.0025493741174055368
Position 9633: 0.0018765912350902374
Position 3502: 0.001648824379174266
Position 11952: 0.0016312963273375815
Position 6204: 0.0015957505034514573
Position 2574: 0.0014027895082224288
Position 12781: 0.001289054050869056
Position 5369: 0.0008687666135994553
Position 3499: 0.0007555646068887452
Position 9665: 0.0005890977518818849
Position 8159: 0.0005137366580140036
Position 2851: 0.0003926734536640195
Position 2393: 0.0002703234857750778
Position 7633: 0.00023702845035060319
Position 2520: 0.0002311796547433176
Position 8475: 0.00012630067554175877
Position 1833: 0.00011041952649687224
Position 8126: 8.190732303656699e-05
Position 5130: 7.029226555480111e-05
Position 4550: 6.926336564977721e-05
Position 2865: 6.293807206786879e-05
Position 7297: 5.7611966868197926e-05
Position 4893: 5.554735193452334e-05
Position 4446: 5.552259454457816e-05
Position 4408: 4.931158938984458e-05
Position 212: 4.6116476569902184e-05
Position 4787: 4.468968045740539e-05
Position 1620: 4.199311091024853e-05
Position 4897: 4.127710350266159e-05
Position 424: 4.048520643448799e-05
Position 6748: 3.931686297256677e-05
Position 2691: 3.748906844150935e-05
Position 323: 3.731554822172787e-05
Position 4004: 3.2791496287691707e-05
Position 1707: 3.205142413791476e-05
Position 2934: 2.7883419077272475e-05
Position 106: 2.421199889910179e-05
Position 690: 2.3640363380906766e-05
Position 460: 2.0646373659542647e-05
Position 1365: 1.8126128245218016e-05
Position 2931: 1.7479101646299582e-05
Position 466: 1.7001934607142294e-05
Position 779: 1.690836295530623e-05
Position 4941: 1.6585488125736315e-05
Position 1781: 1.3342730246089579e-05
Position 2983: 1.3197604764015561e-05
Position 4096: 1.1143824054869346e-05
Position 829: 9.93904173928239e-06
Position 1018: 8.038011774643267e-06
Position 1726: 7.615032723021426e-06
Position 4051: 7.61499828854264e-06
Position 1212: 7.118210455290076e-06
Position 1357: 6.913313348310961e-06
Position 913: 6.207465185587584e-06
Position 571: 5.963488821463255e-06
Position 1255: 5.353906631061628e-06
Position 1031: 4.763569624646992e-06
Position 661: 3.877678147127007e-06
Position 178: 3.500734707752514e-06
Position 1428: 3.3430908853178738e-06
Position 431: 3.0062274130227555e-06
Position 1799: 2.771449092472415e-06
Position 1046: 2.3011010469106266e-06
Position 1504: 2.240463303475362e-06
Position 139: 2.0191442791841908e-06
Position 954: 1.5322781153944222e-06
Position 259: 1.1914353274470365e-06
Position 1793: 4.882741694794405e-07
Position 437: 2.701536798165595e-07
Position 695: 2.2612512493283042e-07
Position 236: 1.870578135200546e-07
Position 2003: 1.865087068223463e-07
Position 1842: 1.7733387249516964e-07
Position 1038: 1.4600679218748614e-07
Position 1277: 1.2331081619183854e-07
Position 620: 9.645228703048934e-08
Position 737: 7.491080268122971e-08
Position 444: 6.226238608237249e-08
Position 481: 6.184826238168829e-08
Position 109: 4.813462957349613e-08
Position 289: 1.2365985352131262e-09
Position 477: 1.0100308513094324e-09
Position 345: 8.068704750308962e-10
Position 294: 7.202106837093633e-10
Position 329: 6.432649116887354e-10
Position 264: 3.947882755488339e-10
Position 282: 2.918783249804948e-10
Position 360: 2.0616488689502468e-10
Position 234: 1.9576992156032076e-10
Position 574: 1.234324488262245e-10
Position 297: 1.0551595889155635e-10
Position 239: 8.939239754785584e-11
Position 582: 8.346437007292255e-11
Position 350: 7.490113292406267e-11
Position 229: 4.68017718804835e-11
