Gene = 4930519G04Rik
index = 51
Annotated 5SS: [  195  3709  7322  7981  9886 16602 17147 18889 20685 24355 25935]
Annotated 3SS: [ 3657  7141  7926  9800 16490 17054 18863 20615 24300 25844 29130]
SMsplice 5SS: [  195  3280  4455  6536  9886 11929 16602 17147 18889 20685]
SMsplice 3SS: [ 3128  4342  6434  9800 11827 16490 17054 18863 20615 29130]
top_k =  500
Partition function (log Z): -9.423538761205648

Sorted 5' Splice Sites (High to Low Probability):
Position 16602: 0.9864717222776616
Position 3280: 0.9104456117416132
Position 9886: 0.7766691992127466
Position 6536: 0.7671951925311953
Position 4455: 0.6368060798891002
Position 3709: 0.6165529270255814
Position 11929: 0.6151804066937278
Position 18889: 0.5838474593816922
Position 17147: 0.5326117566126152
Position 20685: 0.4449140652570631
Position 7981: 0.42755711199234336
Position 195: 0.38843590957397484
Position 251: 0.37865534324551264
Position 20711: 0.33473648233663694
Position 4409: 0.18302634836510112
Position 7322: 0.1770477978772058
Position 211: 0.16179001315233238
Position 7999: 0.15497319244144148
Position 16355: 0.14716371459309865
Position 22921: 0.1380020227929064
Position 3064: 0.09577413020769451
Position 9328: 0.09566482242264916
Position 13545: 0.08129819399983967
Position 9241: 0.04467713851728281
Position 3226: 0.04334225192663531
Position 4680: 0.039097413356858374
Position 17: 0.03906896091121295
Position 4717: 0.03554200840741807
Position 8519: 0.034479583846115255
Position 2962: 0.0330884371744197
Position 12428: 0.029981578777006086
Position 4862: 0.02801367463404755
Position 89: 0.024252828378647947
Position 8935: 0.02365913949897149
Position 1896: 0.018472821740987362
Position 1876: 0.01617012738995295
Position 82: 0.014181248987893337
Position 3255: 0.01296400396482079
Position 146: 0.010906341567024549
Position 9408: 0.009872869513201776
Position 1442: 0.008383929403397359
Position 8405: 0.008006222456974486
Position 2423: 0.00776564432162476
Position 2471: 0.00490852376112447
Position 360: 0.003505595399555866
Position 73: 0.0031035570074082345
Position 225: 0.0030927221114118468
Position 3680: 0.0026681139373967437
Position 3664: 0.0019513345221672867
Position 2526: 0.001808221556667752
Position 1250: 0.0012530038691858682
Position 1194: 0.0011931210700502686
Position 1163: 0.001118235610235313
Position 2449: 0.0008037498881115873
Position 2213: 0.0007016760142329003
Position 2460: 0.0006198206216382592
Position 3658: 0.0005551946642364547
Position 213: 0.000516226304792826
Position 1886: 0.0004879873725962525
Position 32: 0.000423643887827077
Position 1244: 0.00040426135910886986
Position 8009: 0.00038563247443240174
Position 231: 0.00035476212187612253
Position 2482: 0.000306299856735643
Position 20: 0.00025361646109750866
Position 4005: 0.00023577549491547075
Position 3516: 0.00020561672555705757
Position 4741: 6.005761749081798e-05
Position 4080: 2.916908590269605e-05
Position 215: 2.3528201020569828e-05
Position 354: 2.2491010191886884e-05
Position 1033: 5.505511620234856e-06
Position 1081: 3.6635134374213956e-06
Position 916: 2.503442002229911e-06
Position 750: 1.3288027988036893e-06
Position 870: 1.3020675439850632e-06
Position 68: 1.0169927804189548e-06
Position 286: 9.581058397842651e-07
Position 742: 7.897632047247462e-07
Position 703: 7.877727148249113e-07
Position 999: 2.4830810578368387e-07
Position 1070: 1.6663929166444868e-07
Position 96: 1.1473878486163001e-07
Position 112: 8.731254897502334e-08
Position 962: 8.170910079529212e-08
Position 934: 7.965062612542727e-08
Position 319: 7.577950983846615e-08
Position 284: 4.6235024974132264e-08
Position 123: 3.86652119003711e-08
Position 722: 2.264342472445688e-11
Position 529: 2.1361008659122245e-11
Position 125: 8.890095036037217e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16490: 0.9885453809172973
Position 29130: 0.9557302632246746
Position 3128: 0.896363887288982
Position 20615: 0.7878641566223812
Position 9800: 0.7766978885528419
Position 6434: 0.7027474815403099
Position 4342: 0.6639346692868292
Position 11827: 0.6151986291866753
Position 18863: 0.5845670133075654
Position 17054: 0.5326401302343601
Position 7926: 0.46285760443703133
Position 3572: 0.3114533174112983
Position 3657: 0.21994621174055565
Position 16292: 0.14736318489027062
Position 9108: 0.13917126237153826
Position 7253: 0.1219038805851039
Position 2923: 0.11591410907754676
Position 22755: 0.08843109897043117
Position 13404: 0.08133638538009588
Position 7729: 0.07853627352231053
Position 22778: 0.06996277691093927
Position 4360: 0.0652415768245425
Position 4562: 0.05077449623672545
Position 3102: 0.045427152813698767
Position 7141: 0.04380007662273849
Position 6460: 0.04148709853942289
Position 12103: 0.030003213249528364
Position 123: 0.029215736682427038
Position 7803: 0.029097708784199518
Position 4247: 0.026351728031328382
Position 8338: 0.02224351507168897
Position 8238: 0.020251530614356965
Position 3185: 0.01986082245812023
Position 1780: 0.019339062907983904
Position 4299: 0.01835752967832458
Position 3604: 0.017947426608921704
Position 4357: 0.01785896333137243
Position 3537: 0.017653004798100332
Position 4679: 0.016974863430139757
Position 4220: 0.01676986897517934
Position 3597: 0.014208952938445363
Position 8728: 0.014076224304999928
Position 9009: 0.011068076238392259
Position 2342: 0.010928773382237371
Position 4641: 0.0103082738954567
Position 6375: 0.009996425932221387
Position 3516: 0.009878647355008029
Position 6272: 0.009597508218299647
Position 8837: 0.009586776794197829
Position 24593: 0.009548452116372178
Position 3391: 0.009410770188359133
Position 7159: 0.009056727004586164
Position 3663: 0.008435498415248403
Position 3576: 0.008370031155586072
Position 1783: 0.008021909457595323
Position 4585: 0.007878436441689
Position 1162: 0.007333195937931443
Position 7765: 0.007278886752797996
Position 4285: 0.0067531633309636145
Position 2826: 0.006272103850850759
Position 4813: 0.005778668032587919
Position 7693: 0.00508789176480772
Position 4565: 0.004535208238543878
Position 3690: 0.0038882864030972955
Position 4258: 0.003797642880152418
Position 6493: 0.003366876008084569
Position 2894: 0.003313115350694488
Position 1707: 0.002972125213264454
Position 2791: 0.0025488411325243136
Position 4529: 0.002453307119512763
Position 2869: 0.0020628062926708393
Position 2287: 0.0019277048780365778
Position 2303: 0.0018167832927581914
Position 1279: 0.0017906832092173567
Position 4408: 0.0015105642338413313
Position 7089: 0.0014602754279216716
Position 4716: 0.0014034087674422227
Position 20882: 0.0013803129351038302
Position 1797: 0.0012444243383113104
Position 3037: 0.0011906910708636192
Position 2807: 0.0011715184688558477
Position 1634: 0.0009629744293156307
Position 4454: 0.0008919468429677477
Position 1620: 0.0008423823856219348
Position 7265: 0.0008293919777588089
Position 3243: 0.0007457871128584156
Position 4664: 0.0007303621163857773
Position 1678: 0.0006159892624430471
Position 3044: 0.0005841156508523454
Position 130: 0.0005521661313585064
Position 1667: 0.0005374653533520755
Position 2178: 0.0005367263870793547
Position 2122: 0.0005123035729993617
Position 1416: 0.0005024910956294163
Position 2238: 0.00044865579048467604
Position 19224: 0.00040703822818143195
Position 18149: 0.00038515826026162104
Position 1061: 0.00035644817267209265
Position 1682: 0.0003053923141151231
Position 18011: 0.0002974362321241682
Position 2269: 0.000264406990711039
Position 3404: 0.00025906777057937557
Position 1794: 0.000253413053548036
Position 2775: 0.0002526895333686922
Position 2235: 0.00021256795655530218
Position 1065: 0.00021253243672111154
Position 3271: 0.0002039298643371997
Position 2763: 0.0001848813479164846
Position 2024: 0.0001650030314754904
Position 3942: 0.000158564911377079
Position 186: 0.0001565512507736592
Position 1262: 0.0001376218691161967
Position 1138: 0.0001282083977170014
Position 4534: 0.0001267498629966185
Position 1095: 0.0001220897641786871
Position 13925: 0.0001205600829029659
Position 19261: 0.00011351406713934272
Position 1318: 0.00011122694559830424
Position 180: 0.00010817801272119731
Position 1967: 9.846014411479672e-05
Position 17995: 7.490592206319486e-05
Position 826: 6.760209568927547e-05
Position 1032: 5.927105484297149e-05
Position 7535: 5.8716779265369164e-05
Position 956: 5.4193970629724206e-05
Position 17216: 5.2525380343933705e-05
Position 4403: 4.614770780009672e-05
