Gene = Pecr
index = 808
Annotated 5SS: [  222  7028  8149  9429 14038 16908 22363]
Annotated 3SS: [ 6893  7982  9346 13940 16796 22250 24880]
SMsplice 5SS: [  222  7028  8149 14038 16908 17232 22363]
SMsplice 3SS: [ 6893  7982 13940 16796 17143 22250 23333]
top_k =  500
Partition function (log Z): 3.2058654657329613

Sorted 5' Splice Sites (High to Low Probability):
Position 14038: 0.997315759812666
Position 7028: 0.9807998275114881
Position 22363: 0.9755494844002364
Position 17232: 0.9474717252731147
Position 222: 0.8918952285434062
Position 16908: 0.7937451268737455
Position 9429: 0.4759961167317805
Position 7689: 0.30944626342222
Position 14464: 0.24343058715162144
Position 933: 0.2316358501509069
Position 21509: 0.13403201400655218
Position 14821: 0.0921065276699618
Position 2431: 0.0820790372349642
Position 226: 0.07429480124471753
Position 17782: 0.0679861495003401
Position 17843: 0.055901797270323
Position 9880: 0.051254580227296384
Position 16913: 0.04745773159648472
Position 2009: 0.04530017217940801
Position 4964: 0.044190853725844914
Position 21883: 0.04287375003633455
Position 20539: 0.04032127712720152
Position 11091: 0.038649130787240894
Position 21802: 0.03803407057636134
Position 9277: 0.036203217563931314
Position 7341: 0.03121716516036612
Position 21830: 0.030928126896941202
Position 23112: 0.030904157319787066
Position 8662: 0.027329229497597782
Position 1573: 0.026939323721788914
Position 6011: 0.0249097490932342
Position 15339: 0.02267761284098873
Position 8020: 0.02239405237209539
Position 275: 0.021297529138034996
Position 8271: 0.018526432243978697
Position 20642: 0.01673398687616434
Position 7107: 0.016589988408808917
Position 7693: 0.016405961451316127
Position 1687: 0.015907440937779113
Position 7295: 0.015752715475824772
Position 16658: 0.015686054145578953
Position 16121: 0.015293534993994903
Position 16873: 0.014485351927646686
Position 11621: 0.012856174118344521
Position 4604: 0.011906500754449418
Position 18880: 0.011632866375099093
Position 8365: 0.011603850111434751
Position 22869: 0.011031240136129149
Position 22554: 0.010985837155136981
Position 6221: 0.010776338261468423
Position 21726: 0.009321599029083024
Position 1490: 0.008596390780154452
Position 9725: 0.0077609429371546055
Position 15410: 0.00768561603995309
Position 850: 0.0074838322488625115
Position 2623: 0.007063046863963287
Position 17291: 0.006353523912007432
Position 11662: 0.00593549223043361
Position 16962: 0.005907994659517026
Position 9721: 0.005680920932445885
Position 24658: 0.00559192489639523
Position 7946: 0.005441043214350045
Position 791: 0.0052107710428631795
Position 7177: 0.0043698255953239
Position 7983: 0.004299808431108147
Position 20405: 0.0038979782798887874
Position 8103: 0.0038587614635790493
Position 11223: 0.0036993703135823532
Position 22418: 0.003441172706457808
Position 1934: 0.0031540361743237757
Position 24703: 0.0031389860979830807
Position 19759: 0.0029080280712766287
Position 4944: 0.0028702806545286815
Position 7194: 0.0028610155226652632
Position 17690: 0.0027540447121052357
Position 14117: 0.002609752653442721
Position 23170: 0.0025736788872080646
Position 14371: 0.002407169505012932
Position 4959: 0.0021721836518031573
Position 9226: 0.0019683600923205207
Position 1853: 0.0016881981850407936
Position 890: 0.0016169548385240404
Position 22647: 0.0015118965429697126
Position 22988: 0.0014941960617312542
Position 2459: 0.0014604537447401522
Position 7361: 0.001380962906088958
Position 16896: 0.001348096871185364
Position 17057: 0.0004941972325540132
Position 24014: 0.00044996359769910793
Position 378: 0.0003786353471377545
Position 7810: 0.00031935029835595375
Position 197: 0.00025273820731380986
Position 929: 0.00020768635121531177
Position 117: 0.00019905262093529316
Position 8234: 0.0001968441755857015
Position 8153: 0.00019138431478136437
Position 7543: 0.00016413715135547754
Position 490: 0.00015635951947654282
Position 976: 0.00013522521138057086
Position 337: 0.00013198183997325052
Position 8138: 0.00013039433047914303
Position 2172: 0.00010405139366836844
Position 7606: 9.769512790975384e-05
Position 1020: 9.079964932300463e-05
Position 155: 8.010017101678345e-05
Position 264: 7.746859914072688e-05
Position 550: 7.683830331111217e-05
Position 840: 6.021572613486958e-05
Position 8155: 5.8858774025873816e-05
Position 1222: 4.839722266748939e-05
Position 7642: 4.507910526918997e-05
Position 1913: 3.9342517843360705e-05
Position 733: 3.8769267814170974e-05
Position 1673: 3.573132631578395e-05
Position 403: 3.3681329165786884e-05
Position 1927: 3.015557304165314e-05
Position 14042: 2.5223415320772523e-05
Position 467: 2.5131207726081084e-05
Position 164: 2.084551423952924e-05
Position 751: 1.5814692796137557e-05
Position 745: 1.5374292305304546e-05
Position 7942: 1.4727050064000393e-05
Position 323: 1.2889581064559517e-05
Position 254: 1.2559104719603218e-05
Position 558: 4.241734430855362e-06
Position 53: 3.405819996842022e-06
Position 7347: 2.441279328531189e-06
Position 435: 1.9144562323135374e-06
Position 139: 1.8538012096353566e-06
Position 161: 1.5808321622302436e-06
Position 528: 1.2622006618640347e-06
Position 10: 6.824155293603828e-07
Position 56: 6.820253496003782e-07
