Gene = Gdpgp1
index = 430
Annotated 5SS: [341]
Annotated 3SS: [5348]
SMsplice 5SS: [341]
SMsplice 3SS: [5348]
top_k =  500
Partition function (log Z): -9.19447663173047

Sorted 5' Splice Sites (High to Low Probability):
Position 5588: 0.5891151838362408
Position 341: 0.4802527100548542
Position 134: 0.3094128247095592
Position 6469: 0.26677400480936214
Position 4990: 0.26630603014132326
Position 5093: 0.16627750750927542
Position 191: 0.15120713118335102
Position 404: 0.07022250304053225
Position 6474: 0.055244708144810487
Position 546: 0.049878226936827516
Position 5209: 0.034695658153373485
Position 291: 0.03463433962814612
Position 394: 0.016622781812262826
Position 680: 0.014184362887420107
Position 859: 0.012606087202684964
Position 5095: 0.010891948170267944
Position 1070: 0.009800742836991394
Position 2546: 0.00825361903240226
Position 3396: 0.005770648428392992
Position 2247: 0.005455423306337312
Position 2353: 0.003679658776046013
Position 1313: 0.0030080187056941753
Position 2341: 0.0029467448723515723
Position 2458: 0.002822069240397791
Position 2614: 0.002555848915464986
Position 3460: 0.0021003083554305664
Position 3357: 0.0020214368937777356
Position 2754: 0.001909020063161339
Position 3325: 0.00165787252332587
Position 172: 0.0011489068631904307
Position 636: 0.0010408624009654432
Position 3287: 0.0009417479348964051
Position 3473: 0.0008667182046635168
Position 1114: 0.0007634689830866837
Position 5636: 0.0007322623452495598
Position 1583: 0.0006735118048594793
Position 102: 0.0005042207184363208
Position 364: 0.00040569644740615687
Position 3389: 0.00035769926139451487
Position 332: 0.0002579648249247207
Position 2899: 0.00023196765910927903
Position 627: 0.00021874599483125
Position 124: 0.00020605491683008793
Position 1080: 0.00019359625798413816
Position 606: 0.00018774885464415263
Position 615: 0.00015818431532746346
Position 57: 9.684767102175733e-05
Position 45: 8.987342033822008e-05
Position 278: 5.1717790882152635e-05
Position 421: 2.968468391013149e-05
Position 792: 2.5394215445537757e-05
Position 61: 2.055634841538699e-05
Position 36: 2.0018163599933483e-05
Position 380: 1.2136748713496722e-05
Position 26: 1.0811547171381633e-05
Position 20: 7.96874632730312e-06
Position 195: 7.71749847823865e-06
Position 495: 7.658432127421343e-06
Position 239: 6.192855567727273e-06
Position 375: 5.518356390055594e-06
Position 293: 4.358273884191821e-06
Position 205: 4.311511603594344e-06
Position 305: 3.8011400454554486e-06
Position 453: 3.7061392812146873e-06
Position 624: 3.3094641671695853e-06
Position 575: 2.652246398924046e-06
Position 1060: 1.6063099990052913e-06
Position 2210: 1.5956494184845358e-06
Position 2306: 1.157520204974555e-06
Position 382: 1.0222884101226678e-06
Position 1531: 8.860431888955759e-07
Position 1147: 7.851010605204888e-07
Position 1341: 7.819402238737758e-07
Position 310: 7.359317036465006e-07
Position 408: 7.977258443388506e-09
Position 413: 2.6650368267972016e-09
Position 324: 2.334097581697161e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5348: 0.6976116165166469
Position 4951: 0.3306103325654864
Position 6395: 0.20149862611455652
Position 4857: 0.15850289537971227
Position 6988: 0.12124418164621772
Position 5381: 0.10957276304021352
Position 5406: 0.10429276099765643
Position 6273: 0.10389488031539187
Position 3190: 0.05504670771154965
Position 8342: 0.05344871011085681
Position 7751: 0.05134139010642513
Position 447: 0.05101370066580342
Position 8594: 0.049492333741704066
Position 254: 0.047877765009127465
Position 7541: 0.04738493577146027
Position 7492: 0.04441646287187105
Position 7874: 0.039512441705853024
Position 7677: 0.025394029726470292
Position 8832: 0.025353738455099507
Position 8485: 0.02232989204456999
Position 8630: 0.020096743116567256
Position 2299: 0.015176475910649788
Position 8126: 0.015071615301378568
Position 6139: 0.014048506616763889
Position 257: 0.011213759180633278
Position 363: 0.010952973139756081
Position 6104: 0.010618315456970385
Position 7721: 0.010582334965109689
Position 913: 0.010125110229426453
Position 539: 0.00824137361620279
Position 6362: 0.0077323132726779455
Position 2073: 0.006869279744237235
Position 7359: 0.006637594893236018
Position 6634: 0.006547292571933444
Position 7811: 0.006518196810169275
Position 7512: 0.006073668431199407
Position 7137: 0.005958135629152086
Position 420: 0.005645543641002419
Position 6243: 0.005537672689232517
Position 4987: 0.004392161254360264
Position 6568: 0.003489439731772871
Position 7032: 0.003357877823038357
Position 8321: 0.0030675634957022593
Position 3825: 0.003022548411181917
Position 6440: 0.0028792310114873036
Position 739: 0.0026450961836156426
Position 981: 0.002607290063737443
Position 1182: 0.002325486204797249
Position 2490: 0.0022121645817643376
Position 5726: 0.0021615165491831456
Position 7473: 0.002035599032156014
Position 5776: 0.0018485268654152302
Position 219: 0.0017439512567798607
Position 290: 0.0016449107232065852
Position 5958: 0.0015737754867442446
Position 1028: 0.001404976330649322
Position 310: 0.0012858346718068276
Position 2613: 0.0012778004363655192
Position 2664: 0.0012550640664298928
Position 2242: 0.001184104932181216
Position 2210: 0.0011287684111668725
Position 5687: 0.0011252547820894518
Position 4767: 0.0011093451663535445
Position 278: 0.0011015137571725318
Position 227: 0.001056323380908711
Position 805: 0.0010182886159465284
Position 2790: 0.0009424684861743516
Position 1210: 0.0009076134958825294
Position 2080: 0.0009008462634921271
Position 2527: 0.0008257040315220969
Position 5352: 0.0008228984153420164
Position 4295: 0.0007853689818910301
Position 221: 0.0007698801962630075
Position 6464: 0.0007516261358265808
Position 3312: 0.000664659014674618
Position 4541: 0.0006508391653429525
Position 6700: 0.0006267216241457303
Position 7003: 0.0006033350361788669
Position 3054: 0.0005170863228083836
Position 766: 0.00048053559057560945
Position 260: 0.0004754792717701705
Position 3008: 0.000250458984507338
Position 1438: 0.00024360107981126987
Position 1413: 0.00023346291794149146
Position 600: 0.00016310657718879708
Position 189: 0.00014774071582172434
Position 3793: 0.00010714345568645351
Position 1069: 7.210041145574226e-05
Position 1039: 6.9598095281102e-05
Position 996: 5.1316138913334606e-05
Position 1841: 3.507835848532847e-05
Position 2340: 2.2478515979474093e-05
Position 1546: 1.6408178081489367e-05
Position 332: 1.5236418409106667e-05
Position 575: 1.104036095531159e-05
Position 265: 4.0568054162739466e-06
Position 580: 2.5777518299649274e-06
Position 201: 1.805811809670963e-06
Position 375: 1.2842351258195545e-06
Position 1355: 1.0512877393950721e-06
Position 401: 9.937406448451218e-07
Position 163: 5.538125448618308e-07
Position 498: 3.451551573525984e-07
Position 403: 2.2768683326050622e-07
Position 492: 1.9822432833715306e-07
Position 1341: 1.600341762000032e-07
Position 1161: 1.5957475067690671e-07
Position 1233: 1.4802400379598655e-07
Position 1198: 1.3549754846979509e-07
Position 831: 1.3122051093514934e-07
Position 920: 9.364540710082222e-08
Position 546: 7.16697585459828e-08
Position 195: 6.81017131937461e-08
Position 408: 6.742102195524703e-08
Position 166: 5.2241586461507515e-08
Position 336: 3.893842034938482e-08
Position 129: 3.714653352155747e-08
Position 102: 1.610596536475872e-08
Position 107: 4.8303374499389285e-09
Position 344: 4.97913184269697e-10
