Gene = Ndufc1
index = 739
Annotated 5SS: [ 125  844 1653]
Annotated 3SS: [ 739 1575 3368]
SMsplice 5SS: [ 125  844 1653]
SMsplice 3SS: [ 739 1575 3368]
top_k =  500
Partition function (log Z): -3.2354577883565465

Sorted 5' Splice Sites (High to Low Probability):
Position 125: 0.9627496855768514
Position 844: 0.8651021134449294
Position 1653: 0.8293597825530842
Position 2401: 0.27223728406599346
Position 3216: 0.03622838706218163
Position 3530: 0.024031050992607095
Position 1177: 0.02268457806665984
Position 2134: 0.021039547223141577
Position 66: 0.018901168424229807
Position 2438: 0.0167594403778766
Position 810: 0.014977987038599459
Position 3453: 0.012124979725377839
Position 2442: 0.008406288276316277
Position 499: 0.007774261137519866
Position 3475: 0.005843434857212501
Position 848: 0.0051446804128982854
Position 258: 0.004856748573895336
Position 279: 0.0048050380593880095
Position 210: 0.004460867829333044
Position 795: 0.004023563310932785
Position 2098: 0.0038060377464480197
Position 826: 0.0037199368460596686
Position 814: 0.0027598028747980253
Position 70: 0.002591507271036588
Position 853: 0.002442542937439768
Position 834: 0.002170935211016302
Position 2048: 0.001898502294123135
Position 3070: 0.0018136682874015043
Position 880: 0.001812458444097769
Position 447: 0.0016557189735615947
Position 1060: 0.0016317362536759346
Position 864: 0.001490271127312189
Position 476: 0.0014392501242701022
Position 478: 0.0013409785664325467
Position 907: 0.0011600231496025227
Position 3425: 0.0010752229279590727
Position 233: 0.000784646309301322
Position 1657: 0.000676510838985579
Position 2458: 0.0005970790925020768
Position 466: 0.0005883144893673925
Position 601: 0.0005259451045726489
Position 2000: 0.0005157280472709403
Position 1183: 0.0005035177220834912
Position 2492: 0.0004655082232898199
Position 2225: 0.0004490569569399161
Position 1217: 0.0004131268572438463
Position 216: 0.00038207901507605007
Position 911: 0.0002912542350027013
Position 2564: 0.0002759994677261681
Position 607: 0.0002681160566547714
Position 3480: 0.00026638946890970524
Position 1991: 0.00024799295370770736
Position 2869: 0.0001940546896592056
Position 513: 0.0001746742611605532
Position 84: 0.00017367622571828645
Position 3943: 0.00016709027339943224
Position 945: 0.00016494237586851002
Position 2238: 0.00015332228042066323
Position 327: 0.00014330144274358277
Position 2681: 0.00014083371499190245
Position 931: 0.0001357338622948645
Position 775: 0.00012710885967697304
Position 1140: 0.00010976032039152842
Position 129: 0.00010923077745470414
Position 985: 9.628052014978287e-05
Position 1807: 9.347244692948482e-05
Position 1695: 8.885298799949371e-05
Position 3061: 8.510665580546048e-05
Position 904: 7.767624051827688e-05
Position 2873: 6.437054462635302e-05
Position 2300: 5.226913515123931e-05
Position 73: 5.020576626029186e-05
Position 1094: 4.197180372396806e-05
Position 1289: 3.294646331142382e-05
Position 352: 2.8965734237999937e-05
Position 571: 2.8445968464154788e-05
Position 802: 2.4784750188639896e-05
Position 1114: 2.255238618989952e-05
Position 131: 2.187214012341929e-05
Position 4: 1.021013118839758e-05
Position 335: 4.51239711581846e-06
Position 1662: 1.7607375430534637e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3368: 0.9648758894193838
Position 739: 0.9087898927274722
Position 1575: 0.6066624032063948
Position 2156: 0.1427979941638104
Position 1532: 0.14125273438616276
Position 2377: 0.10588856423579149
Position 1465: 0.07709438164164423
Position 3109: 0.03325197880861148
Position 2286: 0.025196938300056617
Position 1927: 0.023711644267351385
Position 2277: 0.014653425582627343
Position 396: 0.010094220548915924
Position 3625: 0.009984695298873688
Position 3819: 0.009008774207390111
Position 945: 0.008626454666636469
Position 2574: 0.007248781668518544
Position 2303: 0.006724044983487241
Position 4245: 0.005236592302635057
Position 3373: 0.00513213126590219
Position 1955: 0.005031746336095817
Position 2981: 0.004947872133995367
Position 1005: 0.0048001047230267204
Position 1503: 0.0046801932344383715
Position 3577: 0.0043587679066894106
Position 3673: 0.004247892337266232
Position 3991: 0.0037682653564665327
Position 3581: 0.0031686882536002938
Position 966: 0.0031068928504723622
Position 2320: 0.003075488821646475
Position 2008: 0.0028297085306080473
Position 3153: 0.002765707581982315
Position 206: 0.001841003259363761
Position 1405: 0.001830605361619967
Position 209: 0.001784213305530472
Position 4283: 0.0017659058002487246
Position 985: 0.0016429362049856506
Position 942: 0.0016039381073920918
Position 3860: 0.0014474009571810156
Position 3124: 0.0013363301895132672
Position 341: 0.001296529621266554
Position 3034: 0.0011608095708752447
Position 3925: 0.000955146786976624
