Gene = Hirip3
index = 540
Annotated 5SS: [ 545  749  955 2279 2514 2690]
Annotated 3SS: [ 627  845 1196 2347 2590 2761]
SMsplice 5SS: [ 545  749  955 1392 2690]
SMsplice 3SS: [ 627  845 1196 2590 2761]
top_k =  500
Partition function (log Z): 5.91896683322347

Sorted 5' Splice Sites (High to Low Probability):
Position 2690: 0.989104647942522
Position 749: 0.9788800770148762
Position 955: 0.9474534760815261
Position 1392: 0.8610309872960185
Position 545: 0.6262391594052328
Position 17: 0.45787691205932546
Position 2971: 0.17172039713167536
Position 2279: 0.13333794350027803
Position 2296: 0.08430850575692322
Position 2514: 0.057199977018370776
Position 2211: 0.049580671771862664
Position 2912: 0.0344743182152023
Position 119: 0.02975987929420553
Position 324: 0.02971496185609122
Position 2271: 0.026336348261655616
Position 1059: 0.025302033882858364
Position 932: 0.019448551298504663
Position 1442: 0.019125813001865943
Position 560: 0.01667764284933722
Position 1502: 0.01652745280292233
Position 1359: 0.012761377485947134
Position 782: 0.006888472769636978
Position 751: 0.005888979816769248
Position 403: 0.005399697003229698
Position 470: 0.0053782982940691025
Position 1295: 0.0031850979196580828
Position 27: 0.003016970191788458
Position 2891: 0.0025604008887591327
Position 69: 0.0024996337862283917
Position 2256: 0.0014650387596457112
Position 138: 0.0013483893991178538
Position 2906: 0.0010379607104640833
Position 2475: 0.0007726668747029188
Position 371: 0.0007161322693534335
Position 3018: 0.0006901827216493713
Position 2684: 0.0006441710398949178
Position 2880: 0.0005421332244694592
Position 1397: 0.000538477218996816
Position 262: 0.0005340102692127082
Position 896: 0.0004732543377689673
Position 755: 0.0004097123102681973
Position 1475: 0.00039429261259167153
Position 2932: 0.00038504537247312963
Position 722: 0.0003640488309823046
Position 417: 0.0002720705728316069
Position 175: 0.0002666226869269734
Position 554: 0.0002666171392747426
Position 2941: 0.0002660269218922429
Position 950: 0.00023546260627676954
Position 123: 0.00016212246821276492
Position 2934: 0.00015838301971457614
Position 671: 0.00013641729383246154
Position 913: 0.00013602684643492844
Position 2477: 0.00012636841814076864
Position 2300: 0.00010823851935077148
Position 2955: 0.00010723781649115658
Position 888: 8.789773316391001e-05
Position 76: 8.579660430241182e-05
Position 341: 7.648881214569618e-05
Position 1027: 5.279764661171862e-05
Position 2665: 4.72804959143752e-05
Position 1124: 3.348189904798415e-05
Position 347: 3.111742232828103e-05
Position 212: 2.99977520127394e-05
Position 1092: 2.9871212742837275e-05
Position 981: 2.9265769760425802e-05
Position 973: 2.8823663648455965e-05
Position 985: 2.7019741034620307e-05
Position 278: 2.3884837754593612e-05
Position 856: 2.310529688605279e-05
Position 959: 2.309307033325675e-05
Position 334: 1.5768601569552126e-05
Position 6: 1.531710382771798e-05
Position 1003: 1.1570632547888256e-05
Position 675: 7.2611777504484565e-06
Position 2650: 7.184376630824597e-06
Position 590: 5.837812236724009e-06
Position 265: 4.376620479571664e-06
Position 2727: 4.350456627104401e-06
Position 1063: 3.731010298155079e-06
Position 568: 2.518932012129773e-06
Position 574: 2.266151355307323e-06
Position 709: 1.2806671831685131e-06
Position 786: 1.626673389459156e-07
Position 797: 1.077372565166972e-07
Position 1556: 7.951971697559819e-08
Position 2084: 8.409590708772963e-10
Position 821: 7.036315674373591e-10
Position 647: 1.7185058413079908e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 845: 0.9879547223321568
Position 2590: 0.9684417128867795
Position 627: 0.9218914689389828
Position 2761: 0.9068689270617011
Position 1196: 0.8787299063585049
Position 3121: 0.1312427646649372
Position 2189: 0.12980117551354312
Position 347: 0.08483051952065128
Position 3237: 0.0700330646689679
Position 2797: 0.05945338942626349
Position 655: 0.049927718962194244
Position 2124: 0.04593803518264076
Position 2347: 0.03771859160067756
Position 388: 0.034749766009788435
Position 2146: 0.03179167465847913
Position 191: 0.023515381670044716
Position 433: 0.021815290331349727
Position 2130: 0.02062468993919081
Position 2102: 0.01614740428871036
Position 2610: 0.015521466562844166
Position 2098: 0.013996940185322196
Position 265: 0.013967471686933939
Position 2210: 0.012288916015677992
Position 1218: 0.012262845956538378
Position 2128: 0.008836103616031935
Position 3316: 0.007990598468383415
Position 2249: 0.007800277856656792
Position 1122: 0.00728951705839878
Position 3053: 0.00660375171576331
Position 246: 0.006433892991842588
Position 1223: 0.006388466904321714
Position 2388: 0.00607173622839528
Position 2454: 0.005892825159264606
Position 3200: 0.005605094418778372
Position 271: 0.005472714142976244
Position 3089: 0.0052181776843978275
Position 2815: 0.0045442621541975335
Position 3269: 0.004132520328488127
Position 2148: 0.004001845305830966
Position 1251: 0.0035086647249261164
Position 3280: 0.003296618544837975
Position 2366: 0.002798662987905967
Position 2607: 0.0026677749406135666
Position 913: 0.002393882216886455
Position 2378: 0.0023368745635884572
Position 2075: 0.0020420381905989706
Position 163: 0.0019751887865310054
Position 85: 0.001713396238227942
Position 1203: 0.0015996877506733445
Position 362: 0.001550504250487479
Position 1149: 0.0015350683659916466
Position 2368: 0.0014780147425782204
Position 2631: 0.0014584143591216882
Position 3336: 0.0010273564957234528
Position 2774: 0.001004009427868684
Position 220: 0.0009938496652077838
Position 2164: 0.0009885366911568238
Position 449: 0.0009582251425274137
Position 2845: 0.0008796775990973589
Position 862: 0.0007961204462448742
Position 1040: 0.0007890497850611681
Position 2117: 0.0007606392811308393
Position 2541: 0.0006252635804624957
Position 2625: 0.0006034113110976439
Position 2155: 0.0005918874667545891
Position 2119: 0.0005703766419426701
Position 1015: 0.0005389354274027558
Position 1232: 0.0005283583085267854
Position 304: 0.0005105925544532985
Position 698: 0.0004823194861176431
Position 312: 0.00044426546942462797
Position 2172: 0.00043898131472862225
Position 295: 0.00043253139871947605
Position 2848: 0.0004029933231066913
Position 2906: 0.00039709438331667627
Position 319: 0.0003779998501151238
Position 2565: 0.0003358718085353932
Position 994: 0.00031951875989899125
Position 2903: 0.0003160051364402539
Position 2434: 0.00029267889687382146
Position 1246: 0.000277521541259784
Position 2255: 0.0002427044904112015
Position 1264: 0.00024171533659329494
Position 2875: 0.00023883527286894336
Position 1391: 0.00023261130772215998
Position 1127: 0.00022399329689877883
Position 1278: 0.000220267149709907
Position 2067: 0.00021552699868716024
Position 1177: 0.00021333440130336318
Position 703: 0.00021330261962446446
Position 456: 0.0002106729296150634
Position 2964: 0.0002000290461793171
Position 948: 0.00018632060279789644
Position 1059: 0.00018318956894869618
Position 1910: 0.00017019918771841238
Position 2437: 0.00016616330737494016
Position 2314: 0.00016209891689316773
Position 2803: 0.0001561750719342691
Position 2395: 0.00014905672636185616
Position 2709: 0.0001457421609118681
Position 2408: 0.00014482086144434979
Position 1930: 0.00014253755031405155
Position 867: 0.0001323084492055198
Position 119: 0.00013211752467040742
Position 2270: 0.0001288553947459803
Position 111: 0.00012364680474860132
Position 441: 0.00010709793838083653
Position 517: 8.698130578740116e-05
Position 1020: 8.680780798777728e-05
Position 3239: 8.098906935303354e-05
Position 2084: 7.434048240486262e-05
Position 3248: 7.046828240055821e-05
Position 334: 6.903798647184625e-05
Position 2122: 6.648179204288171e-05
Position 1165: 6.600622930895377e-05
Position 100: 6.509710088364378e-05
Position 1386: 5.7944308769216405e-05
Position 2484: 5.7918063728802377e-05
Position 3370: 5.3119589356897815e-05
Position 276: 4.9026108108618494e-05
Position 1275: 3.900597553718727e-05
Position 594: 3.6910443454333845e-05
Position 3077: 3.466782226151945e-05
Position 544: 3.067751888762223e-05
Position 2820: 2.476449876963961e-05
Position 700: 2.458854453601416e-05
Position 3207: 2.195243469968775e-05
Position 278: 2.1917582052426636e-05
Position 3290: 2.0416281020097863e-05
Position 492: 2.0276813575076368e-05
Position 323: 1.8950946999279826e-05
Position 2818: 1.8135643369831255e-05
Position 2856: 1.7236666196583155e-05
Position 888: 1.5651726006872997e-05
Position 587: 1.236549923733792e-05
Position 872: 1.1839808056850508e-05
Position 706: 1.1168411266983123e-05
Position 893: 1.0374148402681378e-05
Position 2853: 1.0291136170622516e-05
Position 2684: 1.002278203362878e-05
Position 2681: 9.917812499599261e-06
Position 876: 8.912656389802517e-06
Position 1156: 8.814334418336562e-06
Position 2850: 8.049302524166463e-06
Position 1086: 7.711603842318029e-06
Position 733: 6.734322024161515e-06
Position 950: 6.548368972615677e-06
Position 2921: 6.336119556138928e-06
Position 1411: 5.659371593607602e-06
Position 895: 4.938788237605328e-06
Position 1295: 4.8840982960139745e-06
Position 1133: 4.769538807430586e-06
Position 923: 4.225766332651539e-06
Position 497: 4.175604699619215e-06
Position 1288: 4.028831073002182e-06
Position 1261: 3.887004081674868e-06
Position 2918: 3.3806666099140083e-06
Position 1280: 3.240740626908731e-06
Position 1124: 3.210780789133567e-06
Position 1441: 3.194201137575473e-06
Position 954: 2.7031365803905526e-06
Position 2012: 2.4232727279841494e-06
Position 1339: 1.9764420155553837e-06
Position 1414: 1.960903133767645e-06
Position 1325: 1.8305228850534833e-06
Position 1877: 1.6882028999846735e-06
Position 582: 1.472036034303764e-06
Position 2005: 1.4292815773362467e-06
Position 127: 1.386902200750793e-06
Position 806: 1.196353670145764e-06
Position 1359: 9.119819828514713e-07
Position 528: 7.669564166076465e-07
Position 715: 7.633448791346243e-07
Position 926: 6.092731836928438e-07
Position 730: 5.289416546639263e-07
Position 131: 1.115224734893501e-08
Position 931: 5.646122517268397e-09
Position 774: 1.5439073959672622e-09
