Gene = Pstk
index = 872
Annotated 5SS: [  249  2690  3123 12860 13453]
Annotated 3SS: [ 2394  2923 12783 13358 16476]
SMsplice 5SS: [  296  9068 12860 13453]
SMsplice 3SS: [ 8978 12783 13358 14399]
top_k =  500
Partition function (log Z): -11.839301552245843

Sorted 5' Splice Sites (High to Low Probability):
Position 9068: 0.9552427509193036
Position 12860: 0.9111089063974913
Position 13453: 0.8700305945020191
Position 296: 0.7153167851197466
Position 3123: 0.22073832101326205
Position 2125: 0.2145715077918396
Position 249: 0.20914514559894695
Position 13724: 0.10471642866684097
Position 6479: 0.09958416673576971
Position 260: 0.030171709418828782
Position 92: 0.013500335960294334
Position 444: 0.011789260712279731
Position 139: 0.006392638883577314
Position 274: 0.005824753376722437
Position 602: 0.005585869595652717
Position 1285: 0.0014892491818597575
Position 2274: 0.0005688709760215134
Position 1719: 0.0005017017087733729
Position 1274: 0.0004463771918207171
Position 304: 0.0004243835175969562
Position 5233: 0.0003890324204684278
Position 893: 0.00034349915336878234
Position 2654: 0.0003426709441427202
Position 409: 0.0002444770626188482
Position 510: 0.00022043906389415817
Position 2690: 0.0001836075721195438
Position 5745: 0.0001592984892300456
Position 2458: 0.00014425655449532248
Position 2289: 0.00012162327719971842
Position 1410: 9.471025299123328e-05
Position 2987: 6.599989899086683e-05
Position 2763: 3.444459624348063e-05
Position 1959: 3.358968922146282e-05
Position 2537: 3.081522268776949e-05
Position 1723: 2.9424095881523795e-05
Position 1281: 2.187260822637828e-05
Position 1904: 1.778393872393178e-05
Position 2165: 9.66159472890943e-06
Position 2181: 6.359248309891559e-06
Position 1672: 4.808299260423625e-06
Position 1899: 4.2539303805025384e-06
Position 1084: 2.9331493143789306e-06
Position 426: 1.7810136077442441e-06
Position 4216: 1.2276392850468994e-06
Position 204: 1.2010779391505859e-06
Position 328: 1.1376035955287482e-06
Position 172: 1.055648198828264e-06
Position 186: 7.301445443290177e-07
Position 180: 3.3569940442069107e-07
Position 914: 2.908428993683767e-07
Position 9: 2.5199020445555244e-07
Position 355: 1.4944299589608095e-07
Position 964: 1.1206258905590306e-07
Position 870: 9.322290928514212e-08
Position 125: 7.629346014616032e-08
Position 1419: 4.9560265925979624e-08
Position 1266: 2.645293862352708e-08
Position 2157: 2.2753665459787082e-08
Position 1006: 1.7525231660355228e-08
Position 2246: 1.71102191180387e-08
Position 308: 1.1327197619060481e-08
Position 1769: 6.361138097587786e-09
Position 96: 6.090665522891777e-09
Position 844: 5.2218447174991155e-09
Position 785: 3.693761419484486e-09
Position 52: 1.2867554905697181e-09
Position 420: 1.2239188792302886e-09
Position 385: 1.0291248557162113e-09
Position 1991: 8.381916441108017e-10
Position 320: 7.551040151980346e-10
Position 867: 1.6557952285011761e-10
Position 706: 1.6495514629898882e-10
Position 855: 9.190171202438401e-13
Position 808: 8.604968965007516e-13
Position 643: 8.33222134761609e-13
Position 595: 3.3137649775722154e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8978: 0.958166778744622
Position 12783: 0.9159754122182715
Position 13358: 0.8761804653900802
Position 14399: 0.5456441529278404
Position 16476: 0.24585882097580358
Position 2923: 0.1323224426735156
Position 2065: 0.12998859347344363
Position 13594: 0.09972055366317542
Position 2953: 0.08444586996770813
Position 6345: 0.07811240914235734
Position 2090: 0.05396280831039602
Position 15510: 0.05340964630755843
Position 13657: 0.040740333229475754
Position 1891: 0.018668130703867435
Position 14546: 0.016283757686961147
Position 6231: 0.014580703844067169
Position 14502: 0.012775382940083471
Position 14085: 0.01239398248046619
Position 1995: 0.009057054641059221
Position 8558: 0.0080490702534996
Position 6251: 0.007832052307354658
Position 15071: 0.0068395668777550545
Position 2394: 0.00590241687663926
Position 14812: 0.0057315768251575555
Position 9425: 0.004770294742595424
Position 2943: 0.0046088317577767405
Position 2000: 0.004016756939053756
Position 12355: 0.0034031587902652242
Position 12321: 0.0029762569603203077
Position 7113: 0.002222122464758006
Position 5420: 0.0022210810406122798
Position 9320: 0.002190067880200806
Position 8606: 0.0018793051618178568
Position 9899: 0.0017316402690893797
Position 3212: 0.0015491438126080002
Position 2495: 0.0013398879624396674
Position 6598: 0.001338087411347532
Position 9767: 0.0009090182650668558
Position 6115: 0.000881802122784521
Position 8524: 0.0008170750352595366
Position 3997: 0.000815482132472434
Position 1540: 0.0007304122474530443
Position 5399: 0.000712653778026962
Position 5933: 0.0007089584940191852
Position 9530: 0.0006434737097527387
Position 4920: 0.0005900648482141782
Position 6628: 0.0005126706093271654
Position 7507: 0.000476182062262795
Position 1222: 0.0004583977510091358
Position 3160: 0.00039287136227192756
Position 2563: 0.000374999559162061
Position 959: 0.00030331923003986034
Position 4351: 0.0002668447091871073
Position 5469: 0.0002565168453341016
Position 5203: 0.0002524317105297548
Position 5595: 0.00024336598968706412
Position 3673: 0.00019934669928425234
Position 2632: 0.000168355153114499
Position 1604: 0.0001502698450162134
Position 5349: 0.00013174440144319026
Position 7565: 0.00010393140303258732
Position 1284: 9.988231789437387e-05
Position 1225: 9.258324782251783e-05
Position 7201: 9.246352442977105e-05
Position 3353: 9.143163708489086e-05
Position 6924: 8.650739868206295e-05
Position 3735: 7.863463538473532e-05
Position 4244: 7.499528293358309e-05
Position 2612: 6.736175910936964e-05
Position 5578: 6.466538671342905e-05
Position 4152: 6.113334788130869e-05
Position 3756: 5.970864950915148e-05
Position 1109: 5.913759270282955e-05
Position 5018: 5.79364516320945e-05
Position 1076: 5.515891195428879e-05
Position 4948: 5.2989598002059936e-05
Position 1552: 4.634611574040593e-05
Position 1492: 4.597911309454498e-05
Position 5232: 3.560829929424447e-05
Position 1399: 3.499193140447386e-05
Position 473: 3.4450125553786664e-05
Position 1184: 3.302979826072583e-05
Position 2932: 3.247935378520645e-05
Position 1250: 2.8731725246457446e-05
Position 4859: 2.4080283400671667e-05
Position 514: 2.3509891053896163e-05
Position 1083: 2.1932102076720218e-05
Position 4643: 2.099494284527571e-05
Position 1136: 2.0505140912760502e-05
Position 1823: 2.0211290580272396e-05
Position 4283: 1.5171757300446881e-05
Position 705: 1.506843217234412e-05
Position 388: 1.2048729752289683e-05
Position 1944: 1.1561151858179536e-05
Position 807: 1.1478416654963152e-05
Position 1692: 1.0737849384705825e-05
Position 2268: 1.0089924974281747e-05
Position 3557: 1.0041300688229652e-05
Position 1145: 7.782324185674808e-06
Position 2654: 7.714096018169262e-06
Position 1162: 6.427090275410492e-06
Position 888: 6.375429019223525e-06
Position 2098: 6.096241047834956e-06
Position 320: 4.939415172994896e-06
Position 1783: 3.2133749683685168e-06
Position 1786: 3.1822493484431935e-06
Position 1441: 2.749505964508565e-06
Position 4975: 2.4625592245429454e-06
Position 657: 2.2394396210016413e-06
Position 1117: 1.4657243194075677e-06
Position 817: 1.0720810792063507e-06
Position 1742: 9.654576662794898e-07
Position 362: 9.543633699373173e-07
Position 1178: 7.998528194848163e-07
Position 963: 6.856421186883112e-07
Position 1903: 6.766223635874199e-07
Position 1307: 6.635379365867715e-07
Position 478: 4.282111228143585e-07
Position 725: 1.6429020617894548e-07
Position 535: 1.3528211704686134e-07
Position 837: 8.829898027501375e-08
Position 167: 7.443300976577555e-08
Position 1288: 2.8903865642032017e-08
Position 1167: 1.9991745270502208e-08
Position 1311: 1.8912315111732475e-08
Position 1036: 1.2990576271298648e-08
Position 413: 1.2306450423106782e-08
Position 485: 1.0593810241128966e-08
Position 855: 6.703976601837871e-09
Position 242: 4.949487188659411e-09
Position 281: 4.471327334153657e-09
Position 777: 2.6412993753919237e-09
Position 981: 1.7218134784724829e-09
Position 2094: 1.6538381251689092e-09
Position 770: 1.5290953977108118e-09
Position 1261: 1.5024983503864772e-09
Position 529: 1.4526888944679279e-09
Position 1089: 1.418195523396738e-09
Position 340: 1.1756093942268776e-09
Position 561: 1.1001665542510686e-09
