Gene = Prc1
index = 849
Annotated 5SS: [  142  5984  6710 10145 10402 11618 12073 13246 15039 16438 16731 17878
 18759]
Annotated 3SS: [ 5850  6586  9910 10230 11467 11924 13108 14942 16290 16619 17766 18581
 20663]
SMsplice 5SS: [  142  5984 10402 11618 12073 13246 15039 16438 16731 17878 18682]
SMsplice 3SS: [ 5850 10230 11467 11924 13108 14942 16290 16619 17766 18581 20663]
top_k =  500
Partition function (log Z): 7.771902824771287

Sorted 5' Splice Sites (High to Low Probability):
Position 10402: 0.991813925605492
Position 16438: 0.9679294014959869
Position 142: 0.9629688812268176
Position 5984: 0.887792070021932
Position 11618: 0.8801628903244684
Position 13246: 0.8795544759271883
Position 12073: 0.8469861959298991
Position 16731: 0.7959178654893693
Position 17878: 0.7865761322330173
Position 15039: 0.6960901489738278
Position 18682: 0.6450689539646729
Position 6710: 0.4404872184389821
Position 7025: 0.40499354587284425
Position 8043: 0.3102772179077783
Position 8280: 0.20552502721247382
Position 18759: 0.19118442785195333
Position 6684: 0.14601257365351397
Position 1647: 0.14045425491499533
Position 5773: 0.1335166723472994
Position 768: 0.1128563243357575
Position 2880: 0.10815990547848289
Position 9322: 0.10180712382680962
Position 8070: 0.10089757282616048
Position 12165: 0.09880764233780705
Position 18999: 0.09698608073033242
Position 5391: 0.07964017506220328
Position 9372: 0.07499075919830658
Position 10050: 0.07278396474314956
Position 16722: 0.05585934000582047
Position 14437: 0.05315808423007344
Position 19944: 0.04013301770265536
Position 9187: 0.037302963463526455
Position 3625: 0.03634339043378853
Position 20883: 0.0362652356894552
Position 6959: 0.03615187856908303
Position 17586: 0.0355830246236824
Position 19299: 0.034260311808661216
Position 18435: 0.027854104439096024
Position 11641: 0.026888512939735838
Position 19119: 0.026431657079484264
Position 7716: 0.017768818730422922
Position 20439: 0.017194561823322175
Position 17538: 0.017062644071818775
Position 177: 0.016505394450660498
Position 8289: 0.015366130704428889
Position 6715: 0.014909134677227012
Position 14251: 0.013686826831074124
Position 12085: 0.01357189670139531
Position 17558: 0.012073787355144224
Position 15613: 0.011968518337508139
Position 14472: 0.010556366732577881
Position 1684: 0.008566413693807895
Position 1467: 0.007159947642038772
Position 387: 0.006757475355768258
Position 195: 0.006334642329227093
Position 9031: 0.005137516733865095
Position 1460: 0.004320545299960668
Position 6695: 0.0042055123777722326
Position 18686: 0.00412278186985803
Position 16377: 0.004108616942245427
Position 11979: 0.003896806509019539
Position 19798: 0.003821076200114974
Position 15051: 0.002972260911970205
Position 44: 0.002946472214554466
Position 10330: 0.0029368942548105353
Position 12118: 0.0028235909622835753
Position 7598: 0.0027964631978359134
Position 6011: 0.002434093983466706
Position 984: 0.0023071131669053515
Position 3507: 0.001753349669904059
Position 16167: 0.0016737357896810872
Position 2700: 0.0016237388411314273
Position 17063: 0.0015012113649519603
Position 9351: 0.0014300403313410124
Position 1690: 0.0013650681149219583
Position 13410: 0.0011202334082647738
Position 441: 0.0011010224519215081
Position 5963: 0.0010161984240235058
Position 3821: 0.0009600702671470045
Position 447: 0.0009217323793388067
Position 344: 0.0008958041809266906
Position 3124: 0.0008471849257102649
Position 15959: 0.0007605053709408254
Position 18901: 0.0006719567017379186
Position 92: 0.0005534297043254604
Position 4934: 0.0005325888247348035
Position 188: 0.0005238780578409916
Position 1484: 0.0005124788726760645
Position 1045: 0.00044674912851029255
Position 1437: 0.000427691164783595
Position 99: 0.00036186378137943265
Position 148: 0.00035716503455023154
Position 76: 0.00035332153634947105
Position 11502: 0.00027111910867496074
Position 9811: 0.0002403495932135587
Position 1374: 0.00022654127890576618
Position 348: 0.00021473661445100823
Position 563: 0.00019883375911297242
Position 426: 0.00019726557886667146
Position 11836: 0.00019107102772655484
Position 1397: 0.00016450685407619142
Position 209: 0.00016210461297214154
Position 399: 0.00013427372175458228
Position 183: 0.00012994131704378937
Position 469: 9.52464550816543e-05
Position 10676: 8.654273375146121e-05
Position 1199: 7.455204760141852e-05
Position 69: 5.174876905557291e-05
Position 20381: 5.090563985207771e-05
Position 124: 5.001806694446798e-05
Position 478: 4.8390666052897795e-05
Position 10955: 4.2268929850463136e-05
Position 933: 3.893370040183771e-05
Position 1255: 3.6633865448328006e-05
Position 18728: 3.556636909774443e-05
Position 85: 3.326885399212718e-05
Position 614: 2.2786015435368e-05
Position 13158: 1.992331092923098e-05
Position 63: 1.555550022815517e-05
Position 49: 1.4236728107885389e-05
Position 571: 1.3861185205335416e-05
