Gene = Lekr1
index = 630
Annotated 5SS: [    44   2911  17839  59163  60989  73600 106799 115181 117758 136138
 149809 153826]
Annotated 3SS: [  2821  17623  59042  60812  73413 106716 115102 117553 136043 149643
 153525 164486]
SMsplice 5SS: [   223   2911  17839  23439  30897  39615  51800  59163  98274 102990
 106799 115181 117758 134819 136138 139572 144260 149809 153826 160170]
SMsplice 3SS: [  2821  17623  23254  30829  39513  51568  59042  98171 102827 106716
 115102 117553 134681 136043 139453 144178 149643 153696 160063 164486]
top_k =  500
Partition function (log Z): -98.97998156133909

Sorted 5' Splice Sites (High to Low Probability):
Position 2911: 0.7817766431849108
Position 4230: 0.6244463794676804
Position 223: 0.4890382270224272
Position 6339: 0.42012881691664067
Position 3346: 0.2802407913749937
Position 165: 0.22193518475592133
Position 7253: 0.13569443835618206
Position 7298: 0.1067258419601948
Position 7093: 0.09764946491756436
Position 44: 0.0921653113599104
Position 5690: 0.08787238287069032
Position 2050: 0.07375733371148234
Position 2068: 0.0570311388525679
Position 274: 0.05620417415456433
Position 295: 0.05150854455415543
Position 3492: 0.04076655850156069
Position 353: 0.03800778099696033
Position 2036: 0.033387468770232825
Position 8339: 0.015661541768805385
Position 436: 0.014837155469698321
Position 1807: 0.01101177833799323
Position 550: 0.010243419018677842
Position 1962: 0.0080777136508322
Position 215: 0.007846029264765887
Position 2611: 0.007045128212604914
Position 3508: 0.0060374129047028515
Position 464: 0.004707272107747209
Position 82: 0.004621982722836168
Position 7311: 0.003624402090072843
Position 2211: 0.0031240036688925093
Position 1949: 0.0030224113523809036
Position 1137: 0.0027357135233941413
Position 142: 0.0023874062744005525
Position 490: 0.002369600171249707
Position 2847: 0.0022856232713699596
Position 2957: 0.002098172100875789
Position 351: 0.0015563296144910997
Position 328: 0.0011760623672018061
Position 342: 0.0010561346548072035
Position 2139: 0.000996808406621906
Position 5349: 0.0006316911219047787
Position 2934: 0.0004447648781507165
Position 3025: 0.00027377668516608174
Position 5595: 0.00019015651255235654
Position 415: 0.00018770819408572102
Position 227: 0.0001780235234112673
Position 97: 0.00015449947373640606
Position 1008: 0.00013214440604359488
Position 472: 0.00012524614217870886
Position 647: 8.83921026663512e-05
Position 450: 8.7492890053303e-05
Position 237: 8.074882874197238e-05
Position 930: 7.618842848984016e-05
Position 533: 6.041879336862631e-05
Position 744: 5.656763391252917e-05
Position 1823: 5.2087549606262795e-05
Position 941: 3.9813859859714226e-05
Position 777: 3.794571794766977e-05
Position 1827: 4.060571673575307e-06
Position 1075: 3.172604419308219e-06
Position 1811: 1.6570279267275217e-06
Position 2243: 5.222971480555976e-07
Position 2184: 2.917377729447963e-07
Position 2190: 2.1100952749231367e-07
Position 210: 1.1474607873869556e-07
Position 32: 6.417520925795363e-08
Position 50: 3.187369706596566e-08
Position 66: 2.8550150990001265e-08
Position 406: 2.433008956896825e-09
Position 15: 6.454389087825005e-10
Position 622: 1.8495410425428102e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2821: 0.5921332518332019
Position 6221: 0.38627381715998166
Position 10260: 0.29529057186541696
Position 3235: 0.2739569962307932
Position 7057: 0.1900633444888978
Position 1923: 0.1738702482364998
Position 7202: 0.16827795599268228
Position 4053: 0.16321647504949863
Position 2836: 0.16112694060511643
