Gene = Pan3
index = 793
Annotated 5SS: [   849  20614  23158  25028  58098  89592  91774  93073  96520  96881
  97070  99960 101147 106380 109212 109646 113048 115575]
Annotated 3SS: [ 20491  23090  24956  57949  89343  91668  93014  96357  96763  96967
  99793 101055 106239 109081 109580 112908 115444 116203]
SMsplice 5SS: [   849   2303  19530  20614  25028  36937  58098  62411  66949  81591
  83942  91774  93073  96520  97070  99960 101147 106380 109212 113048
 114170 115575]
SMsplice 3SS: [  2198  19420  20491  24956  36774  57949  62338  66721  81534  83853
  91668  93014  96402  96967  99793 101055 106300 109081 112908 114107
 115444 116203]
top_k =  500
Partition function (log Z): -70.86243804188241

Sorted 5' Splice Sites (High to Low Probability):
Position 849: 0.9675417213269997
Position 2303: 0.7183665379297998
Position 5836: 0.4211792560360501
Position 4759: 0.42052376127130936
Position 12121: 0.31896566142723626
Position 2900: 0.24749721909250955
Position 12095: 0.10805447341718925
Position 2360: 0.08928742593807554
Position 3014: 0.06223169056708684
Position 12138: 0.046986242120921715
Position 4847: 0.04433200185918206
Position 12057: 0.04147339446490951
Position 12406: 0.01792676713975538
Position 1600: 0.016569558922974945
Position 2976: 0.01352842429134689
Position 2838: 0.006787522714240196
Position 2707: 0.0054449203708661475
Position 877: 0.005116974048125076
Position 4080: 0.004942543359903929
Position 4155: 0.004476487284567221
Position 1057: 0.004387380613155545
Position 853: 0.00414421008704951
Position 1080: 0.002267020282012082
Position 1340: 0.001962211005680646
Position 1089: 0.0018006871817102222
Position 627: 0.0016146863778132659
Position 872: 0.0013653334210447486
Position 8080: 0.0013108429467148393
Position 1115: 0.0012515074135509634
Position 1094: 0.001200465783273894
Position 5666: 0.0011848401045309045
Position 1579: 0.0010919903538696898
Position 888: 0.001083158344582186
Position 577: 0.0009704466692704016
Position 2105: 0.0009348423103746291
Position 884: 0.000898489859490458
Position 2037: 0.0008920151895446754
Position 2504: 0.0007837097608310935
Position 1172: 0.0006832717324537045
Position 2268: 0.0006720709148626332
Position 1472: 0.0006700160836388458
Position 4424: 0.0006469504720927328
Position 1334: 0.0005789815909380437
Position 1072: 0.0005667553091510505
Position 1394: 0.00048300625221048624
Position 5956: 0.00042739612887097045
Position 893: 0.0003858113083526117
Position 1881: 0.00038398227171812906
Position 536: 0.00036948091869978117
Position 1257: 0.00035967703279278485
Position 217: 0.00033827809638471804
Position 159: 0.0003312008891399406
Position 2310: 0.0003298094103978341
Position 57: 0.00029982813557044043
Position 104: 0.0002882427116356441
Position 842: 0.00023714746363603974
Position 5095: 0.00019113776149909476
Position 1355: 0.00019061461862714832
Position 1641: 0.000190346007656132
Position 2108: 0.00015788125313651448
Position 387: 0.00013955749730196594
Position 5329: 0.00013921061317435687
Position 503: 9.739414462870172e-05
Position 520: 9.604386200539784e-05
Position 1618: 9.014746331083711e-05
Position 179: 8.80655855185548e-05
Position 2379: 8.726518189427763e-05
Position 509: 8.697421492661336e-05
Position 2322: 8.371048800343074e-05
Position 2121: 8.350803768687691e-05
Position 475: 6.735259922612324e-05
Position 607: 6.190588062969258e-05
Position 176: 6.002600746002833e-05
Position 1061: 5.53278435828829e-05
Position 1766: 5.4853510295796855e-05
Position 527: 5.4311265993496884e-05
Position 1045: 5.309052159636775e-05
Position 1320: 5.220942375412612e-05
Position 1972: 4.457690293400095e-05
Position 1921: 4.0923317249899556e-05
Position 1968: 3.7106828699020694e-05
Position 1976: 3.242540431262855e-05
Position 1075: 2.9050604064724827e-05
Position 1980: 2.572592576537173e-05
Position 2714: 2.5417673021871073e-05
Position 1078: 2.0870251463917673e-05
Position 1928: 1.93386284086272e-05
Position 6644: 1.709189954774002e-05
Position 1613: 1.426179491396724e-05
Position 136: 9.42581776575802e-07
Position 478: 9.034795836423759e-07
Position 631: 7.668543160746473e-07
Position 472: 7.659302991830196e-07
Position 438: 7.631281914718486e-07
Position 27: 7.056497359405991e-07
Position 625: 6.806064077501685e-07
Position 2334: 5.853982244394916e-07
Position 566: 4.631137231105149e-07
Position 426: 4.57266063736304e-07
Position 413: 3.4943112407673825e-07
Position 869: 2.5895955308698097e-07
Position 497: 2.3421474010540893e-07
Position 797: 2.2648058628891863e-07
Position 4404: 6.484572807083345e-08
Position 692: 5.8744312576314606e-08
Position 4765: 4.177921838524895e-08
Position 5402: 3.9603977777609595e-08
Position 3052: 3.890113157394738e-08
Position 380: 1.0634758095692713e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2198: 0.6807638208912478
Position 11964: 0.6293272599067764
Position 12228: 0.38670425174879286
Position 5758: 0.2798586626334261
Position 2809: 0.27277654744943214
Position 12202: 0.2447717158612707
Position 4683: 0.1771240836145521
Position 4664: 0.150589387884497
Position 2202: 0.12209760520059039
Position 4717: 0.08644374749240165
Position 5798: 0.07386683522809025
Position 6542: 0.06785134071494714
Position 5622: 0.05670008009866533
Position 2767: 0.04890960559567367
Position 11429: 0.04172946496505676
Position 12631: 0.04013502876470726
Position 4692: 0.029959244400639583
Position 5523: 0.019055415058620614
Position 8196: 0.017725128745419722
Position 7940: 0.01687477523769244
Position 7514: 0.016281226898098248
Position 6455: 0.01613974222015239
Position 4464: 0.012996285309457232
Position 950: 0.009249720346797987
Position 8633: 0.008688575613221266
Position 4561: 0.007941243052901824
Position 1494: 0.007793675430339552
Position 5683: 0.005774887213684835
Position 8123: 0.00573005888366233
Position 13285: 0.005558047036638454
Position 2899: 0.005221978426807749
Position 11360: 0.003954394105900348
Position 2246: 0.003887460648909805
Position 2706: 0.003648247317604481
Position 3950: 0.00352556719680105
Position 2079: 0.002896096486873164
Position 6556: 0.0027407343880502476
Position 3980: 0.0025161516921399967
Position 3291: 0.0019240807472012435
Position 5296: 0.0018848285290004757
Position 7864: 0.0017328262750566968
Position 2577: 0.0016944025619805038
Position 1450: 0.0016085860058084572
Position 6502: 0.0015397563365145937
Position 10881: 0.0014875126644142526
Position 4873: 0.0014132275939875902
Position 2816: 0.0013422608329496486
Position 4056: 0.0012007733132496166
Position 4014: 0.0010726094199452554
Position 2006: 0.0009874049181116124
Position 1454: 0.0009289758140859611
Position 1872: 0.0009287231154824047
Position 7519: 0.000908830361426772
Position 2468: 0.0007744174507473777
Position 4802: 0.0005959748966860083
Position 7263: 0.0005786231089077371
Position 3985: 0.0005261833979037998
Position 2596: 0.0005121058073025459
Position 1684: 0.00047321331782143263
Position 2344: 0.00046660138244219865
Position 4344: 0.00046046807504473617
Position 2660: 0.0004598591996907919
Position 4520: 0.00040344745483864074
Position 8527: 0.000399499290150773
Position 2141: 0.0003851223728792226
Position 4047: 0.00037300236452349927
Position 2634: 0.0003605063046815453
Position 1572: 0.0003371371678819127
Position 2021: 0.0003138950503112421
Position 1394: 0.0003109436590213734
Position 8241: 0.00030970823626267746
Position 4468: 0.0002602472944369285
Position 2637: 0.00025220330076465287
Position 2591: 0.000251491096858131
Position 3354: 0.00024060810375851118
Position 2302: 0.0002279981539754507
Position 2672: 0.00021421521019146349
Position 1690: 0.00021114749275416263
Position 4320: 0.0001844495871031908
Position 5912: 0.0001782077442479396
Position 5486: 0.00016012849239659994
Position 4828: 0.00015869006197951824
Position 3517: 0.00012634685953324563
Position 4121: 0.0001005722583624634
Position 1526: 9.906588298382127e-05
Position 2503: 9.384269848199291e-05
Position 1470: 9.09138357460918e-05
Position 3013: 8.734721350211273e-05
Position 3099: 8.155568635997129e-05
Position 3963: 7.90962512810352e-05
Position 3578: 7.617597424852999e-05
Position 3287: 6.208025409615563e-05
Position 707: 5.8397860510915924e-05
Position 2452: 5.613938550368289e-05
Position 3888: 5.502952983942949e-05
Position 1539: 5.067923436732782e-05
Position 1893: 4.726953471604732e-05
Position 1274: 4.4285737133454706e-05
Position 5819: 4.3622954373644034e-05
Position 1438: 4.273026440166556e-05
Position 5223: 4.0897251747686376e-05
Position 955: 4.051245032022158e-05
Position 2392: 4.029853233563773e-05
Position 2470: 4.013923663633581e-05
Position 4382: 3.864787449376885e-05
Position 1472: 3.4133811443746424e-05
Position 2521: 2.8389553178496694e-05
Position 2267: 2.8303165512711053e-05
Position 4758: 2.7583389164494135e-05
Position 3457: 2.727095762193715e-05
Position 1466: 2.5463718051861704e-05
Position 953: 2.4527749741188472e-05
