Gene = Gpatch1
index = 518
Annotated 5SS: [  100  8001  9140 10262 11252 12511 15212 16863 19220 20957 23186 24786
 26715 29401 29924 31318 33725 34870 37109]
Annotated 3SS: [ 7865  9053 10100 11153 12451 14968 16714 19139 20751 22888 24606 26586
 29263 29759 31103 33616 34771 36959 41628]
SMsplice 5SS: [  100  8001  8937  9140 11252 12511 16863 20957 24786 26715 29401 29924
 31318 34870 37109]
SMsplice 3SS: [ 7865  8798  9053 11153 12451 16714 20751 24606 26586 29355 29759 31103
 34771 36959 41628]
top_k =  500
Partition function (log Z): 23.294752514161715

Sorted 5' Splice Sites (High to Low Probability):
Position 34870: 0.9989624859416563
Position 37109: 0.9687873025199673
Position 8001: 0.9665100535298707
Position 16863: 0.9568823544623258
Position 29924: 0.9490421963696565
Position 12511: 0.9327222578521
Position 11252: 0.9112152547731208
Position 100: 0.9058493689075838
Position 29401: 0.8875826102981107
Position 20957: 0.8871558716231454
Position 26715: 0.8536514770041882
Position 24786: 0.8136025053374459
Position 9140: 0.7375715673890803
Position 8937: 0.7319891456966982
Position 15212: 0.6828164245038729
Position 19220: 0.6578863885328892
Position 31318: 0.6226092904008458
Position 23186: 0.347093198836018
Position 33725: 0.3317348902729097
Position 1130: 0.28805370177818584
Position 19457: 0.27722293284356087
Position 910: 0.2698797138721647
Position 29183: 0.2561464152115504
Position 12347: 0.21475805912139453
Position 29693: 0.19629675560907253
Position 19453: 0.15956688780316447
Position 41486: 0.1584093391642327
Position 9268: 0.1529920802643079
Position 10262: 0.14266361344411244
Position 34135: 0.14235554185723778
Position 18569: 0.14004166985066724
Position 26681: 0.1367136845535664
Position 3002: 0.13088069335285035
Position 24077: 0.1307541138041956
Position 38938: 0.12328541368469606
Position 9201: 0.11349429187535699
Position 29028: 0.10662100631658258
Position 8376: 0.10051058083098639
Position 15542: 0.08841376535836927
Position 7056: 0.08653535552682493
Position 3056: 0.07770062085353281
Position 27088: 0.07738453343879942
Position 1287: 0.07038411373979808
Position 328: 0.0683766445975765
Position 35734: 0.06489801939041617
Position 24762: 0.060910009836013884
Position 24053: 0.05283033513285319
Position 27295: 0.052687124985512944
Position 765: 0.05267981847250249
Position 2131: 0.048901897660522456
Position 23669: 0.04734752626237474
Position 16885: 0.04237485271208768
Position 23730: 0.040715551190279364
Position 16065: 0.0400459785464731
Position 24725: 0.03894021612783516
Position 8433: 0.038342710362294766
Position 3750: 0.03639850236436588
Position 29932: 0.03639427244637111
Position 106: 0.03601113450666011
Position 27220: 0.0357207970520926
Position 35402: 0.03490231721334342
Position 12269: 0.033263481856775065
Position 35775: 0.03294807435921972
Position 7927: 0.03133331657404245
Position 11683: 0.030845523890624664
Position 25146: 0.0289290643484345
Position 3268: 0.026150243797687857
Position 8923: 0.025775622126002155
Position 29665: 0.024939534856704866
Position 20848: 0.023625445920576194
Position 31234: 0.023306078019550546
Position 12311: 0.022885416578599237
Position 30915: 0.022118732622513657
Position 4293: 0.021941584817146566
Position 19481: 0.02008593659562964
Position 14465: 0.019908084422960187
Position 5231: 0.01900239023518058
Position 35519: 0.018970433164027654
Position 9447: 0.01857185763467495
Position 14033: 0.018500370004609485
Position 25455: 0.01746431417712209
Position 6729: 0.017335796313281242
Position 25463: 0.016198465299810467
Position 24455: 0.015558647465769132
Position 24178: 0.015256323174067879
Position 41232: 0.014630809726593022
Position 3031: 0.014554371114271884
Position 20643: 0.01350215635238286
Position 29449: 0.013352273322571
Position 24956: 0.012940772141349272
Position 26930: 0.012284259506347693
Position 24394: 0.010963679451730844
Position 23633: 0.010587687529749463
Position 34045: 0.010534599415281738
Position 38030: 0.00960184695174106
Position 27185: 0.009321792224678693
Position 36849: 0.009280863904198163
Position 9956: 0.009091725201128116
Position 23816: 0.008856463151109413
Position 39292: 0.008708535553524488
