Gene = Sertm1
index = 970
Annotated 5SS: [151 781]
Annotated 3SS: [  615 16049]
SMsplice 5SS: [  985 11372 17626]
SMsplice 3SS: [11330 17531 18104]
top_k =  500
Partition function (log Z): -13.06562826625285

Sorted 5' Splice Sites (High to Low Probability):
Position 11372: 0.7769003090112315
Position 781: 0.559172690909516
Position 5918: 0.5407173213220255
Position 985: 0.41021704288935845
Position 151: 0.39260810016273795
Position 1943: 0.32705038774336576
Position 5970: 0.1965170932132752
Position 7207: 0.08573639932550126
Position 7313: 0.05746085101623186
Position 14270: 0.05620128629945568
Position 5220: 0.05095835721043174
Position 868: 0.041976324238039944
Position 5196: 0.028845084356700197
Position 4217: 0.02683801260905828
Position 63: 0.020829970038571018
Position 6613: 0.017333306667268407
Position 9712: 0.01634802298317326
Position 12870: 0.014346013830343632
Position 3224: 0.012508288646934469
Position 1266: 0.011789750997535401
Position 6146: 0.010727016897379985
Position 1227: 0.009795523872548844
Position 209: 0.009452444160277084
Position 2599: 0.008997529057655903
Position 11750: 0.007544399324926763
Position 184: 0.007087125243957713
Position 1297: 0.006961122340273427
Position 1239: 0.005757768554398423
Position 4224: 0.005575518979832543
Position 201: 0.004518019936568855
Position 7228: 0.0031197440382159493
Position 551: 0.0030214992525490923
Position 3450: 0.0026039961851741437
Position 4315: 0.00233113647327044
Position 503: 0.0014705004577245475
Position 540: 0.0012217889413897044
Position 254: 0.0008963661157419016
Position 163: 0.000890395355229318
Position 1016: 0.000789550673608776
Position 80: 0.0007499448534938746
Position 491: 0.0007339042672978259
Position 94: 0.0007128374675277622
Position 1021: 0.0006262561618021808
Position 133: 0.0006092746008565845
Position 482: 0.0005635686671998868
Position 378: 0.0004821199760870471
Position 588: 0.00039827820034015187
Position 244: 0.00036166956170853733
Position 30: 0.00030092243007810775
Position 438: 0.00025928268767713084
Position 3720: 0.00019638546349825487
Position 558: 0.00018154769177962238
Position 581: 0.00012523204633045764
Position 1047: 8.531280177478269e-05
Position 97: 8.256626949766847e-05
Position 1075: 5.2391818158943725e-05
Position 819: 4.4640170784963956e-05
Position 590: 4.024808081732023e-05
Position 3915: 3.93460450302089e-05
Position 576: 1.83167835410267e-05
Position 83: 9.583917082861982e-06
Position 1011: 7.319908375516673e-06
Position 1028: 6.705478392979434e-06
Position 678: 5.062557128420027e-06
Position 574: 3.1544536581171432e-06
Position 1154: 2.66973990636247e-06
Position 319: 2.283993538423788e-06
Position 673: 1.63176430593851e-06
Position 665: 1.4906379325876955e-06
Position 638: 1.6757781356039316e-07
Position 690: 5.588636270289957e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11330: 0.894913045994711
Position 5877: 0.58761180509167
Position 14216: 0.4572688764852252
Position 615: 0.29692883102644596
Position 14486: 0.23468345268804566
Position 1836: 0.16003266605900646
Position 5849: 0.15444620170952525
Position 18104: 0.11067971524528503
Position 856: 0.09499895527206259
Position 7176: 0.0909773990450967
Position 5152: 0.07995325191542862
Position 1878: 0.06713180420720459
Position 1898: 0.052509306388967114
Position 16049: 0.040012892374165006
Position 4106: 0.035487590727304896
Position 1534: 0.027373089455072924
Position 11512: 0.024485052828180212
Position 647: 0.02434471904464149
Position 1171: 0.02389069525992174
Position 6984: 0.023509896726371802
Position 6513: 0.02120741813996783
Position 6936: 0.020982519705964542
Position 17259: 0.017614202365890303
Position 9610: 0.01634802298317326
Position 12819: 0.014346013830343632
Position 6131: 0.013812383619190505
Position 12014: 0.012980748074478637
Position 11485: 0.01215252159940543
Position 7122: 0.01184230228481791
Position 906: 0.011595172533068845
Position 13411: 0.009225000181133576
Position 861: 0.008158831230794675
Position 1226: 0.007901420026039161
Position 750: 0.007821796167005195
Position 2485: 0.007045199055519572
Position 638: 0.005758212821787366
Position 3128: 0.005739783672635076
Position 1903: 0.004119376559041606
Position 939: 0.003986630130210438
Position 966: 0.0035828633735222708
Position 351: 0.0033889173420494825
Position 10260: 0.003343974074752173
Position 13020: 0.0032416150711639573
Position 1691: 0.0029573544582834933
Position 3159: 0.0029043585272134085
Position 867: 0.002660392293311726
Position 3209: 0.002363128324405011
Position 946: 0.002288927347005952
Position 3295: 0.0022093164404209504
Position 913: 0.0018929588080692171
Position 3092: 0.0016928234547858771
Position 690: 0.0016499516927995616
Position 6065: 0.0016228021859684759
Position 1883: 0.0013709501890959163
Position 1183: 0.001353418774435219
Position 941: 0.0011576965845656853
Position 1126: 0.0011572583400323688
Position 2442: 0.001137423660405892
Position 7968: 0.0008754022421089345
Position 587: 0.0008643804439752064
Position 2522: 0.0008301300319824029
Position 11878: 0.0007998657746596777
Position 6106: 0.0005217550575492499
Position 764: 0.0005155704918558
Position 10770: 0.000493086843572904
Position 2859: 0.0004922684937533438
Position 3580: 0.0003665512743229289
Position 6551: 0.00029807972413049496
Position 919: 0.00018760535617758065
Position 841: 0.00017403296253860567
Position 6300: 0.000143012153849877
Position 895: 0.00013754229577876307
Position 5275: 0.00012791260195741403
Position 1185: 0.00011717624304623856
Position 6775: 0.0001000601614875489
Position 825: 8.292435468492183e-05
Position 1501: 7.736991991185684e-05
Position 7553: 6.995185751983296e-05
Position 785: 5.134698284411369e-05
Position 2341: 5.052836025395774e-05
Position 4741: 4.682642076376573e-05
Position 1141: 4.239615903786117e-05
Position 4719: 4.0885813748558153e-05
Position 6611: 3.810430546011762e-05
Position 823: 3.562289610038697e-05
Position 2673: 3.552803759680351e-05
Position 540: 3.213534652785504e-05
Position 1977: 3.1056075360643895e-05
Position 6040: 3.0062264376988923e-05
Position 4154: 2.9787912041471888e-05
Position 1928: 2.7432926195139688e-05
Position 3783: 2.5785075039791883e-05
Position 1154: 2.523499077184396e-05
Position 1046: 2.1377973139940397e-05
Position 755: 2.0287021939042906e-05
Position 1020: 1.6388495560187436e-05
Position 1189: 1.557297614143735e-05
Position 1373: 1.554347476385834e-05
Position 2822: 1.4572120519312387e-05
Position 2273: 6.896526867109026e-06
Position 242: 6.51831595250537e-06
Position 503: 5.7786313270445335e-06
Position 421: 4.4421380813459365e-06
Position 520: 3.4785931647183303e-06
Position 432: 3.330770299537931e-06
