Gene = Fuom
index = 416
Annotated 5SS: [  97  803 1072 1314 2525]
Annotated 3SS: [ 733 1000 1214 2450 5363]
SMsplice 5SS: [  97  803 1072 1314 2525]
SMsplice 3SS: [ 733 1000 1214 2450 5363]
top_k =  500
Partition function (log Z): 7.118892668253238

Sorted 5' Splice Sites (High to Low Probability):
Position 1072: 0.9850796566274357
Position 1314: 0.9626633385815115
Position 803: 0.9367801620026638
Position 2525: 0.7523032407694973
Position 97: 0.7052736009044033
Position 4635: 0.1943386986552582
Position 2601: 0.1826853096588175
Position 5115: 0.16864939332739978
Position 323: 0.14300100932726337
Position 609: 0.0998275070976257
Position 2872: 0.09528372608773666
Position 823: 0.05817425249004018
Position 5126: 0.057007302857776394
Position 2945: 0.04903127677393725
Position 136: 0.043025703931772206
Position 394: 0.03794911821447641
Position 3530: 0.03741053887975838
Position 1398: 0.027789520867240673
Position 5217: 0.02384409662286762
Position 2622: 0.01717606773333465
Position 164: 0.016929196210400243
Position 39: 0.013478521165854155
Position 3039: 0.01309630534372963
Position 3940: 0.012844079065382027
Position 275: 0.011984129868491854
Position 670: 0.011583122501739679
Position 1593: 0.007587015813744331
Position 147: 0.006404848950608101
Position 4393: 0.0055629365751103865
Position 304: 0.005108911213486993
Position 1107: 0.003943879437636016
Position 4108: 0.003703465657591236
Position 665: 0.00328710254143219
Position 1370: 0.003032398210294333
Position 1963: 0.0028609787553305786
Position 4743: 0.002804904031131767
Position 1309: 0.002661751783120136
Position 3079: 0.0025442322074831457
Position 895: 0.002235363783641666
Position 1820: 0.002122739221366887
Position 4349: 0.0021093183495472373
Position 2561: 0.002029011273010642
Position 2918: 0.002008384626676235
Position 310: 0.001912520437303276
Position 2058: 0.0018947171892788358
Position 4476: 0.0017372787772454387
Position 2174: 0.001733350578287273
Position 389: 0.001584009230671915
Position 4702: 0.0011690438246115382
Position 4711: 0.0009631445368660509
Position 1682: 0.0007183314723602314
Position 567: 0.0005393631286286453
Position 1544: 0.0005388796277775088
Position 1344: 0.0004933080976607793
Position 3425: 0.00046516417071488234
Position 4173: 0.0004059639879981706
Position 1561: 0.0004050170737244499
Position 845: 0.0003723586709026486
Position 3650: 0.00036481239816042363
Position 2548: 0.0003583665288745404
Position 1524: 0.0003539661167886095
Position 584: 0.00028331616182861153
Position 169: 0.0002832302774232527
Position 2341: 0.0002713978843231837
Position 1662: 0.00026913024250287446
Position 44: 0.0002267784424196804
Position 613: 0.00019072097899810022
Position 1780: 0.00018806769709117148
Position 1804: 0.0001700021521172178
Position 5512: 0.00016222868619580614
Position 903: 0.0001310232390912651
Position 860: 0.00012139482622133996
Position 336: 0.00011831247508481353
Position 1507: 0.00011201308914341842
Position 386: 0.00010349013727565665
Position 638: 0.0001032073307281402
Position 854: 0.0001017699616126749
Position 1481: 9.801101920223142e-05
Position 945: 9.43778220025187e-05
Position 2529: 8.277880083303406e-05
Position 1318: 8.233418934506339e-05
Position 865: 8.122805014188776e-05
Position 3147: 6.485897084595721e-05
Position 1934: 6.178334595544619e-05
Position 1797: 5.908979058099401e-05
Position 15: 4.771021181186983e-05
Position 620: 4.3825462160454195e-05
Position 1279: 4.323638114737423e-05
Position 934: 3.595710870417861e-05
Position 774: 3.588441363049745e-05
Position 59: 3.1002335221752245e-05
Position 647: 3.0810820426515785e-05
Position 374: 2.7897576367054345e-05
Position 2420: 2.4644303671786542e-05
Position 657: 1.893187568286147e-05
Position 56: 1.7695245160544662e-05
Position 626: 1.6753029672215687e-05
Position 640: 1.1219423463425562e-05
Position 183: 5.704241887687196e-06
Position 920: 4.996405701148684e-06
Position 1178: 3.999544172048683e-06
Position 1060: 3.2914321552325485e-06
Position 2491: 2.734888311638677e-06
Position 917: 2.5009594994470775e-06
Position 784: 2.048740191190262e-06
Position 538: 1.7431199690930434e-06
Position 2531: 1.0979939744865167e-06
Position 937: 9.663000019672467e-07
Position 1233: 8.925171132697983e-07
Position 1030: 8.888269543270599e-07
Position 957: 8.388791550952388e-07
Position 963: 3.7670815499962336e-07
Position 1240: 2.4098460090511504e-07
Position 1377: 7.979107546607534e-08
Position 1205: 4.9593731217450785e-08
Position 1221: 1.0551363015075707e-08
Position 1383: 8.051666823492635e-11
Position 1485: 5.177908921532041e-12

