Gene = 3110040N11Rik
index = 44
Annotated 5SS: [ 124 1029 3402 6448]
Annotated 3SS: [ 901 3273 6339 6896]
SMsplice 5SS: [ 227 1029 3402 6448]
SMsplice 3SS: [ 901 3273 6339 6662]
top_k =  500
Partition function (log Z): -4.012842381974611

Sorted 5' Splice Sites (High to Low Probability):
Position 3402: 0.9835027448616444
Position 1029: 0.9633557901722533
Position 6448: 0.5104653864319342
Position 227: 0.4488836962507394
Position 835: 0.2606546236424391
Position 2550: 0.09240692374535714
Position 110: 0.061242817093802415
Position 344: 0.053191672874975185
Position 4139: 0.05099285738275535
Position 51: 0.04416108665040565
Position 154: 0.044120924864734117
Position 4277: 0.03688492799816989
Position 2127: 0.027282357781677143
Position 47: 0.026793546516032284
Position 55: 0.013723916116533163
Position 5412: 0.010213081185713135
Position 3191: 0.009385158587088849
Position 2996: 0.009333501716652983
Position 2765: 0.008614053272971243
Position 4273: 0.00831143231165381
Position 3818: 0.0072426117842711475
Position 1744: 0.006336458594420822
Position 2252: 0.005552232621497285
Position 3363: 0.005506366759188306
Position 271: 0.004941182007904811
Position 815: 0.004397415972207836
Position 221: 0.003599748291798187
Position 6762: 0.0035970514552795037
Position 1190: 0.003419761065040021
Position 3350: 0.003121217667564833
Position 2574: 0.002803899354386607
Position 2724: 0.0026245171051159006
Position 1977: 0.0025662227729348706
Position 1920: 0.0024547051859263053
Position 795: 0.0023219191166398458
Position 759: 0.0022712160788729424
Position 2692: 0.0021536208996704217
Position 3565: 0.0016259072310381842
Position 2653: 0.0016234144260775648
Position 3424: 0.001455976853255506
Position 4468: 0.0013741138159013174
Position 4740: 0.0013358694724970573
Position 5327: 0.0012963940790735647
Position 26: 0.0012609366242121397
Position 3052: 0.0011291279975385183
Position 2787: 0.001020480755082404
Position 6957: 0.0009952178096076783
Position 1337: 0.0008410535421721618
Position 6738: 0.0007867877953690488
Position 364: 0.0007424337794811662
Position 1046: 0.0007050493690255533
Position 6210: 0.0007003715761441964
Position 1692: 0.0006540835115629169
Position 1854: 0.0006458992178745509
Position 5829: 0.0006192085011397892
Position 142: 0.0005804037528359716
Position 1935: 0.0005429985235176685
Position 4707: 0.0004995542371035709
Position 5571: 0.0004904598641494751
Position 4621: 0.00046669881340405606
Position 1128: 0.0004386054958407582
Position 1266: 0.0003769120587856495
Position 453: 0.0003407989646783496
Position 3169: 0.00033541936092455754
Position 243: 0.00030142163550667605
Position 2039: 0.00026729864954107616
Position 348: 0.00025991902594190336
Position 512: 0.00024251631154222644
Position 2118: 0.00024172171572504311
Position 972: 0.0002321203520714519
Position 70: 0.0002215420779973157
Position 7002: 0.00021230295645954363
Position 324: 0.00019674587339036214
Position 824: 0.0001965465494586698
Position 1932: 0.00019334211034644844
Position 841: 0.00019305641360343318
Position 2053: 0.00018432530172117552
Position 1505: 0.00016608521116373272
Position 522: 0.0001656817612416409
Position 595: 0.00015479081105426945
Position 662: 0.00012661206765761368
Position 2192: 0.00012382808699221777
Position 781: 0.00012119555417991621
Position 1073: 0.00011082325885950954
Position 434: 9.908966698135948e-05
Position 1560: 9.520230096611004e-05
Position 1917: 9.168407558003696e-05
Position 4018: 9.100067796927408e-05
Position 1566: 8.906136019596543e-05
Position 798: 8.653039240605815e-05
Position 3830: 8.069635635584007e-05
Position 428: 8.040751159457598e-05
Position 384: 7.562006392287292e-05
Position 679: 7.540242663025504e-05
Position 492: 7.267672304469926e-05
