Gene = Hps4
index = 545
Annotated 5SS: [   81  1966  3602  6346 20134 20580 21533 23889 25890 26469 27662 31930
 32379]
Annotated 3SS: [  960  3510  6201 20025 20462 21437 23815 25852 26371 26862 31796 32269
 34875]
SMsplice 5SS: [   81  3602  6346 12880 20134 20580 21533 26469 27662 31930 32379]
SMsplice 3SS: [ 3510  6201 12775 20025 20462 21437 26371 27588 31796 32298 34875]
top_k =  500
Partition function (log Z): 10.64835275218957

Sorted 5' Splice Sites (High to Low Probability):
Position 21533: 0.9999999999999974
Position 6346: 0.9981951616839134
Position 3602: 0.9925800461051981
Position 31930: 0.9918720051206711
Position 27662: 0.981703714521528
Position 32379: 0.9770297592330842
Position 26469: 0.9750578342881923
Position 81: 0.7385623305836714
Position 12880: 0.5271233763706779
Position 23889: 0.41343314034928497
Position 11860: 0.36223785396233443
Position 26621: 0.2897403480242921
Position 1966: 0.26925583168596556
Position 30304: 0.26725697438454055
Position 22836: 0.2199786475299181
Position 21892: 0.2170479172443428
Position 25890: 0.21013149369885428
Position 11079: 0.20665246181032018
Position 12915: 0.19083805525986025
Position 28290: 0.1713227146197387
Position 5912: 0.16407955157913348
Position 40: 0.13870554744008054
Position 12029: 0.13821180949849066
Position 418: 0.11310597587028527
Position 30557: 0.10769027314524425
Position 22698: 0.09875054503825488
Position 12990: 0.0953103322199243
Position 3024: 0.09041018527534504
Position 35033: 0.07222890914171731
Position 25193: 0.0568692106091924
Position 32072: 0.05216960375819835
Position 30564: 0.04767461170980124
Position 33741: 0.04585996979501989
Position 34588: 0.04244088199559451
Position 12615: 0.04224089879502647
Position 13170: 0.04112415450848874
Position 32212: 0.03904661507338536
Position 433: 0.03655283792963731
Position 30317: 0.03247646628411704
Position 2893: 0.025960365099886907
Position 11850: 0.02593698489816621
Position 32781: 0.02584242890220744
Position 128: 0.024854423261129202
Position 26976: 0.023994089632143892
Position 34355: 0.02293141922235388
Position 25076: 0.01799767388673417
Position 32740: 0.015695709341901082
Position 811: 0.015530039487134509
Position 30769: 0.015348017920111475
Position 32976: 0.014189019698575174
Position 35044: 0.013811488381825799
Position 4365: 0.013580224248864329
Position 33007: 0.013093822883932543
Position 7030: 0.012451173707977738
Position 461: 0.01245080642190782
Position 6861: 0.012173133027273986
Position 33923: 0.010885561943036045
Position 28745: 0.010086782474950063
Position 33895: 0.009473686361571297
Position 34502: 0.008808979878192305
Position 659: 0.008701123748868372
Position 12598: 0.00840022956965094
Position 5646: 0.0077920370918914475
Position 22512: 0.007447775440715497
Position 3248: 0.007315681393811704
Position 4735: 0.007223333951460024
Position 4678: 0.006758246704154489
Position 2790: 0.006679222155786323
Position 8369: 0.006502507574142484
Position 4323: 0.006498993063047465
Position 748: 0.006301213663598385
Position 2841: 0.006286342934023491
Position 3545: 0.0062850540899767856
Position 1075: 0.006125102261304259
Position 3840: 0.006041521328691028
Position 33263: 0.005943586211927613
Position 3029: 0.005896592089674788
Position 4653: 0.005063079632600602
Position 3730: 0.004454364454691072
Position 33874: 0.004393408948069076
