Gene = 4930455H04Rik
index = 50
Annotated 5SS: [ 333 2010]
Annotated 3SS: [ 1935 15205]
SMsplice 5SS: [333]
SMsplice 3SS: [15205]
top_k =  500
Partition function (log Z): -13.699158659502253

Sorted 5' Splice Sites (High to Low Probability):
Position 333: 0.8742186682973134
Position 3129: 0.7582000343184233
Position 1312: 0.5431954557752809
Position 2010: 0.3168358567280613
Position 3616: 0.18372029718215618
Position 171: 0.14399851725682342
Position 177: 0.1375943654705039
Position 165: 0.07497488241152461
Position 2321: 0.03926121608980236
Position 159: 0.037090778686624803
Position 607: 0.026505018982383305
Position 147: 0.022821271940373856
Position 182: 0.02146217475985132
Position 153: 0.02123304724165993
Position 1391: 0.020082260858662028
Position 141: 0.017355324962676652
Position 3269: 0.015935955023861255
Position 3211: 0.012690313449473866
Position 2916: 0.012167096939959885
Position 721: 0.00873197337719307
Position 9: 0.006066748767161997
Position 1858: 0.00339406843470348
Position 713: 0.0029989869137218906
Position 481: 0.0023128990454353705
Position 186: 0.002077607385892028
Position 128: 0.0008504799518110029
Position 1769: 0.0008108884571659536
Position 490: 0.0006966986707281647
Position 883: 0.0004953316620376328
Position 427: 0.0004601131801859798
Position 44: 0.00039347139278997313
Position 1250: 0.00033603504187560714
Position 698: 0.0003055667690993251
Position 729: 0.0002614350150806687
Position 2064: 0.00019742960452405665
Position 1005: 0.00012936485173710237
Position 1051: 8.064115092539015e-05
Position 2598: 7.151849759157342e-05
Position 1059: 5.4573090090201555e-05
Position 35: 5.244317495753931e-05
Position 135: 5.122162165888124e-05
Position 64: 4.118510953124188e-05
Position 1466: 3.981950200328527e-05
Position 79: 3.256458208612518e-05
Position 2136: 2.1172739523476344e-05
Position 1196: 1.1473629857166704e-05
Position 2148: 7.220165834731676e-06
Position 84: 4.984487210892832e-06
Position 23: 4.870173543158809e-06
Position 25: 3.3459763784021538e-06
Position 232: 1.675220797801905e-06
Position 2291: 8.875851166623592e-07
Position 2275: 7.688570382552674e-07
Position 310: 7.045346826813948e-07
Position 540: 6.70162281332021e-07
Position 2191: 6.590191944079561e-07
Position 592: 6.117116406123777e-07
Position 221: 5.478463979383661e-07
Position 283: 1.635210644661447e-07
Position 245: 2.039387187440867e-08
Position 337: 1.1562765583948584e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15205: 0.5457497701328846
Position 1191: 0.5457467848897778
Position 2987: 0.4237894769258789
Position 280: 0.2782194136851894
Position 1935: 0.20163662802568716
Position 3037: 0.16665988569420503
Position 3521: 0.15928772852945514
Position 7492: 0.1396352294995297
Position 1886: 0.11100018251850992
Position 3051: 0.07200973182451273
Position 260: 0.06382854343836732
Position 2908: 0.0600031111384655
Position 3104: 0.05699536693410874
Position 3885: 0.05626072178327453
Position 7520: 0.05250911749966419
Position 11714: 0.0517955102003074
Position 2171: 0.043469500834228146
Position 265: 0.035564661326420964
Position 11662: 0.0188305667183679
Position 2684: 0.017940827210889788
Position 3524: 0.017229920103954594
Position 9621: 0.014796370666813184
Position 3357: 0.013432191968394479
Position 2486: 0.0120447838437138
Position 4587: 0.010321109478099428
Position 5820: 0.009210952714711371
Position 6674: 0.009070006856796476
Position 6019: 0.008737744284596604
Position 224: 0.008491181597278156
Position 3120: 0.007134694634232803
Position 1211: 0.00700716311642105
Position 1283: 0.00688131644380177
Position 1941: 0.006659822640826082
Position 1586: 0.006185158128421064
Position 4017: 0.006008543847958547
Position 3543: 0.005315015018881832
Position 1714: 0.005003240335005022
Position 5665: 0.0043636580131215545
Position 398: 0.0038773244116928085
Position 575: 0.003749878387362372
Position 3445: 0.0032591532869506775
Position 662: 0.00322132342504502
Position 232: 0.003219176056924825
Position 283: 0.00275414131690961
Position 6065: 0.002686335683841714
Position 882: 0.0026820055031893655
Position 1195: 0.002623650009289234
Position 5218: 0.0023961429399041
Position 401: 0.0023396939363966454
Position 100: 0.0022173376340064144
Position 5703: 0.002212960097624321
Position 3804: 0.0018476852694125632
Position 4263: 0.0016350359394462994
Position 7023: 0.001203512061272831
Position 2844: 0.0011385831878405117
Position 3733: 0.0009790181165931708
Position 1376: 0.000851949625026508
Position 1050: 0.0007918180423623619
Position 3862: 0.0007489032927199258
Position 2811: 0.0006183050938469563
Position 2435: 0.0005363025823012907
Position 648: 0.0005021585030433532
Position 1726: 0.00046920771414546935
Position 5080: 0.00039573592814339426
Position 2237: 0.00029158056680723455
Position 1311: 0.0002741585905329746
Position 1636: 0.00023325746920458735
Position 2147: 0.00023111958678855767
Position 3615: 0.00018521953209918245
Position 1896: 0.00016804459438869474
Position 431: 0.00015457419944581277
Position 1737: 0.00013287910304608582
Position 460: 7.967291795569188e-05
Position 2407: 7.730031661323604e-05
Position 288: 7.090723121082709e-05
Position 3555: 6.736124632151353e-05
Position 245: 6.683986063083446e-05
Position 552: 5.294729563684726e-05
Position 1268: 5.065091175937901e-05
Position 439: 4.554996388630099e-05
Position 1457: 4.543614078134483e-05
Position 405: 3.2987621902055e-05
Position 611: 3.22272848681117e-05
Position 972: 3.1857447354468075e-05
Position 1092: 3.1807569196699094e-05
Position 1287: 3.1298488270631776e-05
Position 1629: 3.067683488042565e-05
Position 1218: 2.834933845577762e-05
Position 1768: 1.9059326346586126e-05
Position 506: 1.7987679871401316e-05
Position 434: 1.4179030842257184e-05
Position 2102: 1.3796994682109788e-05
Position 293: 9.149780694683294e-06
Position 585: 7.3460561330017e-06
Position 540: 6.2780253017540965e-06
Position 673: 5.342229326736157e-06
Position 353: 4.839348233128126e-06
Position 306: 4.664144480308413e-06
Position 317: 3.981940196321438e-06
Position 409: 3.5343767598377178e-06
Position 332: 3.5250095726062856e-06
Position 1960: 1.8756210060443778e-06
Position 79: 2.999217013165509e-08
Position 192: 2.8250648057812506e-08
Position 297: 2.1293107919439473e-08
Position 1004: 1.246215032498599e-08
Position 73: 1.079710897913387e-08
Position 359: 8.820155898602975e-09
Position 665: 8.117119365652575e-09
Position 114: 7.878769020883716e-09
Position 310: 7.641399791804113e-09
Position 119: 4.348068475873738e-09
Position 109: 2.8867176187148946e-09
Position 123: 5.293166425786304e-10
Position 346: 4.0969301126630684e-10
