Gene = Nkapd1
index = 751
Annotated 5SS: [ 237 1982 5088 7165 8093]
Annotated 3SS: [1904 4986 7014 8038 9527]
SMsplice 5SS: [ 237 1982 5088 7165 9710]
SMsplice 3SS: [ 1904  4986  7014  9573 10246]
top_k =  500
Partition function (log Z): -0.9706295386746397

Sorted 5' Splice Sites (High to Low Probability):
Position 7165: 0.9855057595087121
Position 1982: 0.8323670566133741
Position 237: 0.8265132205776362
Position 5088: 0.8151357945781927
Position 9710: 0.6792959672622895
Position 6914: 0.3095522122166555
Position 632: 0.2970920673608394
Position 8093: 0.19513738453497112
Position 807: 0.1817946895875843
Position 5093: 0.17891379545782657
Position 9952: 0.15560489415434453
Position 7548: 0.12119425946863698
Position 3584: 0.07524437578357049
Position 3605: 0.07346729024794794
Position 2570: 0.05615894426241669
Position 2544: 0.051531310291502916
Position 3296: 0.05105086104910266
Position 10005: 0.042091426736793745
Position 143: 0.041219052048994974
Position 3686: 0.04042486131639514
Position 6331: 0.03807056458798538
Position 4463: 0.035273842506526217
Position 6055: 0.0334000171612482
Position 243: 0.02766591539927922
Position 5862: 0.02518307303165252
Position 7860: 0.01618453413987561
Position 8726: 0.01521757598220773
Position 8097: 0.011519816486421494
Position 653: 0.010590690252782468
Position 9092: 0.009024054806058246
Position 6831: 0.008551716952513593
Position 6752: 0.008405194317581131
Position 3672: 0.006559681990686007
Position 5804: 0.0065010574650986395
Position 9988: 0.0063020951131289495
Position 6848: 0.00523292960579293
Position 6702: 0.0041956659877003255
Position 685: 0.0037896681544360537
Position 3538: 0.0036098521295899206
Position 2062: 0.003480276335624856
Position 3632: 0.0034489936851188822
Position 811: 0.003190004931653776
Position 136: 0.0029960975179608553
Position 6765: 0.0027134113291306483
Position 3660: 0.0026240200355498464
Position 646: 0.0024790530120992636
Position 3801: 0.002260543367631393
Position 2029: 0.0020611047281061277
Position 898: 0.0017894173019911896
Position 10114: 0.0017563488510982336
Position 518: 0.0016851509239727291
Position 3287: 0.0015907018198465545
Position 27: 0.0015650997082017417
Position 9574: 0.001543240634413367
Position 7434: 0.0015164951646903652
Position 1113: 0.001512923446268939
Position 4691: 0.0014600612633868279
Position 2241: 0.00139379364447698
Position 1735: 0.0013287096151460161
Position 6906: 0.0010757527984407876
Position 1773: 0.0009861279142587384
Position 1989: 0.0009333721326680419
Position 3155: 0.0008829920226739313
Position 616: 0.0008789371952709653
Position 1784: 0.0008701292742267217
Position 6169: 0.0008539391002330024
Position 7581: 0.0008308407085468792
Position 6293: 0.0008005363958099371
Position 1234: 0.0007272506626237025
Position 3341: 0.000695770740854922
Position 245: 0.0006670165252388256
Position 247: 0.0006421897707869766
Position 855: 0.0006104391995182845
Position 747: 0.0006035472010059111
Position 97: 0.0005693812201362376
Position 1150: 0.00052988121023215
Position 249: 0.0004865161472758179
Position 2332: 0.00048248413563648505
Position 4468: 0.00048119225671735806
Position 1223: 0.00043246977067896443
Position 1378: 0.0004235006664475978
Position 5276: 0.00040889042419603585
Position 1276: 0.00040423243421345146
Position 2575: 0.00037944297437254577
Position 251: 0.00036891985295470675
Position 6270: 0.00035977650515030306
Position 6328: 0.00034536752083735053
Position 3769: 0.000332526857851614
Position 6488: 0.00032892725000646856
Position 6312: 0.0002921859730967628
Position 5456: 0.00028926911607576243
Position 891: 0.0002732739268516066
Position 6220: 0.0002630297586087735
Position 130: 0.00024953996468349114
Position 253: 0.000231282530897019
Position 2045: 0.00023098181874805544
Position 5866: 0.00018765496371340968
Position 5715: 0.00018463112604053558
Position 732: 0.00017974387261245758
Position 5071: 0.00017798830512617884
Position 1255: 0.00016363720220313423
Position 1558: 0.00016035389678064994
Position 5194: 0.0001576267541081594
Position 886: 0.0001363695389117233
Position 1683: 0.00012616022280141282
Position 1217: 0.0001085527825400056
