Gene = Ssr2
index = 1032
Annotated 5SS: [  79  427 1465 4278 7335]
Annotated 3SS: [ 271 1365 4168 7256 8272]
SMsplice 5SS: [  79  427 1431 4278]
SMsplice 3SS: [ 271 1365 4191 6932]
top_k =  500
Partition function (log Z): -0.22193300141348926

Sorted 5' Splice Sites (High to Low Probability):
Position 4278: 0.9833523051005141
Position 427: 0.9601343337177518
Position 79: 0.9432677530475966
Position 1431: 0.44664640559256075
Position 2058: 0.2954662927231813
Position 1760: 0.2922470133657342
Position 1487: 0.25504787569611886
Position 1465: 0.25080237753836926
Position 1829: 0.1826500706515985
Position 7335: 0.08024584409781621
Position 2123: 0.07440887150631538
Position 5522: 0.07210583377392281
Position 7216: 0.04452839776800895
Position 1123: 0.04063935748422184
Position 6632: 0.03138962024857984
Position 7883: 0.028166464394070913
Position 2644: 0.02452134000972135
Position 1135: 0.019074636012622055
Position 742: 0.013192029560116269
Position 1179: 0.012418458782776979
Position 6260: 0.009635444811975816
Position 4790: 0.008400070918346296
Position 548: 0.007736688183871643
Position 5252: 0.007476176179652524
Position 140: 0.005671820198010077
Position 544: 0.004735846084102618
Position 1677: 0.0045521409951429885
Position 5237: 0.004537860461959913
Position 1783: 0.0033573080128099886
Position 1836: 0.0031993822394545232
Position 1598: 0.0027347726260531827
Position 8421: 0.0021577682704263875
Position 6253: 0.0018552449690779865
Position 475: 0.0011422195981317766
Position 1743: 0.0007183236998877555
Position 612: 0.000705717922029436
Position 7159: 0.0006581642545235614
Position 1105: 0.0006263200925908508
Position 1553: 0.0005856875646077719
Position 41: 0.0004905533333528787
Position 5038: 0.0004753959707146282
Position 628: 0.0004020887235577672
Position 1624: 0.00037588676760971724
Position 227: 0.0003496439206538291
Position 4784: 0.0003441768818386245
Position 1484: 0.0002870466872664466
Position 528: 0.00023612247485461064
Position 467: 0.00022961728450469196
Position 2043: 0.00022043230906248546
Position 7040: 0.00018984007157846355
Position 1424: 0.00016940246495027202
Position 719: 0.00014839394122215704
Position 70: 0.00012472716371026262
Position 1244: 0.00011809267992948226
Position 440: 9.82361514492723e-05
Position 1139: 9.694938412888161e-05
Position 540: 9.340203994641488e-05
Position 196: 9.039446586679593e-05
Position 6: 8.661402174456532e-05
Position 490: 8.521167490201525e-05
Position 5241: 6.921888426537808e-05
Position 194: 6.838517550000485e-05
Position 13: 5.020322746423855e-05
Position 311: 4.641296811430927e-05
Position 2245: 4.300875723181838e-05
Position 30: 3.792733498469716e-05
Position 242: 3.585280736242953e-05
Position 108: 3.543666928526699e-05
Position 1587: 2.9853176926351466e-05
Position 48: 2.2442808234743272e-05
Position 416: 1.4983936647586933e-05
Position 552: 1.326615627694968e-05
Position 83: 8.428456811666237e-06
Position 1259: 8.209073798863053e-06
Position 287: 7.771567692449558e-06
Position 152: 7.719558136419737e-06
Position 1183: 7.038015890827424e-06
Position 225: 3.485978256857155e-06
Position 44: 3.2573149330604773e-06
Position 503: 2.8656920623141435e-06
Position 63: 2.145386589188366e-06
Position 304: 1.9767530643843847e-06
Position 33: 1.6707614153399633e-06
Position 400: 1.5263198815623836e-06
Position 520: 1.1235080954516222e-06
Position 293: 5.445661867504286e-07
Position 902: 3.995633565839386e-07
Position 315: 2.5499810701778373e-07
Position 1442: 2.5390500781887696e-07
Position 727: 1.432728837282449e-07
Position 535: 1.372217748309266e-07
Position 2060: 1.2606967431214442e-07
Position 290: 1.1404819015648658e-07
