Gene = 0610040J01Rik
index = 0
Annotated 5SS: [  233 64137 84121]
Annotated 3SS: [64086 84066 85591]
SMsplice 5SS: [  233  2359 64137]
SMsplice 3SS: [ 2261 64086 85591]
top_k =  500
Partition function (log Z): -51.88978246664191

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.9597225354281559
Position 2359: 0.8954361600303002
Position 3096: 0.2330549676630474
Position 6353: 0.11224707972767661
Position 36: 0.07019865655276546
Position 466: 0.06044928556703045
Position 4455: 0.054795347207590474
Position 4559: 0.03075550344817122
Position 1628: 0.02913296890835724
Position 434: 0.02200911890038114
Position 10996: 0.015386263753843893
Position 9875: 0.01041004327075867
Position 859: 0.009756090492105473
Position 2041: 0.009098338910201271
Position 242: 0.009016597716085862
Position 688: 0.008551911215905117
Position 237: 0.005816347414177819
Position 2631: 0.0053353244529411314
Position 6890: 0.004706677863978048
Position 461: 0.003817794346838462
Position 1607: 0.0034637739058887805
Position 540: 0.003131531237001086
Position 1463: 0.0028876376526900268
Position 6772: 0.0026474552136775678
Position 455: 0.002393216448734023
Position 1192: 0.0005787038802453429
Position 787: 0.0005199631547877289
Position 749: 0.0004990529167684471
Position 1055: 0.0004209140453346995
Position 2048: 0.0003392172738857115
Position 2351: 0.00030638031447909145
Position 1487: 0.00027169170462957475
Position 817: 0.0002431498858299835
Position 1219: 0.0001615451154116579
Position 2821: 0.0001514987415910387
Position 1747: 0.00014735573528122946
Position 7: 2.624332325589489e-06
Position 82: 2.209937378706996e-06
Position 43: 2.162518737549528e-06
Position 280: 1.4514017733595837e-06
Position 160: 1.311345884014149e-06
Position 474: 1.2415335146361433e-06
Position 143: 7.009234883833343e-07
Position 417: 5.311775662345511e-07
Position 293: 2.622491661593492e-07
Position 1236: 1.8456508052490606e-07
Position 162: 1.5597279690825386e-07
Position 1207: 1.3434349543690872e-07
Position 76: 1.3293260578229407e-07
Position 387: 5.676810319098219e-08
Position 694: 2.6354840016000276e-08
Position 511: 2.993520169307595e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2261: 0.8204850712827237
Position 11407: 0.20849690816274766
Position 6251: 0.14405168688870973
Position 8634: 0.1426290758222514
Position 4281: 0.13524706978438164
Position 11867: 0.13099016780154443
Position 2950: 0.11716599958289554
Position 328: 0.09100704080319186
Position 14509: 0.0671807464123214
Position 2283: 0.05733774212882101
Position 3029: 0.051920916180766864
Position 2960: 0.0516377770580284
Position 6617: 0.051461834138238245
Position 107: 0.03670998620021834
Position 3619: 0.031196877655558192
