Gene = Gba
index = 426
Annotated 5SS: [ 159  614 1249 1494 2653 3037 3441 4524 5060 5501]
Annotated 3SS: [ 543 1056 1346 2518 2863 3205 4298 4895 5383 5588]
SMsplice 5SS: [ 159  433  614 1249 1494 2653 3037 3441 4524 5060 5501]
SMsplice 3SS: [ 263  543 1056 1346 2518 2863 3205 4298 4855 5383 5588]
top_k =  500
Partition function (log Z): 18.517373124031632

Sorted 5' Splice Sites (High to Low Probability):
Position 1494: 0.9901773951912257
Position 1249: 0.9779589561811124
Position 5060: 0.9543123381806659
Position 5501: 0.9241290907921447
Position 4524: 0.8832924163837064
Position 3441: 0.6922863589521102
Position 3037: 0.6704881558532643
Position 614: 0.6639905816711461
Position 159: 0.6612813261848461
Position 2653: 0.5763117813007522
Position 233: 0.3117672295262602
Position 433: 0.3008973169550446
Position 2768: 0.21015109570269738
Position 3517: 0.16967250953257426
Position 3084: 0.14927394056665072
Position 2713: 0.11255512824596184
Position 2988: 0.1074685274263777
Position 3290: 0.05741739880198574
Position 2542: 0.029111157748010177
Position 2454: 0.027410774342615178
Position 3600: 0.025000977759356193
Position 448: 0.022878250717203886
Position 3885: 0.02284175482340791
Position 2963: 0.01620248589102258
Position 645: 0.011097332803892171
Position 66: 0.010667141837481202
Position 800: 0.007419321883914818
Position 1513: 0.00740251455624932
Position 3438: 0.0069050036953070834
Position 671: 0.006542732043091196
Position 2977: 0.005576770179390843
Position 376: 0.005566910108161278
Position 4325: 0.0048356096433474546
Position 598: 0.004782528836980571
Position 2707: 0.004176144345077056
Position 4968: 0.0038975599877790028
Position 3838: 0.0038853739265572863
Position 1882: 0.003138031719963718
Position 701: 0.003070119651836472
Position 5522: 0.0025608027696694593
Position 4475: 0.0025555670109070967
Position 3227: 0.0023389491979652426
Position 687: 0.002296027770841019
Position 1516: 0.0018771678628635826
Position 3836: 0.0017409027259588775
Position 2196: 0.0016992171913538714
Position 1101: 0.001672196588781119
Position 496: 0.0015196582886755758
Position 4827: 0.0014934827020954273
Position 4352: 0.001450687459440134
Position 4171: 0.0014485098442973657
Position 4832: 0.0014429609652049633
Position 4797: 0.0012738958697844564
Position 712: 0.000934755618790728
Position 3072: 0.0008148404629338935
Position 402: 0.0007942842213174101
Position 3941: 0.0007441290655978682
Position 922: 0.0007330942843853919
Position 3346: 0.0007056731218917656
Position 2471: 0.0006702672993134488
Position 3131: 0.0006586814527537967
Position 4454: 0.0005859769914463292
Position 5428: 0.0004661966170936777
Position 752: 0.0004403885740833126
Position 1523: 0.00042521897208048755
Position 415: 0.0003973023905662605
Position 308: 0.0003943680149940649
Position 2776: 0.00033682610257023657
Position 1198: 0.0003239441140074486
Position 352: 0.00029546955501053403
Position 1215: 0.00027985233086405277
Position 1162: 0.0002491497274643308
Position 3127: 0.0002189040312749592
Position 4002: 0.00021078571271604206
Position 3384: 0.00016684668896836273
Position 340: 0.00012013157788506755
Position 25: 0.00012008442576567843
Position 331: 0.00010872317912613735
Position 663: 0.00010102834691191577
Position 3075: 8.177597886197927e-05
Position 3047: 7.918361314462581e-05
Position 2240: 7.750515640017853e-05
Position 865: 7.726560468420791e-05
Position 2555: 7.589351151573973e-05
Position 2665: 7.342004411328595e-05
Position 1213: 5.699562397540404e-05
Position 1057: 5.4357622479118735e-05
Position 485: 5.313894177300889e-05
Position 1192: 4.30983403013091e-05
Position 647: 3.920366452515521e-05
Position 618: 3.8129831917651934e-05
Position 2816: 3.50299126099096e-05
Position 1111: 2.9423560680297765e-05
Position 2213: 2.5315265781194522e-05
Position 4980: 2.445039827633992e-05
Position 1264: 1.625719525249615e-05
Position 70: 1.476983964653552e-05
Position 1121: 1.4047020238853041e-05
Position 128: 1.0323764395096552e-05
Position 29: 9.788153333626693e-06
Position 137: 9.781306795752147e-06
Position 1143: 8.815398198510553e-06
Position 121: 7.93880225133468e-06
Position 488: 6.476942523446693e-06
Position 50: 6.139848064065821e-06
Position 1830: 4.981949081936099e-06
Position 187: 4.851723433378432e-06
Position 505: 4.469956236133899e-06
Position 237: 4.36344433263284e-06
Position 2246: 4.294024827357722e-06
Position 5539: 4.2372838766133124e-06
Position 5544: 3.463014422577479e-06
Position 56: 3.004801524602342e-06
Position 3032: 1.723009615815307e-06
Position 1126: 1.3220473678830649e-06
Position 19: 1.224573277724709e-06
Position 2229: 1.040619818323948e-06
Position 1780: 1.0004372929003307e-06
Position 2922: 9.857211848061974e-07
Position 1623: 8.911616580393785e-07
Position 4677: 7.889275770094857e-07
Position 2112: 6.932195868375328e-07
Position 1444: 6.260267278419572e-07
Position 4443: 5.681126231075631e-07
Position 2155: 5.411982655126696e-07
Position 4502: 5.380807726456085e-07
Position 54: 5.336310411051672e-07
Position 105: 3.1743043420990105e-07
Position 1858: 2.2897084222484977e-07
Position 2143: 2.0881986413006093e-07
Position 1834: 1.439868263777046e-07
Position 1388: 5.303342442645211e-08
Position 988: 3.297591151399362e-08
Position 983: 3.192104230534628e-08
Position 2893: 2.690992489709877e-08
Position 4470: 2.2334423009156644e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5588: 0.9852882006077633
Position 1346: 0.9795243704033766
Position 2863: 0.9185542083405888
Position 4298: 0.8678960695254812
Position 1056: 0.7174494436443681
