Gene = Sdhd
index = 959
Annotated 5SS: [  75 3265 5052]
Annotated 3SS: [3147 4906 6561]
SMsplice 5SS: [  75 3265]
SMsplice 3SS: [3147 6561]
top_k =  500
Partition function (log Z): -6.275882252048596

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9509516400566916
Position 3265: 0.8054615918924924
Position 3034: 0.5937442963132583
Position 3680: 0.1981956503327423
Position 4845: 0.07275490777219125
Position 3224: 0.06720632648223032
Position 1980: 0.06251793746207955
Position 1984: 0.05507723762829447
Position 1253: 0.03837827775598238
Position 3013: 0.0336570618356917
Position 98: 0.03304298838972064
Position 3229: 0.0306520501077188
Position 5056: 0.02880548272913062
Position 765: 0.018513855754548298
Position 5086: 0.017075101276220812
Position 790: 0.01697606557044331
Position 4403: 0.01580776716240585
Position 938: 0.015034679324502993
Position 5197: 0.014733128971279964
Position 4823: 0.01461712936517557
Position 2238: 0.013627220715489264
Position 5581: 0.012889191289359088
Position 2562: 0.011149983671152752
Position 4940: 0.008503477108963665
Position 1145: 0.006107158701127264
Position 2699: 0.005936232273355627
Position 4379: 0.005892988903829577
Position 925: 0.005002920291468545
Position 4211: 0.004843979309247381
Position 80: 0.004704634843996872
Position 3817: 0.004636539577199584
Position 5585: 0.0044869894573272015
Position 4840: 0.00438480413963399
Position 4816: 0.004078301674681167
Position 2178: 0.0034285175747295524
Position 918: 0.0032814921984839515
Position 814: 0.0027096296566790253
Position 4986: 0.0025342544395775997
Position 4345: 0.002532440384208931
Position 2703: 0.0021986225611168937
Position 6014: 0.002089026518151427
Position 628: 0.002068823285908658
Position 2757: 0.001964952018979303
Position 2592: 0.0019274370509833282
Position 4715: 0.0016301112222876064
Position 359: 0.0013905396724148177
Position 2750: 0.0012368090710819274
Position 5673: 0.0012035967764162801
Position 2201: 0.0011292160801143587
Position 5654: 0.0010372384528446541
Position 5894: 0.000892541595681946
Position 837: 0.0008349021255664821
Position 5577: 0.0007847487399358309
Position 5230: 0.0007804514272016208
Position 2441: 0.0007116908343005912
Position 280: 0.0005478461350972334
Position 3030: 0.0005409057176795147
Position 2022: 0.0002930448140820571
Position 156: 0.00029075704122418785
Position 3071: 0.00025650138243607035
Position 303: 0.0002137716242100345
Position 2102: 0.00021361475436703817
Position 2814: 0.00019754437737537782
Position 2871: 0.0001885660526079471
Position 257: 0.0001854734659210315
Position 3319: 0.00018334540380918917
Position 2400: 0.0001755164745555572
Position 222: 0.0001706029068183082
Position 3269: 0.00016749375262921893
Position 3415: 0.00015936986391162553
Position 684: 0.00015746010675572216
Position 249: 0.00015383491295840591
Position 3296: 0.00013954913511706474
Position 267: 0.00013361768423294512
Position 269: 0.00012506390883900654
Position 306: 0.0001226204791895259
Position 4795: 0.00011913452440915204
Position 134: 0.00010693784426035445
Position 829: 8.483833204921293e-05
Position 3171: 8.175501735654016e-05
Position 823: 6.276886824966301e-05
Position 300: 6.0861668838341366e-05
Position 1537: 6.028720585181296e-05
Position 2249: 5.507490746880128e-05
Position 2232: 4.9373903733196185e-05
Position 251: 4.135134964815322e-05
Position 740: 3.137063071274411e-05
Position 3289: 2.4881584509147732e-05
Position 3406: 1.7055968505231754e-05
Position 3669: 8.726134526917218e-06
Position 4362: 5.7681485472957084e-06
Position 3660: 5.048387634686863e-06
Position 153: 4.479752129128936e-06
Position 642: 4.252398761594862e-06
Position 489: 2.6547958622537444e-06
Position 29: 2.2764469841107276e-06
Position 562: 2.1235452423146995e-06
Position 346: 1.9202207632424457e-06
Position 82: 1.9043948444665395e-06
Position 344: 1.7432654230050747e-06
Position 4133: 1.4815808942587767e-06
Position 47: 1.347692696788462e-06
Position 584: 1.2547057066850023e-06
Position 382: 1.2260831041488249e-06
Position 394: 1.0523551206282468e-06
Position 422: 9.548915416666724e-07
Position 610: 9.013430433293918e-07
Position 163: 8.262566204426252e-07
Position 652: 8.149529279562197e-07
Position 57: 7.861142336086364e-07
Position 458: 7.35193675450885e-07
Position 363: 5.680713989335211e-07
Position 375: 3.885334765975264e-07
Position 647: 2.397833557198952e-07
Position 189: 1.3917437136342935e-07
