Gene = Pop7
index = 839
Annotated 5SS: [240]
Annotated 3SS: [438]
SMsplice 5SS: [240]
SMsplice 3SS: [438]
top_k =  500
Partition function (log Z): -6.172415644597252

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.990355204679715
Position 96: 0.007683929984717162
Position 89: 0.002411821341664701
Position 272: 0.0018969779028376302
Position 563: 0.0014707426964137094
Position 818: 0.0011715257892368914
Position 195: 0.0011362974356126895
Position 505: 0.0009900370202149769
Position 868: 0.0007007739188361678
Position 214: 0.000679129965660896
Position 740: 0.0006443672051867845
Position 32: 0.000401444772938852
Position 100: 0.00018458107684244185
Position 500: 8.847272712941185e-05
Position 64: 4.7759281219906196e-05
Position 933: 4.361998205915697e-05
Position 181: 4.125904494528371e-05
Position 848: 3.966188675585175e-05
Position 344: 3.783283004403539e-05
Position 346: 3.751998611475755e-05
Position 857: 2.1233757447359576e-05
Position 246: 2.056316049683812e-05
Position 311: 1.755017581533977e-05
Position 730: 8.982572237034714e-06
Position 924: 7.45228607986101e-06
Position 770: 5.888210357702219e-06
Position 151: 4.5955522055135966e-06
Position 761: 3.8944943999691804e-06
Position 296: 3.151751557448584e-06
Position 474: 2.77749328293162e-06
Position 128: 2.2451967402899226e-06
Position 778: 2.030866172863922e-06
Position 366: 1.810769282481302e-06
Position 940: 4.828587640140168e-07
Position 421: 6.754931024805561e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 438: 0.7221319433810681
Position 739: 0.1680932915932608
Position 378: 0.05424977264252102
Position 709: 0.022498520414697395
Position 484: 0.01196730375224597
Position 715: 0.00965850427467948
Position 1002: 0.006009528622263181
Position 171: 0.0048261829400693445
Position 546: 0.0028343171030930136
Position 445: 0.0024707146094601327
Position 490: 0.00148843876340496
Position 630: 0.0010358482034383363
Position 462: 0.00047210073572624385
Position 574: 0.00045204769254556085
Position 766: 0.0003464646754299692
Position 382: 0.000246228843165984
Position 455: 0.00016680268137203092
Position 176: 0.00016380132704484746
Position 822: 0.0001408932330494283
Position 901: 0.00012725967269782394
Position 610: 0.00011846420156394277
Position 1069: 7.766921169668349e-05
Position 586: 5.758655112637655e-05
Position 855: 5.380254560765156e-05
Position 940: 5.097153305430657e-05
Position 637: 4.284116609623103e-05
Position 966: 3.4877694782522495e-05
Position 1007: 3.356703995755774e-05
Position 723: 2.9442127003996977e-05
Position 623: 2.6227156037865678e-05
Position 950: 2.151107609566077e-05
Position 447: 1.9941389181771368e-05
Position 932: 1.8809448330324294e-05
Position 203: 1.8427112393095852e-05
Position 505: 1.8278046444733808e-05
Position 520: 1.7631151776211707e-05
Position 1009: 1.314314638045885e-05
Position 592: 1.2425483149629072e-05
Position 395: 1.2355670824134339e-05
Position 978: 1.2003350420349605e-05
Position 340: 1.0807521802600503e-05
Position 848: 1.0509183428770437e-05
Position 342: 6.944707791336182e-06
Position 391: 6.7383404872765515e-06
Position 103: 6.0662374923818176e-06
Position 877: 5.868470121244456e-06
Position 96: 5.641530699211867e-06
Position 117: 4.8968308875200894e-06
Position 784: 4.891758000403003e-06
Position 336: 4.811030464386978e-06
Position 464: 3.6465623526914175e-06
Position 219: 3.574882442760828e-06
Position 868: 3.1051155704969496e-06
Position 790: 2.4695685051896414e-06
Position 305: 2.3882255724997345e-06
Position 596: 2.29409881264229e-06
Position 788: 2.2594050485220616e-06
Position 816: 1.930333021856705e-06
Position 805: 1.6840818885847596e-06
Position 325: 1.5077582941510818e-06
Position 228: 1.3788381103296498e-06
Position 778: 1.3646120217911416e-06
Position 236: 3.962098627763244e-07
Position 214: 3.1600540714174106e-07
Position 232: 1.7611629908329218e-07
Position 239: 1.0697541202952502e-08
Position 243: 2.871829067278287e-10
Position 317: 5.252721161100071e-12
Position 311: 1.6611589763323236e-12
Position 301: 4.52571421875602e-13
Position 296: 7.21019306684506e-14
Position 351: 3.364097888498032e-14
